SourceID,SourceItemKey,NoteID,Decision,Status
rj_start1,red,KV000042,baseline-confirmed,confirmed
rj_start1,green,KV000043,baseline-confirmed,confirmed
rj_start1,colour,KV000044,baseline-confirmed,confirmed
rj_start1,apple,KV000045,baseline-confirmed,confirmed
rj_start1,pear,KV000046,baseline-confirmed,confirmed
rj_start1,banana,KV000047,baseline-confirmed,confirmed
rj_start1,orange,KV000048,baseline-confirmed,confirmed
rj_start1,do,KV000049,baseline-confirmed,confirmed
rj_start1,you,KV000050,baseline-confirmed,confirmed
rj_start1,like,KV000051,baseline-confirmed,confirmed
rj_start1,yes,KV000052,baseline-confirmed,confirmed
rj_start1,no,KV000053,baseline-confirmed,confirmed
rj_start1,chair,KV000054,baseline-confirmed,confirmed
rj_start1,desk,KV000055,baseline-confirmed,confirmed
rj_start1,blackboard,KV000056,baseline-confirmed,confirmed
rj_start1,on,KV000057,baseline-confirmed,confirmed
rj_start1,under,KV000058,baseline-confirmed,confirmed
rj_start1,in,KV000059,baseline-confirmed,confirmed
rj_start1,where,KV000060,baseline-confirmed,confirmed
rj_start1,the,KV000061,baseline-confirmed,confirmed
rj_start1,light,KV000062,baseline-confirmed,confirmed
rj_start1,bed,KV000063,baseline-confirmed,confirmed
rj_start1,door,KV000064,baseline-confirmed,confirmed
rj_start1,box,KV000065,baseline-confirmed,confirmed
rj_start1,near,KV000066,baseline-confirmed,confirmed
rj_start1,behind,KV000067,baseline-confirmed,confirmed
rj_start1,plane,KV000068,baseline-confirmed,confirmed
rj_start1,ball,KV000069,baseline-confirmed,confirmed
rj_start1,doll,KV000070,baseline-confirmed,confirmed
rj_start1,train,KV000071,baseline-confirmed,confirmed
rj_start1,car,KV000072,baseline-confirmed,confirmed
rj_start1,bear,KV000073,baseline-confirmed,confirmed
rj_start1,can,KV000074,baseline-confirmed,confirmed
rj_start1,sure,KV000075,baseline-confirmed,confirmed
rj_start1,sorry,KV000076,baseline-confirmed,confirmed
rj_start1,rice,KV000077,baseline-confirmed,confirmed
rj_start1,noodles,KV000078,baseline-confirmed,confirmed
rj_start1,vegetable,KV000079,baseline-confirmed,confirmed
rj_start1,fish,KV000080,baseline-confirmed,confirmed
rj_start1,chicken,KV000081,baseline-confirmed,confirmed
rj_start1,egg,KV000082,baseline-confirmed,confirmed
rj_start1,hungry,KV000083,baseline-confirmed,confirmed
rj_start1,want,KV000084,baseline-confirmed,confirmed
rj_start1,and,KV000085,baseline-confirmed,confirmed
rj_start1,juice,KV000086,baseline-confirmed,confirmed
rj_start1,tea,KV000087,baseline-confirmed,confirmed
rj_start1,milk,KV000088,baseline-confirmed,confirmed
rj_start1,water,KV000089,baseline-confirmed,confirmed
rj_start1,thirsty,KV000090,baseline-confirmed,confirmed
rj_start1,thanks,KV000091,baseline-confirmed,confirmed
rj_start1,shirt,KV000092,baseline-confirmed,confirmed
rj_start1,t-shirt,KV000093,baseline-confirmed,confirmed
rj_start1,skirt,KV000094,baseline-confirmed,confirmed
rj_start1,dress,KV000095,baseline-confirmed,confirmed
rj_start1,socks,KV000096,baseline-confirmed,confirmed
rj_start1,shorts,KV000097,baseline-confirmed,confirmed
rj_start1,your,KV000098,baseline-confirmed,confirmed
rj_start1,father,KV000099,baseline-confirmed,confirmed
rj_start1,mother,KV000100,baseline-confirmed,confirmed
rj_start1,brother,KV000101,baseline-confirmed,confirmed
rj_start1,sister,KV000102,baseline-confirmed,confirmed
rj_start1,grandmother,KV000103,baseline-confirmed,confirmed
rj_start1,grandfather,KV000104,baseline-confirmed,confirmed
rj_start1,who,KV000105,baseline-confirmed,confirmed
rj_start1,he,KV000106,baseline-confirmed,confirmed
rj_start1,she,KV000107,baseline-confirmed,confirmed
rj_start1,classmate,KV000108,baseline-confirmed,confirmed
rj_start1,friend,KV000109,baseline-confirmed,confirmed
rj_start1,woman,KV000110,baseline-confirmed,confirmed
rj_start1,girl,KV000111,baseline-confirmed,confirmed
rj_start1,man,KV000112,baseline-confirmed,confirmed
rj_start1,boy,KV000113,baseline-confirmed,confirmed
rj_start1,look,KV000114,baseline-confirmed,confirmed
rj_start1,his,KV000115,baseline-confirmed,confirmed
rj_start1,name,KV000116,baseline-confirmed,confirmed
rj_start1,her,KV000117,baseline-confirmed,confirmed
rj_start1,or,KV000118,baseline-confirmed,confirmed
rj_start1,big,KV000119,baseline-confirmed,confirmed
rj_start1,tall,KV000120,baseline-confirmed,confirmed
rj_start1,pretty,KV000121,baseline-confirmed,confirmed
rj_start1,thin,KV000122,baseline-confirmed,confirmed
rj_start1,short,KV000123,baseline-confirmed,confirmed
rj_start1,handsome,KV000124,baseline-confirmed,confirmed
rj_start1,new,KV000125,baseline-confirmed,confirmed
rj_start1,does,KV000126,baseline-confirmed,confirmed
rj_start1,bookshop,KV000127,baseline-confirmed,confirmed
rj_start1,zoo,KV000128,baseline-confirmed,confirmed
rj_start1,school,KV000129,baseline-confirmed,confirmed
rj_start1,supermarket,KV000130,baseline-confirmed,confirmed
rj_start1,park,KV000131,baseline-confirmed,confirmed
rj_start1,hospital,KV000132,baseline-confirmed,confirmed
rj_start1,go,KV000133,baseline-confirmed,confirmed
rj_start1,to,KV000134,baseline-confirmed,confirmed
rj_start1,grass,KV000135,baseline-confirmed,confirmed
rj_start1,tree,KV000136,baseline-confirmed,confirmed
rj_start1,flower,KV000137,baseline-confirmed,confirmed
rj_start1,boat,KV000138,baseline-confirmed,confirmed
rj_start1,lake,KV000139,baseline-confirmed,confirmed
rj_start1,hill,KV000140,baseline-confirmed,confirmed
rj_start1,christmas,KV000141,baseline-confirmed,confirmed
rj_start1,father christmas,KV000142,baseline-confirmed,confirmed
rj_start1,christmas tree,KV000143,baseline-confirmed,confirmed
rj_start1,card,KV000144,baseline-confirmed,confirmed
rj_start1,present,KV000145,baseline-confirmed,confirmed
rj_start1,new year,KV000146,baseline-confirmed,confirmed
rj_start1,merry,KV000147,baseline-confirmed,confirmed
rj_start1,too,KV000148,baseline-confirmed,confirmed
rj_start1,here,KV000149,baseline-confirmed,confirmed
rj_start1,for,KV000150,baseline-confirmed,confirmed
rj_start1,thank,KV000151,baseline-confirmed,confirmed
rj_start1,happy,KV000152,baseline-confirmed,confirmed
rj_start1,play football,KV000153,baseline-confirmed,confirmed
rj_start1,fly a kite,KV000154,baseline-confirmed,confirmed
rj_start1,ride a bike,KV000155,baseline-confirmed,confirmed
rj_start1,make a model plane,KV000156,baseline-confirmed,confirmed
rj_start1,swim,KV000157,baseline-confirmed,confirmed
rj_start1,make a snowman,KV000158,baseline-confirmed,confirmed
rj_start1,can't,KV000159,baseline-confirmed,confirmed
rj_start1,rainy,KV000160,baseline-confirmed,confirmed
rj_start1,cloudy,KV000161,baseline-confirmed,confirmed
rj_start1,snowy,KV000162,baseline-confirmed,confirmed
rj_start1,windy,KV000163,baseline-confirmed,confirmed
rj_start1,sunny,KV000164,baseline-confirmed,confirmed
rj_start1,umbrella,KV000165,baseline-confirmed,confirmed
rj_start1,weather,KV000166,baseline-confirmed,confirmed
rj_start1,wow,KV000167,baseline-confirmed,confirmed
rj_start1,let's,KV000168,baseline-confirmed,confirmed
rj_start1,spring,KV000169,baseline-confirmed,confirmed
rj_start1,summer,KV000170,baseline-confirmed,confirmed
rj_start1,autumn,KV000171,baseline-confirmed,confirmed
rj_start1,winter,KV000172,baseline-confirmed,confirmed
rj_start1,hot,KV000173,baseline-confirmed,confirmed
rj_start1,warm,KV000174,baseline-confirmed,confirmed
rj_start1,cool,KV000175,baseline-confirmed,confirmed
rj_start1,cold,KV000176,baseline-confirmed,confirmed
rj_start1,favourite,KV000177,baseline-confirmed,confirmed
rj_start1,season,KV000178,baseline-confirmed,confirmed
rj_start1,eleven,KV000179,baseline-confirmed,confirmed
rj_start1,twelve,KV000180,baseline-confirmed,confirmed
rj_start1,twenty,KV000181,baseline-confirmed,confirmed
rj_start1,thirty,KV000182,baseline-confirmed,confirmed
rj_start1,forty,KV000183,baseline-confirmed,confirmed
rj_start1,fifty,KV000184,baseline-confirmed,confirmed
rj_start1,thirteen,KV000185,baseline-confirmed,confirmed
rj_start1,fourteen,KV000186,baseline-confirmed,confirmed
rj_start1,fifteen,KV000187,baseline-confirmed,confirmed
rj_start1,time,KV000188,baseline-confirmed,confirmed
rj_start1,playtime,KV000189,baseline-confirmed,confirmed
rj_start1,get up,KV000190,baseline-confirmed,confirmed
rj_start1,eat breakfast,KV000191,baseline-confirmed,confirmed
rj_start1,go to school,KV000192,baseline-confirmed,confirmed
rj_start1,eat lunch,KV000193,baseline-confirmed,confirmed
rj_start1,go home,KV000194,baseline-confirmed,confirmed
rj_start1,eat dinner,KV000195,baseline-confirmed,confirmed
rj_start1,go to bed,KV000196,baseline-confirmed,confirmed
rj_start1,when,KV000197,baseline-confirmed,confirmed
rj_start1,every day,KV000198,baseline-confirmed,confirmed
rj_start1,at,KV000199,baseline-confirmed,confirmed
rj_start1,sunday,KV000200,baseline-confirmed,confirmed
rj_start1,monday,KV000201,baseline-confirmed,confirmed
rj_start1,tuesday,KV000202,baseline-confirmed,confirmed
rj_start1,wednesday,KV000203,baseline-confirmed,confirmed
rj_start1,thursday,KV000204,baseline-confirmed,confirmed
rj_start1,friday,KV000205,baseline-confirmed,confirmed
rj_start1,saturday,KV000206,baseline-confirmed,confirmed
rj_start1,today,KV000207,baseline-confirmed,confirmed
rj_start1,year,KV000208,baseline-confirmed,confirmed
rj_start1,old,KV000209,baseline-confirmed,confirmed
rj_start1,how old,KV000210,baseline-confirmed,confirmed
rj_start1,class,KV000211,baseline-confirmed,confirmed
rj_start1,grade,KV000212,baseline-confirmed,confirmed
rj_start1,age,KV000213,baseline-confirmed,confirmed
rj_start1,dear,KV000214,baseline-confirmed,confirmed
rj_start1,body,KV000215,baseline-confirmed,confirmed
rj_start1,head,KV000216,baseline-confirmed,confirmed
rj_start1,hair,KV000217,baseline-confirmed,confirmed
rj_start1,arm,KV000218,baseline-confirmed,confirmed
rj_start1,hand,KV000219,baseline-confirmed,confirmed
rj_start1,leg,KV000220,baseline-confirmed,confirmed
rj_start1,foot,KV000221,baseline-confirmed,confirmed
rj_start1,feet,KV000222,baseline-confirmed,confirmed
rj_start1,the matter,KV000223,baseline-confirmed,confirmed
rj_start1,hurt,KV000224,baseline-confirmed,confirmed
rj_start1,help,KV000225,baseline-confirmed,confirmed
rj_start1,bad,KV000226,baseline-confirmed,confirmed
rj_start1,bite,KV000227,baseline-confirmed,confirmed
rj_start1,tongue,KV000228,baseline-confirmed,confirmed
rj_start1,kick,KV000229,baseline-confirmed,confirmed
rj_start1,morning,KV000230,baseline-confirmed,confirmed
rj_start1,afternoon,KV000231,baseline-confirmed,confirmed
rj_start1,summary,KV000232,baseline-confirmed,confirmed
rj_start1,bread,KV000233,baseline-confirmed,confirmed
rj_start1,cake,KV000234,baseline-confirmed,confirmed
rj_start1,fruit,KV000235,baseline-confirmed,confirmed
rj_start1,ice-cream,KV000236,baseline-confirmed,confirmed
rj_start1,potato,KV000237,baseline-confirmed,confirmed
rj_start1,tomato,KV000238,baseline-confirmed,confirmed
rj_start1,meat,KV000239,baseline-confirmed,confirmed
rj_start1,shopping list,KV000240,baseline-confirmed,confirmed
rj_start1,cola,KV000241,baseline-confirmed,confirmed
rj_start1,buy,KV000242,baseline-confirmed,confirmed
rj_start1,vegetables,KV000243,baseline-confirmed,confirmed
rj_start1,duck,KV000244,baseline-confirmed,confirmed
rj_start1,rabbit,KV000245,baseline-confirmed,confirmed
rj_start1,pet,KV000246,baseline-confirmed,confirmed
rj_start1,snake,KV000247,baseline-confirmed,confirmed
rj_start1,turtle,KV000248,baseline-confirmed,confirmed
rj_start1,small,KV000249,baseline-confirmed,confirmed
rj_start1,long,KV000250,baseline-confirmed,confirmed
rj_start1,look for,KV000251,baseline-confirmed,confirmed
rj_start1,tail,KV000252,baseline-confirmed,confirmed
rj_start1,dance,KV000253,baseline-confirmed,confirmed
rj_start1,cap,KV000254,baseline-confirmed,confirmed
rj_start1,coat,KV000255,baseline-confirmed,confirmed
rj_start1,shoes,KV000256,baseline-confirmed,confirmed
rj_start1,sweater,KV000257,baseline-confirmed,confirmed
rj_start1,jacket,KV000258,baseline-confirmed,confirmed
rj_start1,gloves,KV000259,baseline-confirmed,confirmed
rj_start1,trousers,KV000260,baseline-confirmed,confirmed
rj_start1,should,KV000261,baseline-confirmed,confirmed
rj_start1,wear,KV000262,baseline-confirmed,confirmed
rj_start1,week,KV000263,baseline-confirmed,confirmed
rj_start1,soon,KV000264,baseline-confirmed,confirmed
rj_start1,look forward to,KV000265,baseline-confirmed,confirmed
rj_start1,january,KV000266,baseline-confirmed,confirmed
rj_start1,february,KV000267,baseline-confirmed,confirmed
rj_start1,march,KV000268,baseline-confirmed,confirmed
rj_start1,april,KV000269,baseline-confirmed,confirmed
rj_start1,may,KV000270,baseline-confirmed,confirmed
rj_start1,june,KV000271,baseline-confirmed,confirmed
rj_start1,july,KV000272,baseline-confirmed,confirmed
rj_start1,august,KV000273,baseline-confirmed,confirmed
rj_start1,september,KV000274,baseline-confirmed,confirmed
rj_start1,october,KV000275,baseline-confirmed,confirmed
rj_start1,november,KV000276,baseline-confirmed,confirmed
rj_start1,december,KV000277,baseline-confirmed,confirmed
rj_start1,birthday,KV000278,baseline-confirmed,confirmed
rj_start1,first,KV000279,baseline-confirmed,confirmed
rj_start1,party,KV000280,baseline-confirmed,confirmed
rj_start1,delicious,KV000281,baseline-confirmed,confirmed
rj_start1,chinese,KV000282,baseline-confirmed,confirmed
rj_start1,english,KV000283,baseline-confirmed,confirmed
rj_start1,science,KV000284,baseline-confirmed,confirmed
rj_start1,pe,KV000285,baseline-confirmed,confirmed
rj_start1,music,KV000286,baseline-confirmed,confirmed
rj_start1,maths,KV000287,baseline-confirmed,confirmed
rj_start1,art,KV000288,baseline-confirmed,confirmed
rj_start1,computer class,KV000289,baseline-confirmed,confirmed
rj_start1,we,KV000290,baseline-confirmed,confirmed
rj_start1,that,KV000291,baseline-confirmed,confirmed
rj_start1,classroom,KV000292,baseline-confirmed,confirmed
rj_start1,library,KV000293,baseline-confirmed,confirmed
rj_start1,toilet,KV000294,baseline-confirmed,confirmed
rj_start1,playground,KV000295,baseline-confirmed,confirmed
rj_start1,second,KV000296,baseline-confirmed,confirmed
rj_start1,third,KV000297,baseline-confirmed,confirmed
rj_start1,floor,KV000298,baseline-confirmed,confirmed
rj_start1,room,KV000299,baseline-confirmed,confirmed
rj_start1,our,KV000300,baseline-confirmed,confirmed
rj_start1,they,KV000301,baseline-confirmed,confirmed
rj_start1,after school,KV000302,baseline-confirmed,confirmed
rj_start1,play sports,KV000303,baseline-confirmed,confirmed
rj_start1,draw pictures,KV000304,baseline-confirmed,confirmed
rj_start1,play chess,KV000305,baseline-confirmed,confirmed
rj_start1,sing songs,KV000306,baseline-confirmed,confirmed
rj_start1,read books,KV000307,baseline-confirmed,confirmed
rj_start1,really,KV000308,baseline-confirmed,confirmed
rj_start1,tomorrow,KV000309,baseline-confirmed,confirmed
rj_start1,wake up,KV000310,baseline-confirmed,confirmed
rj_start1,be back,KV000311,baseline-confirmed,confirmed
rj_start1,family,KV000312,baseline-confirmed,confirmed
rj_start1,uncle,KV000313,baseline-confirmed,confirmed
rj_start1,aunt,KV000314,baseline-confirmed,confirmed
rj_start1,cousin,KV000315,baseline-confirmed,confirmed
rj_start1,beautiful,KV000316,baseline-confirmed,confirmed
rj_start1,lost,KV000317,baseline-confirmed,confirmed
rj_start1,water bottle,KV000318,baseline-confirmed,confirmed
rj_start1,know,KV000319,baseline-confirmed,confirmed
rj_start1,ok,KV000320,baseline-confirmed,confirmed
rj_start1,much,KV000321,baseline-confirmed,confirmed
rj_start1,welcome,KV000322,baseline-confirmed,confirmed
rj_start1,cooking dinner,KV000323,baseline-confirmed,confirmed
rj_start1,walking the dog,KV000324,baseline-confirmed,confirmed
rj_start1,watering the plants,KV000325,baseline-confirmed,confirmed
rj_start1,cleaning the room,KV000326,baseline-confirmed,confirmed
rj_start1,listening to music,KV000327,baseline-confirmed,confirmed
rj_start1,watching tv,KV000328,baseline-confirmed,confirmed
rj_start1,feeding the fish,KV000329,baseline-confirmed,confirmed
rj_start1,play with,KV000330,baseline-confirmed,confirmed
rj_start1,in one hour,KV000331,baseline-confirmed,confirmed
rj_start1,everyone,KV000332,baseline-confirmed,confirmed
rj_start1,children,KV000333,baseline-confirmed,confirmed
rj_start1,run,KV000334,baseline-confirmed,confirmed
rj_start1,home,KV000335,baseline-confirmed,confirmed
rj_start1,bedroom,KV000336,baseline-confirmed,confirmed
rj_start1,living room,KV000337,baseline-confirmed,confirmed
rj_start1,bathroom,KV000338,baseline-confirmed,confirmed
rj_start1,dining room,KV000339,baseline-confirmed,confirmed
rj_start1,study,KV000340,baseline-confirmed,confirmed
rj_start1,kitchen,KV000341,baseline-confirmed,confirmed
rj_start1,for rent,KV000342,baseline-confirmed,confirmed
rj_start1,sofa,KV000343,baseline-confirmed,confirmed
rj_start1,running,KV000344,baseline-confirmed,confirmed
rj_start1,basketball,KV000345,baseline-confirmed,confirmed
rj_start1,roller skating,KV000346,baseline-confirmed,confirmed
rj_start1,jumping rope,KV000347,baseline-confirmed,confirmed
rj_start1,ping-pong,KV000348,baseline-confirmed,confirmed
rj_start1,what about ...?,KV000349,baseline-confirmed,confirmed
rj_start1,interesting,KV000350,baseline-confirmed,confirmed
rj_start1,often,KV000351,baseline-confirmed,confirmed
rj_start1,be good at,KV000352,baseline-confirmed,confirmed
rj_start1,late,KV000353,baseline-confirmed,confirmed
rj_start1,visit one's grandparents,KV000354,baseline-confirmed,confirmed
rj_start1,go to a drawing club,KV000355,baseline-confirmed,confirmed
rj_start1,climb a hill,KV000356,baseline-confirmed,confirmed
rj_start1,pick fruit,KV000357,baseline-confirmed,confirmed
rj_start1,play computer games,KV000358,baseline-confirmed,confirmed
rj_start1,go fishing,KV000359,baseline-confirmed,confirmed
rj_start1,go to the cinema,KV000360,baseline-confirmed,confirmed
rj_start1,on the weekend,KV000361,baseline-confirmed,confirmed
rj_start1,fun,KV000362,baseline-confirmed,confirmed
rj_start1,always,KV000363,baseline-confirmed,confirmed
rj_start1,step,KV000364,baseline-confirmed,confirmed
rj_start1,paint,KV000365,baseline-confirmed,confirmed
rj_start1,evening,KV000366,baseline-confirmed,confirmed
rj_start1,dirty,KV000367,baseline-confirmed,confirmed
rj_start1,their,KV000368,baseline-confirmed,confirmed
rj_start1,house,KV000369,baseline-confirmed,confirmed
rj_start1,poor,KV000370,baseline-confirmed,confirmed
rj_start1,hope,KV000371,baseline-confirmed,confirmed
rj_start1,so,KV000372,baseline-confirmed,confirmed
rj_start1,day,KV000373,baseline-confirmed,confirmed
rj_start1,usually,KV000374,baseline-confirmed,confirmed
rj_start1,by bus,KV000375,baseline-confirmed,confirmed
rj_start1,by boat,KV000376,baseline-confirmed,confirmed
rj_start1,by ship,KV000377,baseline-confirmed,confirmed
rj_start1,by car,KV000378,baseline-confirmed,confirmed
rj_start1,by taxi,KV000379,baseline-confirmed,confirmed
rj_start1,by bike,KV000380,baseline-confirmed,confirmed
rj_start1,on foot,KV000381,baseline-confirmed,confirmed
rj_start1,by school bus,KV000382,baseline-confirmed,confirmed
rj_start1,by subway,KV000383,baseline-confirmed,confirmed
rj_start1,by plane,KV000384,baseline-confirmed,confirmed
rj_start1,by train,KV000385,baseline-confirmed,confirmed
rj_start1,garden,KV000386,baseline-confirmed,confirmed
rj_start1,meeting place,KV000387,baseline-confirmed,confirmed
rj_start1,gate,KV000388,baseline-confirmed,confirmed
rj_start1,transportation,KV000389,baseline-confirmed,confirmed
rj_start1,film,KV000390,baseline-confirmed,confirmed
rj_start1,earth,KV000391,baseline-confirmed,confirmed
rj_start1,snow,KV000392,baseline-confirmed,confirmed
rj_start1,theatre,KV000393,baseline-confirmed,confirmed
rj_start1,come,KV000394,baseline-confirmed,confirmed
rj_start1,enjoy,KV000395,baseline-confirmed,confirmed
rj_start1,pen,KV000396,baseline-confirmed,confirmed
rj_start1,knife,KV000397,baseline-confirmed,confirmed
rj_start1,eraser,KV000398,baseline-confirmed,confirmed
rj_start1,crayon,KV000399,baseline-confirmed,confirmed
rj_start1,scissors,KV000400,baseline-confirmed,confirmed
rj_start1,glue stick,KV000401,baseline-confirmed,confirmed
rj_start1,paper,KV000402,baseline-confirmed,confirmed
rj_start1,use,KV000403,baseline-confirmed,confirmed
rj_start1,please,KV000404,baseline-confirmed,confirmed
rj_start1,find,KV000405,baseline-confirmed,confirmed
rj_start1,information centre,KV000406,baseline-confirmed,confirmed
rj_start1,excuse me,KV000407,baseline-confirmed,confirmed
rj_start1,phone,KV000408,baseline-confirmed,confirmed
rj_start1,dad,KV000409,baseline-confirmed,confirmed
rj_start1,hamburger,KV000410,baseline-confirmed,confirmed
rj_start1,shop,KV000411,baseline-confirmed,confirmed
rj_start1,climb on the window ledge,KV000412,baseline-confirmed,confirmed
rj_start1,dangerous,KV000413,baseline-confirmed,confirmed
rj_start1,play with fire,KV000414,baseline-confirmed,confirmed
rj_start1,be careful!,KV000415,baseline-confirmed,confirmed
rj_start1,run down the stairs,KV000416,baseline-confirmed,confirmed
rj_start1,sidewalk,KV000417,baseline-confirmed,confirmed
rj_start1,wait for,KV000418,baseline-confirmed,confirmed
rj_start1,safe,KV000419,baseline-confirmed,confirmed
rj_start1,stop,KV000420,baseline-confirmed,confirmed
rj_start1,street,KV000421,baseline-confirmed,confirmed
rj_start1,safety rule,KV000422,baseline-confirmed,confirmed
rj_start1,nurse,KV000423,baseline-confirmed,confirmed
rj_start1,cook,KV000424,baseline-confirmed,confirmed
rj_start1,doctor,KV000425,baseline-confirmed,confirmed
rj_start1,bus driver,KV000426,baseline-confirmed,confirmed
rj_start1,police officer,KV000427,baseline-confirmed,confirmed
rj_start1,taxi driver,KV000428,baseline-confirmed,confirmed
rj_start1,farmer,KV000429,baseline-confirmed,confirmed
rj_start1,worker,KV000430,baseline-confirmed,confirmed
rj_start1,in the future,KV000431,baseline-confirmed,confirmed
rj_start1,great,KV000432,baseline-confirmed,confirmed
rj_start1,job,KV000433,baseline-confirmed,confirmed
rj_start1,sick,KV000434,baseline-confirmed,confirmed
rj_start1,people,KV000435,baseline-confirmed,confirmed
rj_start1,teach,KV000436,baseline-confirmed,confirmed
rj_start1,just,KV000437,baseline-confirmed,confirmed
rj_start1,myself,KV000438,baseline-confirmed,confirmed
rj_start1,sound,KV000439,baseline-confirmed,confirmed
rj_start1,across from,KV000440,baseline-confirmed,confirmed
rj_start1,next to,KV000441,baseline-confirmed,confirmed
rj_start1,between,KV000442,baseline-confirmed,confirmed
rj_start1,restaurant,KV000443,baseline-confirmed,confirmed
rj_start1,post office,KV000444,baseline-confirmed,confirmed
rj_start1,bank,KV000445,baseline-confirmed,confirmed
rj_start1,grocery,KV000446,baseline-confirmed,confirmed
rj_start1,turn left,KV000447,baseline-confirmed,confirmed
rj_start1,turn right,KV000448,baseline-confirmed,confirmed
rj_start1,go straight,KV000449,baseline-confirmed,confirmed
rj_start1,crossroads,KV000450,baseline-confirmed,confirmed
rj_start1,neighbourhood,KV000451,baseline-confirmed,confirmed
rj_start1,send,KV000452,baseline-confirmed,confirmed
rj_start1,get,KV000453,baseline-confirmed,confirmed
rj_start1,money,KV000454,baseline-confirmed,confirmed
rj_start1,get to,KV000455,baseline-confirmed,confirmed
rj_start1,before,KV000456,baseline-confirmed,confirmed
rj_start1,leave,KV000457,baseline-confirmed,confirmed
rj_start1,toy,KV000458,baseline-confirmed,confirmed
rj_start1,city,KV000459,baseline-confirmed,confirmed
rj_start1,sports centre,KV000460,baseline-confirmed,confirmed
rj_start1,hotel,KV000461,baseline-confirmed,confirmed
rj_start1,square,KV000462,baseline-confirmed,confirmed
rj_start1,buy toys,KV000463,baseline-confirmed,confirmed
rj_start1,see a film,KV000464,baseline-confirmed,confirmed
rj_start1,go boating,KV000465,baseline-confirmed,confirmed
rj_start1,busy,KV000466,baseline-confirmed,confirmed
rj_start1,station,KV000467,baseline-confirmed,confirmed
rj_start1,place,KV000468,baseline-confirmed,confirmed
rj_start1,thing,KV000469,baseline-confirmed,confirmed
rj_start1,stay,KV000470,baseline-confirmed,confirmed
rj_start1,star,KV000471,baseline-confirmed,confirmed
rj_start1,king,KV000472,baseline-confirmed,confirmed
rj_start1,central,KV000473,baseline-confirmed,confirmed
rj_start1,take photos,KV000474,baseline-confirmed,confirmed
rj_start1,museum,KV000475,baseline-confirmed,confirmed
rj_start1,dream,KV000476,baseline-confirmed,confirmed
rj_start1,sea,KV000477,baseline-confirmed,confirmed
rj_start1,ski,KV000478,baseline-confirmed,confirmed
rj_start1,eat seafood,KV000479,baseline-confirmed,confirmed
rj_start1,visit the mogao caves,KV000480,baseline-confirmed,confirmed
rj_start1,west lake,KV000481,baseline-confirmed,confirmed
rj_start1,row a boat,KV000482,baseline-confirmed,confirmed
rj_start1,the great wall,KV000483,baseline-confirmed,confirmed
rj_start1,summer vacation,KV000484,baseline-confirmed,confirmed
rj_start1,travel,KV000485,baseline-confirmed,confirmed
rj_start1,reading,KV000486,baseline-confirmed,confirmed
rj_start1,skateboarding,KV000487,baseline-confirmed,confirmed
rj_start1,singing,KV000488,baseline-confirmed,confirmed
rj_start1,dancing,KV000489,baseline-confirmed,confirmed
rj_start1,doing jigsaw puzzles,KV000490,baseline-confirmed,confirmed
rj_start1,making models,KV000491,baseline-confirmed,confirmed
