NoteID,British,American,FactStatus,FactSource
KV000918,[ˈfɪnɪʃ],[ˈfɪnɪʃ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV000919,[bəʊθ],[boʊθ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:yilin_start3_staging
KV000920,[rɒŋ],[rɔːŋ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000921,[əˈfreɪd],[əˈfreɪd],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000922,[ˈpeərənt],[ˈperənt],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000923,[ɑːsk],[æsk],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000924,[lɑːf],[læf],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:kepu_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV000925,[muːv],[muːv],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000926,[stɑːt],[stɑːrt],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV000927,[ˌwiːkˈend],[ˈwiːkend],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV000928,[ˈlesn],[ˈlesn],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000929,[ˈɑːnsə(r)],[ˈænsər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV000930,[naɪt],[naɪt],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV000931,[ˈvɪzɪt],[ˈvɪzɪt],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV000932,[ˈɡrænpeərənt],[ˈɡrænperənt],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000933,[fluː],[fluː],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging
KV000934,[els],[els],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging
KV000935,[ɪˈnʌf],[ɪˈnʌf],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV000936,[ɪf],[ɪf],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangzhou_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging
KV000937,[ʃəʊ],[ʃoʊ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000938,[ðen],[ðen],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV000939,[rest],[rest],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV000940,[ˌteɪk ˈkeə(r) əv],[ˌteɪk ˈker əv],model-curated,grade5_6_lexical_facts:manual-model-review
KV000941,[tʃek],[tʃek],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:jiaoke_eec_start3_staging|staging:yilin_start3_staging
KV000942,[brʌʃ],[brʌʃ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:xiangshao_start3_staging
KV000943,[tuːθ],[tuːθ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:hujiao_start3_staging|staging:yilin_start3_staging
KV000944,[twaɪs],[twaɪs],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:niujin_shanghai_start1_staging
KV000945,[ˈaʊə(r)],[ˈaʊər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV000946,[biːf],[biːf],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:xiangshao_start3_staging
KV000947,[ˈlɪt(ə)l],[ˈlɪtl],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV000948,[ˈmɪsɪz],[ˈmɪsɪz],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000949,[ˈkəʊkənʌt],[ˈkoʊkənʌt],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:waiyan_start1_staging
KV000950,[siːd],[siːd],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:hujiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV000951,[pʊl],[pʊl],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:renjiao_start3_staging
KV000952,[stem],[stem],model-curated,grade5_6_lexical_facts:manual-model-review
KV000953,[ruːt],[ruːt],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:niujin_shanghai_start1_staging
KV000954,[ˈləʊtəs],[ˈloʊtəs],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:xiangshao_start3_staging
KV000955,[wɜːld],[wɜːrld],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV000956,[raʊnd],[raʊnd],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:waiyan_start1_staging|staging:xiangshao_start3_staging
KV000957,[weɪ],[weɪ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV000958,[ˈrɪvə(r)],[ˈrɪvər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000959,[ˈneɪtʃə(r)],[ˈneɪtʃər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:renjiao_start3_staging
KV000960,[ˈwɔːtəfɔːl],[ˈwɔːtərfɔːl],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangzhou_start3_staging
KV000961,[ˈmaʊntən],[ˈmaʊntn],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000962,[wɪnd],[wɪnd],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:kepu_start3_staging
KV000963,[trɪp],[trɪp],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV000964,[ˈhevi],[ˈhevi],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000965,[kləʊz],[kloʊz; kloʊs],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000966,[ˈreɪnkəʊt],[ˈreɪnkoʊt],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV000967,[ˈwʌri],[ˈwɜːri],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV000968,[faɪn],[faɪn],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000969,[fɒɡ],[fɑːɡ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:niujin_shanghai_start1_staging
KV000970,[flʌd],[flʌd],model-curated,grade5_6_lexical_facts:manual-model-review
KV000971,[ˈfaɪə(r)],[ˈfaɪər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:hujiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV000972,[ɡəʊ ˈhaɪkɪŋ],[ɡoʊ ˈhaɪkɪŋ],model-curated,grade5_6_lexical_facts:manual-model-review
KV000973,[ˌduː ˈmɔːnɪŋ ˈeksəsaɪzɪz],[ˌduː ˈmɔːrnɪŋ ˈeksərsaɪzɪz],model-curated,grade5_6_lexical_facts:manual-model-review
KV000975,[ˌɡəʊ fər ə ˈwɔːk],[ˌɡoʊ fər ə ˈwɔːk],model-curated,grade5_6_lexical_facts:manual-model-review
KV000976,[ɡəʊ ˈʃɒpɪŋ],[ɡoʊ ˈʃɑːpɪŋ],model-curated,grade5_6_lexical_facts:manual-model-review
KV000977,[teɪk],[teɪk],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000978,[ˌteɪk ə ˈdɑːnsɪŋ klɑːs],[ˌteɪk ə ˈdænsɪŋ klæs],model-curated,grade5_6_lexical_facts:manual-model-review
KV000979,[ˈɑːftə(r)],[ˈæftər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000980,[speɪn],[speɪn],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:renjiao_start3_staging
KV000981,[ˌeɪ ˈem],[ˌeɪ ˈem],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:renjiao_start3_staging
KV000982,[ˌpiː ˈem],[ˌpiː ˈem],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:renjiao_start3_staging
KV000983,[lɑːst],[læst],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV000984,[niːd],[niːd],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV000985,[pleɪ],[pleɪ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000986,[ˈletə(r)],[ˈletər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV000987,[ˈaɪlənd],[ˈaɪlənd],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging
KV000988,[keɪv],[keɪv],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangdong_start3_staging|staging:renjiao_start3_staging
KV000989,[ɡəʊ ˈswɪmɪŋ],[ɡoʊ ˈswɪmɪŋ],model-curated,grade5_6_lexical_facts:manual-model-review
KV000990,[ˈpɪknɪk],[ˈpɪknɪk],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000991,[ˌɡəʊ ɒn ə ˈpɪknɪk],[ˌɡoʊ ɑːn ə ˈpɪknɪk],model-curated,grade5_6_lexical_facts:manual-model-review
KV000992,[ˌpɪk ˈæpəlz],[ˌpɪk ˈæpəlz],model-curated,grade5_6_lexical_facts:manual-model-review
