NoteID,OriginType,ReleaseState,CanonicalWord,SenseLabel,MeaningPrimary,CandidateBritish,CandidateAmerican,RiskFlags,ReviewRiskReasons
KV001473,new-third-party-stable,unreleased,Chinese New Year,中国新年；春节,中国新年；春节,[tʃaɪnˈiːz njˈuː jˈiə],[tʃaɪnˈiːz nˈuː jˈɪɹ],multiword proper-case,proper-case
KV001474,new-third-party-stable,unreleased,Chinese New Year's Day,中国新年第一天；大年初一,中国新年第一天；大年初一,[tʃaɪnˈiːz njˈuː jˈiəz dˈeɪ],[tʃaɪnˈiːz nˈuː jˈɪɹz dˈeɪ],multiword proper-case punctuation,proper-case
KV001475,new-third-party-stable,unreleased,Chinese New Year's Eve,除夕夜,除夕夜,[tʃaɪnˈiːz njˈuː jˈiəz ˈiːv],[tʃaɪnˈiːz nˈuː jˈɪɹz ˈiːv],multiword proper-case punctuation,proper-case
KV001479,new-third-party-stable,unreleased,Chongyang Festival,重阳节,重阳节,[tʃəŋjˈaŋ fˈɛstɪvəl],[tʃəŋjˈɑːŋ fˈɛstɪvəl],multiword proper-case,proper-case
KV001512,new-third-party-stable,unreleased,come out of,从……出来；出自,从……出来；出自,[kˈʌm ˌaʊtəv],[kˈʌm ˌaʊɾəv],multiword,flap-allophone
KV001520,new-third-party-stable,unreleased,computer lab,电脑教室；机房,电脑教室；机房,[kəmpjˈuːtə lˈab],[kəmpjˈuːɾɚ lˈæb],multiword,flap-allophone
KV001521,new-third-party-stable,unreleased,computer room,计算机教室；电脑室,计算机教室；电脑室,[kəmpjˈuːtə ɹˈuːm],[kəmpjˈuːɾɚ ɹˈuːm],multiword,flap-allophone
KV001522,new-third-party-stable,unreleased,computer studies,计算机课程,计算机课程,[kəmpjˈuːtə stˈʌdiz],[kəmpjˈuːɾɚ stˈʌdiz],multiword,flap-allophone
KV001602,new-third-party-stable,unreleased,do,做；干,做；干,[dˈuː],[dˈuː],,duplicate-surface-multi-sense
KV001613,new-third-party-stable,unreleased,Donald Duck,唐老鸭,唐老鸭,[dˈɒnəld dˈʌk],[dˈɑːnəld dˈʌk],multiword proper-case,proper-case
KV001617,new-third-party-stable,unreleased,dotted line,虚线,虚线,[dˈɒtɪd lˈaɪn],[dˈɑːɾᵻd lˈaɪn],multiword,flap-allophone
KV001618,new-third-party-stable,unreleased,Double Ninth Festival,重阳节,重阳节,[dˈʌbəl nˈaɪnθ fˈɛstɪvəl],[dˈʌbəl nˈaɪnθ fˈɛstɪvəl],multiword proper-case,proper-case
KV001624,new-third-party-stable,unreleased,Dragon Boat Festival,端午节,端午节,[dɹˈaɡən bˈəʊt fˈɛstɪvəl],[dɹˈæɡən bˈoʊt fˈɛstɪvəl],multiword proper-case,proper-case
KV001639,new-third-party-stable,unreleased,Dunvegan Castle,Dunvegan Castle（城堡名）,Dunvegan Castle（城堡名）,[dˈʌnvɛɡən kˈasəl],[dˈʌnvɛɡən kˈæsəl],multiword proper-case,proper-case
KV001648,new-third-party-stable,unreleased,Easter Bunny,复活节兔子,复活节兔子,[ˈiːstə bˈʌni],[ˈiːstɚ bˈʌni],multiword proper-case,proper-case
KV001651,new-third-party-stable,unreleased,Edison,爱迪生（美国发明家）,爱迪生（美国发明家）,[ˈɛdɪsən],[ˈɛdɪsən],proper-case,proper-case
KV001667,new-third-party-stable,unreleased,English book,英语书；英文书,英语书；英文书,[ˈɪŋɡlɪʃ bˈʊk],[ˈɪŋɡlɪʃ bˈʊk],multiword proper-case,proper-case
KV001668,new-third-party-stable,unreleased,English class,英语课,英语课,[ˈɪŋɡlɪʃ klˈas],[ˈɪŋɡlɪʃ klˈæs],multiword proper-case,proper-case
KV001734,new-third-party-stable,unreleased,fitting room,试衣室,试衣室,[fˈɪtɪŋ ɹˈuːm],[fˈɪɾɪŋ ɹˈuːm],multiword,flap-allophone
KV001738,new-third-party-stable,unreleased,Flag Day,国旗日（美国，6月14日）,国旗日（美国，6月14日）,[flˈaɡ dˈeɪ],[flˈæɡ dˈeɪ],multiword proper-case,proper-case
KV001759,new-third-party-stable,unreleased,forty-five,四十五,四十五,[fˈɔːtifˈaɪv],[fˈɔːɹɾifˈaɪv],hyphenated,flap-allophone
KV001760,new-third-party-stable,unreleased,forty-six,四十六,四十六,[fˈɔːtisˈɪks],[fˈɔːɹɾisˈɪks],hyphenated,flap-allophone
KV001841,new-third-party-stable,unreleased,Great Britain,大不列颠,大不列颠,[ɡɹˈeɪt bɹˈɪtən],[ɡɹˈeɪt bɹˈɪtən],multiword proper-case,proper-case
KV001842,new-third-party-stable,unreleased,Great Wall,长城,长城,[ɡɹˈeɪt wˈɔːl],[ɡɹˈeɪt wˈɔːl],multiword proper-case,proper-case
KV001878,new-third-party-stable,unreleased,have a meeting,开会,开会,[hav ɐ mˈiːtɪŋ],[hæv ɐ mˈiːɾɪŋ],multiword,flap-allophone
KV001879,new-third-party-stable,unreleased,have a party,举行聚会；开派对,举行聚会；开派对,[hav ɐ pˈɑːti],[hæv ɐ pˈɑːɹɾi],multiword,flap-allophone
KV001895,new-third-party-stable,unreleased,heavy,重的；沉重的,重的；沉重的,[hˈɛvi],[hˈɛvi],,duplicate-surface-multi-sense
KV001920,new-third-party-stable,unreleased,Hong Kong,香港,香港,[hˈɒŋ kˈɒŋ],[hˈɑːŋ kˈɑːŋ],multiword proper-case,proper-case
KV001936,new-third-party-stable,unreleased,Hyde Park,海德公园,海德公园,[hˈaɪd pˈɑːk],[hˈaɪd pˈɑːɹk],multiword proper-case,proper-case
KV001938,new-third-party-stable,unreleased,Ice and Snow Festival,冰雪节,冰雪节,[ˈaɪs and snˈəʊ fˈɛstɪvəl],[ˈaɪs ænd snˈoʊ fˈɛstɪvəl],multiword proper-case,proper-case
KV001964,new-third-party-stable,unreleased,International Children's Day,国际儿童节,国际儿童节,[ˌɪntənˈaʃənəl tʃˈɪldɹənz dˈeɪ],[ˌɪntɚnˈæʃənəl tʃˈɪldɹənz dˈeɪ],multiword proper-case punctuation,proper-case
KV002012,new-third-party-stable,unreleased,Kung Fu Panda,功夫熊猫,功夫熊猫,[kˈʌŋ fˈuː pˈandə],[kˈʌŋ fˈuː pˈændə],multiword proper-case,proper-case
KV002013,new-third-party-stable,unreleased,L. A. Lakers,洛杉矶湖人队,洛杉矶湖人队,[ˈɛl ˈeɪ lˈeɪkəz],[ˈɛl ˈeɪ lˈeɪkɚz],multiword proper-case punctuation,proper-case
KV002014,new-third-party-stable,unreleased,L.A.,洛杉矶,洛杉矶,[ˌɛlˈeɪ],[ˌɛlˈeɪ],acronym proper-case punctuation,proper-case acronym
KV002016,new-third-party-stable,unreleased,Labor Day,劳动节,劳动节,[lˈeɪbə dˈeɪ],[lˈeɪbɚ dˈeɪ],multiword proper-case,proper-case
KV002051,new-third-party-stable,unreleased,Little Red Riding Hood,小红帽,小红帽,[lˈɪtəl ɹˈɛd ɹˈaɪdɪŋ hˈʊd],[lˈɪɾəl ɹˈɛd ɹˈaɪdɪŋ hˈʊd],multiword proper-case,proper-case flap-allophone
KV002052,new-third-party-stable,unreleased,Loch Ness,尼斯湖,尼斯湖,[lˈɒx nˈɛs],[lˈɑːx nˈɛs],multiword proper-case,proper-case
