NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV001507,We used coloured paper to make the card.,我们用彩纸做了这张卡片。,model-curated,third-party-learner-content-v1
KV001508,The festival was bright and colourful.,这个节日丰富多彩。,model-curated,third-party-learner-content-v1
KV001509,I use a comb after washing my hair.,我洗完头后用梳子梳头。,model-curated,third-party-learner-content-v1
KV001510,Please come back before dinner.,请在晚饭前回来。,model-curated,third-party-learner-content-v1
KV001511,The sun came out after the rain.,雨后太阳出来了。,model-curated,third-party-learner-content-v1
KV001512,A mouse came out of the hole.,一只老鼠从洞里出来了。,model-curated,third-party-learner-content-v1
KV001513,This chair is very comfortable.,这把椅子很舒服。,model-curated,third-party-learner-content-v1
KV001514,I read a funny comic on the bus.,我在公交车上看了一本有趣的漫画。,model-curated,third-party-learner-content-v1
KV001515,He bought a new comic book.,他买了一本新的漫画书。,model-curated,third-party-learner-content-v1
KV001516,My aunt works for a computer company.,我姑妈在一家电脑公司工作。,model-curated,third-party-learner-content-v1
KV001517,Each competitor has a number.,每位参赛者都有一个号码。,model-curated,third-party-learner-content-v1
KV001518,I use a computer for my homework.,我用电脑做作业。,model-curated,third-party-learner-content-v1
KV001519,This computer game is easy to play.,这个电脑游戏很容易玩。,model-curated,third-party-learner-content-v1
KV001520,Our class meets in the computer lab.,我们班在电脑教室上课。,model-curated,third-party-learner-content-v1
KV001521,There are twenty computers in the computer room.,电脑室里有二十台电脑。,model-curated,third-party-learner-content-v1
KV001522,We learn typing in computer studies.,我们在计算机课上学习打字。,model-curated,third-party-learner-content-v1
KV001523,We went to a music concert last night.,昨晚我们去听了一场音乐会。,model-curated,third-party-learner-content-v1
KV001524,The bus conductor checked our tickets.,公交车售票员检查了我们的票。,model-curated,third-party-learner-content-v1
KV001525,She feels confident before the test.,考试前她很有信心。,model-curated,third-party-learner-content-v1
KV001526,This cookbook has many easy recipes.,这本食谱里有很多简单的菜谱。,model-curated,third-party-learner-content-v1
KV001527,I ate a chocolate cookie.,我吃了一块巧克力饼干。,model-curated,third-party-learner-content-v1
KV001528,The farmer grows corn in this field.,农民在这块地里种玉米。,model-curated,third-party-learner-content-v1
KV001529,We ate corn-on-the-cob at the picnic.,我们野餐时吃了玉米棒。,model-curated,third-party-learner-content-v1
KV001530,The shop is on the corner.,商店在街角。,model-curated,third-party-learner-content-v1
KV001531,Our team scored from a corner kick.,我们队通过一个角球得分了。,model-curated,third-party-learner-content-v1
KV001532,I eat cornflakes with milk for breakfast.,我早餐吃加牛奶的玉米片。,model-curated,third-party-learner-content-v1
KV001533,Your answer is correct.,你的答案是正确的。,model-curated,third-party-learner-content-v1
KV001534,The cost of the ticket is ten dollars.,这张票的费用是十美元。,model-curated,third-party-learner-content-v1
KV001535,This shirt is made of cotton.,这件衬衫是棉制的。,model-curated,third-party-learner-content-v1
KV001536,Can you count the stars?,你能数一数这些星星吗？,model-curated,third-party-learner-content-v1
KV001537,Close your eyes and count to ten.,闭上眼睛数到十。,model-curated,third-party-learner-content-v1
KV001538,Clouds cover the top of the mountain.,云遮住了山顶。,model-curated,third-party-learner-content-v1
KV001539,The cowboy rode across the field.,牛仔骑马穿过田野。,model-curated,third-party-learner-content-v1
KV001540,He wore a brown cowboy hat.,他戴着一顶棕色牛仔帽。,model-curated,third-party-learner-content-v1
KV001541,Paper cutting is a traditional craft.,剪纸是一种传统工艺。,model-curated,third-party-learner-content-v1
KV001542,The craftsman made the chair by hand.,工匠手工做了这把椅子。,model-curated,third-party-learner-content-v1
KV001543,Two cars were in a crash.,两辆车发生了碰撞。,model-curated,third-party-learner-content-v1
KV001544,My brother is crazy about basketball.,我哥哥非常着迷篮球。,model-curated,third-party-learner-content-v1
KV001545,I ate a crisp from the bag.,我从袋子里吃了一片薯片。,model-curated,third-party-learner-content-v1
KV001546,We heard a frog croak by the pond.,我们听见池塘边青蛙呱呱叫。,model-curated,third-party-learner-content-v1
KV001547,A crocodile was resting by the river.,一只鳄鱼正在河边休息。,model-curated,third-party-learner-content-v1
KV001548,Rice is an important crop here.,水稻是这里重要的农作物。,model-curated,third-party-learner-content-v1
KV001549,Look both ways before you cross the road.,过马路前要看两边。,model-curated,third-party-learner-content-v1
KV001550,Turn left at the next crossing.,在下一个十字路口左转。,model-curated,third-party-learner-content-v1
KV001551,A large crowd waited outside the stadium.,一大群人在体育馆外等候。,model-curated,third-party-learner-content-v1
KV001552,The bus was very crowded this morning.,今天早上公交车很拥挤。,model-curated,third-party-learner-content-v1
KV001553,The king wore a golden crown.,国王戴着一顶金色王冠。,model-curated,third-party-learner-content-v1
KV001554,He used a crutch after hurting his leg.,他腿受伤后用拐杖走路。,model-curated,third-party-learner-content-v1
KV001555,I put cucumber in the salad.,我在沙拉里放了黄瓜。,model-curated,third-party-learner-content-v1
KV001556,Food is an important part of culture.,食物是文化的重要组成部分。,model-curated,third-party-learner-content-v1
KV001557,I poured some water into a cup.,我往杯子里倒了一些水。,model-curated,third-party-learner-content-v1
KV001558,The plates are in the cupboard.,盘子在碗柜里。,model-curated,third-party-learner-content-v1
KV001559,Please close the curtain before bed.,睡觉前请拉上窗帘。,model-curated,third-party-learner-content-v1
KV001560,There is a soft cushion on the chair.,椅子上有一个柔软的靠垫。,model-curated,third-party-learner-content-v1
KV001561,He has a small cut on his finger.,他的手指上有一个小伤口。,model-curated,third-party-learner-content-v1
KV001562,Please cut the apple in half.,请把苹果切成两半。,model-curated,third-party-learner-content-v1
KV001563,I cycle to the park on Sundays.,我星期天骑自行车去公园。,model-curated,third-party-learner-content-v1
KV001564,Always wear a cycle helmet on the road.,在路上骑车要一直戴骑行头盔。,model-curated,third-party-learner-content-v1
KV001565,My new cycling shoes are very light.,我的新骑行鞋很轻。,model-curated,third-party-learner-content-v1
KV001566,The cyclist stopped at the red light.,那位骑车的人在红灯前停下了。,model-curated,third-party-learner-content-v1
KV001567,Daddy is cooking dinner tonight.,爸爸今晚在做晚饭。,model-curated,third-party-learner-content-v1
KV001568,Walking is part of my daily routine.,散步是我日常生活的一部分。,model-curated,third-party-learner-content-v1
KV001569,The dancer moved across the stage.,舞者走过舞台。,model-curated,third-party-learner-content-v1
KV001570,Do not go near the fire because it is a danger.,不要靠近火因为它很危险。,model-curated,third-party-learner-content-v1
KV001571,I dare you to jump over the puddle.,我敢让你跳过这个水坑。,model-curated,third-party-learner-content-v1
KV001572,The room became dark after sunset.,日落后房间变暗了。,model-curated,third-party-learner-content-v1
KV001573,Come here my darling.,过来吧亲爱的。,model-curated,third-party-learner-content-v1
KV001574,Write today's date at the top of the page.,在页面顶部写上今天的日期。,model-curated,third-party-learner-content-v1
KV001575,Their daughter is in my class.,他们的女儿和我在一个班。,model-curated,third-party-learner-content-v1
KV001576,The old tree is dead.,那棵老树已经死了。,model-curated,third-party-learner-content-v1
KV001577,We need to decide where to go.,我们需要决定去哪里。,model-curated,third-party-learner-content-v1
KV001578,We decorate the classroom for the festival.,我们为节日装饰教室。,model-curated,third-party-learner-content-v1
