NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002196,The hall has ninety seats.,大厅里有九十个座位。,model-curated,third-party-learner-content-v1
KV002197,Nintendo makes video games.,任天堂制作电子游戏。,model-curated,third-party-learner-content-v1
KV002198,Our classroom is on the ninth floor.,我们的教室在九楼。,model-curated,third-party-learner-content-v1
KV002199,The sign says no entry.,牌子上写着禁止进入。,model-curated,third-party-learner-content-v1
KV002200,There is a no smoking sign on the wall.,墙上有一个禁止吸烟的标志。,model-curated,third-party-learner-content-v1
KV002201,The red sign means no swimming.,这个红色标志表示禁止游泳。,model-curated,third-party-learner-content-v1
KV002202,Nobody was in the classroom.,教室里一个人也没有。,model-curated,third-party-learner-content-v1
KV002203,She gave a nod and smiled.,她点了点头并笑了。,model-curated,third-party-learner-content-v1
KV002204,The street is noisy during the day.,这条街白天很吵。,model-curated,third-party-learner-content-v1
KV002205,None of the boxes is empty.,这些箱子没有一个是空的。,model-curated,third-party-learner-content-v1
KV002206,That story is complete nonsense.,那个故事完全是胡说。,model-curated,third-party-learner-content-v1
KV002207,I ate a bowl of noodles.,我吃了一碗面条。,model-curated,third-party-learner-content-v1
KV002208,We eat lunch at noon.,我们在中午吃午饭。,model-curated,third-party-learner-content-v1
KV002209,The North Pole is covered with ice.,北极被冰雪覆盖。,model-curated,third-party-learner-content-v1
KV002210,The village is north-east of the city.,这个村庄在城市东北方向。,model-curated,third-party-learner-content-v1
KV002211,The lake is north-west of our town.,这个湖在我们镇的西北方向。,model-curated,third-party-learner-content-v1
KV002212,We drove northeast for two hours.,我们向东北方向开了两个小时。,model-curated,third-party-learner-content-v1
KV002213,The mountains are northwest of here.,群山在这里的西北方向。,model-curated,third-party-learner-content-v1
KV002214,I am not tired today.,我今天不累。,model-curated,third-party-learner-content-v1
KV002215,I left a note on the table.,我在桌上留了一张便条。,model-curated,third-party-learner-content-v1
KV002216,I keep a note pad beside my phone.,我把记事本放在电话旁边。,model-curated,third-party-learner-content-v1
KV002217,I write new words in my notebook.,我把新单词写在笔记本里。,model-curated,third-party-learner-content-v1
KV002218,The school notice is on the noticeboard.,学校通知贴在公告栏上。,model-curated,third-party-learner-content-v1
KV002219,Nottingham is a city in England.,诺丁汉是英格兰的一座城市。,model-curated,third-party-learner-content-v1
KV002220,Nowadays many people shop online.,如今很多人在网上购物。,model-curated,third-party-learner-content-v1
KV002221,Please write your phone number here.,请在这里写下你的电话号码。,model-curated,third-party-learner-content-v1
KV002222,I ate a nut from the bowl.,我从碗里吃了一颗坚果。,model-curated,third-party-learner-content-v1
KV002223,School starts at eight o'clock.,学校八点钟上课。,model-curated,third-party-learner-content-v1
KV002224,What is that strange object on the table?,桌上那个奇怪的物体是什么？,model-curated,third-party-learner-content-v1
KV002225,Please write your father's occupation on the form.,请在表格上填写你父亲的职业。,model-curated,third-party-learner-content-v1
KV002226,We saw dolphins at Ocean Park.,我们在海洋公园看到了海豚。,model-curated,third-party-learner-content-v1
KV002227,An octopus has eight arms.,章鱼有八条腕。,model-curated,third-party-learner-content-v1
KV002228,The door of the classroom is open.,教室的门开着。,model-curated,third-party-learner-content-v1
KV002229,Dad works in that office building.,爸爸在那栋办公楼里工作。,model-curated,third-party-learner-content-v1
KV002230,This is the official school website.,这是学校的官方网站。,model-curated,third-party-learner-content-v1
KV002231,Put a little oil in the pan.,在锅里放一点油。,model-curated,third-party-learner-content-v1
KV002232,She painted an oil painting of the sea.,她画了一幅大海的油画。,model-curated,third-party-learner-content-v1
KV002233,These chips are too oily.,这些薯片太油腻了。,model-curated,third-party-learner-content-v1
KV002234,This is the oldest tree in the park.,这是公园里最老的树。,model-curated,third-party-learner-content-v1
KV002235,She hopes to become an Olympic athlete.,她希望成为一名奥运选手。,model-curated,third-party-learner-content-v1
KV002236,The Olympic Games are held every four years.,奥运会每四年举行一次。,model-curated,third-party-learner-content-v1
KV002237,My family is on holiday by the sea.,我们一家正在海边度假。,model-curated,third-party-learner-content-v1
KV002238,The bank is on the left.,银行在左边。,model-curated,third-party-learner-content-v1
KV002239,Dad is on the phone now.,爸爸现在正在打电话。,model-curated,third-party-learner-content-v1
KV002240,The post office is on the right.,邮局在右边。,model-curated,third-party-learner-content-v1
KV002241,We saw a rainbow on the way home.,回家的路上我们看到了彩虹。,model-curated,third-party-learner-content-v1
KV002242,I have been there once.,我去过那里一次。,model-curated,third-party-learner-content-v1
KV002243,Once upon a time there was a kind king.,从前有一位善良的国王。,model-curated,third-party-learner-content-v1
KV002244,The children came into the room one by one.,孩子们一个接一个地走进房间。,model-curated,third-party-learner-content-v1
KV002245,One day I want to travel around the world.,有一天我想环游世界。,model-curated,third-party-learner-content-v1
KV002246,Please cut the onion into small pieces.,请把洋葱切成小块。,model-curated,third-party-learner-content-v1
KV002247,We had an online class this morning.,今天早上我们上了一节在线课。,model-curated,third-party-learner-content-v1
KV002248,Parents can visit the school on open day.,家长可以在开放日参观学校。,model-curated,third-party-learner-content-v1
KV002249,My grandmother enjoys opera.,我奶奶喜欢歌剧。,model-curated,third-party-learner-content-v1
KV002250,We saw a concert at the opera house.,我们在歌剧院看了一场音乐会。,model-curated,third-party-learner-content-v1
