NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002016,Many people have a day off on Labor Day.,许多人劳动节放假一天。,model-curated,third-party-learner-content-v1
KV002017,Dad used a ladder to reach the roof.,爸爸用梯子爬到屋顶。,model-curated,third-party-learner-content-v1
KV002018,The lady in the red coat helped me.,穿红外套的女士帮助了我。,model-curated,third-party-learner-content-v1
KV002019,A ladybird landed on my hand.,一只瓢虫落在我的手上。,model-curated,third-party-learner-content-v1
KV002020,After weeks at sea we finally saw land.,在海上数周后我们终于看到了陆地。,model-curated,third-party-learner-content-v1
KV002021,English is an international language.,英语是一门国际语言。,model-curated,third-party-learner-content-v1
KV002022,We hung a red lantern by the door.,我们在门边挂了一个红灯笼。,model-curated,third-party-learner-content-v1
KV002023,I finished the book last night.,我昨晚读完了这本书。,model-curated,third-party-learner-content-v1
KV002024,Have you read the latest news?,你看最新的新闻了吗？,model-curated,third-party-learner-content-v1
KV002025,It is unkind to laugh at other people.,嘲笑别人是不友善的。,model-curated,third-party-learner-content-v1
KV002026,The children are playing on the lawn.,孩子们正在草坪上玩。,model-curated,third-party-learner-content-v1
KV002027,The lazy cat slept all afternoon.,那只懒洋洋的猫睡了一下午。,model-curated,third-party-learner-content-v1
KV002028,Our teacher will lead us to the museum.,老师会带领我们去博物馆。,model-curated,third-party-learner-content-v1
KV002029,She is the leader of our group.,她是我们小组的组长。,model-curated,third-party-learner-content-v1
KV002030,I want to learn how to cook.,我想学习怎样做饭。,model-curated,third-party-learner-content-v1
KV002031,This road has the least traffic in the morning.,这条路早上的车辆最少。,model-curated,third-party-learner-content-v1
KV002032,Turn left at the traffic lights.,在红绿灯处向左转。,model-curated,third-party-learner-content-v1
KV002033,This lemon tastes very sour.,这个柠檬尝起来很酸。,model-curated,third-party-learner-content-v1
KV002034,We made lemonade with fresh lemons.,我们用新鲜柠檬做了柠檬水。,model-curated,third-party-learner-content-v1
KV002035,A leopard has dark spots on its body.,豹子身上有深色斑点。,model-curated,third-party-learner-content-v1
KV002036,Please let me try again.,请让我再试一次。,model-curated,third-party-learner-content-v1
KV002037,The librarian helped me find the book.,图书馆员帮我找到了那本书。,model-curated,third-party-learner-content-v1
KV002038,I use my library card to borrow books.,我用借书证借书。,model-curated,third-party-learner-content-v1
KV002039,It is wrong to lie to your parents.,对父母说谎是不对的。,model-curated,third-party-learner-content-v1
KV002040,Plants need water for life.,植物的生命需要水。,model-curated,third-party-learner-content-v1
KV002041,The lifeguard watched the swimmers carefully.,救生员仔细看着游泳的人。,model-curated,third-party-learner-content-v1
KV002042,We took the lift to the fifth floor.,我们乘电梯去了五楼。,model-curated,third-party-learner-content-v1
KV002043,Can you lift this box?,你能抬起这个箱子吗？,model-curated,third-party-learner-content-v1
KV002044,The light bulb needs to be changed.,这个灯泡需要更换。,model-curated,third-party-learner-content-v1
KV002045,We took the light rail across the city.,我们乘轻轨穿过城市。,model-curated,third-party-learner-content-v1
KV002046,The lion rested under a tree.,狮子在树下休息。,model-curated,third-party-learner-content-v1
KV002047,We watched a lion dance during the festival.,节日期间我们看了舞狮。,model-curated,third-party-learner-content-v1
KV002048,Please listen when I speak.,我说话时请认真听。,model-curated,third-party-learner-content-v1
KV002049,I like to listen to music after school.,我喜欢放学后听音乐。,model-curated,third-party-learner-content-v1
KV002050,Please put your litter in the bin.,请把垃圾扔进垃圾桶。,model-curated,third-party-learner-content-v1
KV002051,Little Red Riding Hood visited her grandmother.,小红帽去看望她的外婆。,model-curated,third-party-learner-content-v1
KV002052,Loch Ness is a lake in Scotland.,尼斯湖是苏格兰的一个湖。,model-curated,third-party-learner-content-v1
KV002053,Please lock the door before you leave.,离开前请锁门。,model-curated,third-party-learner-content-v1
KV002054,The child bought a red lollipop.,那个孩子买了一根红色棒棒糖。,model-curated,third-party-learner-content-v1
KV002055,She chose an orange lolly.,她选了一根橙色棒棒糖。,model-curated,third-party-learner-content-v1
KV002056,We rode the London Eye and saw the city.,我们坐了伦敦眼并看到了城市景色。,model-curated,third-party-learner-content-v1
KV002057,We saw lions at London Zoo.,我们在伦敦动物园看到了狮子。,model-curated,third-party-learner-content-v1
KV002058,Long ago people travelled by horse.,很久以前人们骑马出行。,model-curated,third-party-learner-content-v1
