NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002106,We have a class meeting on Friday.,我们星期五开班会。,model-curated,third-party-learner-content-v1
KV002107,The teachers are in the meeting room.,老师们在会议室里。,model-curated,third-party-learner-content-v1
KV002108,Every member of the team has a job.,队里的每个成员都有自己的任务。,model-curated,third-party-learner-content-v1
KV002109,China is a member state of the United Nations.,中国是联合国的成员国。,model-curated,third-party-learner-content-v1
KV002110,This song brings back a happy memory.,这首歌让我想起一段快乐的回忆。,model-curated,third-party-learner-content-v1
KV002111,Two men are carrying the table.,两个男人正在搬桌子。,model-curated,third-party-learner-content-v1
KV002112,Please look at the menu before you order.,点餐前请看菜单。,model-curated,third-party-learner-content-v1
KV002113,Your room is a mess.,你的房间一团糟。,model-curated,third-party-learner-content-v1
KV002114,I left a message for my teacher.,我给老师留了一条消息。,model-curated,third-party-learner-content-v1
KV002115,My desk is messy today.,我的书桌今天很乱。,model-curated,third-party-learner-content-v1
KV002116,This spoon is made of metal.,这把勺子是金属做的。,model-curated,third-party-learner-content-v1
KV002117,We took the metro to the museum.,我们乘地铁去了博物馆。,model-curated,third-party-learner-content-v1
KV002118,Mexico is in North America.,墨西哥在北美洲。,model-curated,third-party-learner-content-v1
KV002119,The kitten gave a soft miaow.,小猫轻轻叫了一声。,model-curated,third-party-learner-content-v1
KV002120,Two mice ran under the table.,两只老鼠跑到了桌子下面。,model-curated,third-party-learner-content-v1
KV002121,Mickey Mouse is a famous cartoon character.,米老鼠是一个著名的卡通角色。,model-curated,third-party-learner-content-v1
KV002122,We eat mooncakes at the Mid-Autumn Festival.,我们在中秋节吃月饼。,model-curated,third-party-learner-content-v1
KV002123,The ball is in the middle of the box.,球在盒子中间。,model-curated,third-party-learner-content-v1
KV002124,My brother is in middle school now.,我哥哥现在上中学。,model-curated,third-party-learner-content-v1
KV002125,We were still awake at midnight.,半夜时我们还醒着。,model-curated,third-party-learner-content-v1
KV002126,I ordered a strawberry milkshake.,我点了一杯草莓奶昔。,model-curated,third-party-learner-content-v1
KV002127,The city has more than one million people.,这座城市有一百多万人。,model-curated,third-party-learner-content-v1
KV002128,The actor used mime instead of words.,演员用哑剧动作代替语言。,model-curated,third-party-learner-content-v1
KV002129,Ten minus three is seven.,十减三等于七。,model-curated,third-party-learner-content-v1
KV002130,I looked at myself in the mirror.,我照了照镜子里的自己。,model-curated,third-party-learner-content-v1
KV002131,Miss Wang is our English teacher.,王老师是我们的英语老师。,model-curated,third-party-learner-content-v1
KV002132,I miss my grandparents when I am away.,我在外面时会想念爷爷奶奶。,model-curated,third-party-learner-content-v1
KV002133,The missing dog came home this morning.,那只失踪的狗今天早上回家了。,model-curated,third-party-learner-content-v1
KV002134,I made a mistake in my answer.,我的答案里犯了一个错误。,model-curated,third-party-learner-content-v1
KV002135,Mix the flour and water together.,把面粉和水混合在一起。,model-curated,third-party-learner-content-v1
KV002136,Please turn off your mobile in class.,上课时请关掉手机。,model-curated,third-party-learner-content-v1
KV002137,My mobile phone is in my bag.,我的手机在包里。,model-curated,third-party-learner-content-v1
KV002138,We made a model of the solar system.,我们做了一个太阳系模型。,model-curated,third-party-learner-content-v1
KV002139,He has a small red model car.,他有一辆红色的小汽车模型。,model-curated,third-party-learner-content-v1
KV002140,We built a model house from cardboard.,我们用硬纸板做了一个房屋模型。,model-curated,third-party-learner-content-v1
KV002141,My model plane can fly a short distance.,我的模型飞机能飞一小段距离。,model-curated,third-party-learner-content-v1
KV002142,This is a modern hospital.,这是一家现代化医院。,model-curated,third-party-learner-content-v1
KV002143,My mom makes breakfast every morning.,我妈妈每天早上做早餐。,model-curated,third-party-learner-content-v1
KV002144,Wait here for a moment.,在这里等一会儿。,model-curated,third-party-learner-content-v1
KV002145,The Monkey King can change into many things.,孙悟空能变成很多东西。,model-curated,third-party-learner-content-v1
KV002146,The children drew a friendly monster.,孩子们画了一个友善的怪物。,model-curated,third-party-learner-content-v1
KV002147,I ate a moon cake with my family.,我和家人一起吃了一个月饼。,model-curated,third-party-learner-content-v1
KV002148,This mooncake has a sweet filling.,这个月饼有甜馅。,model-curated,third-party-learner-content-v1
KV002149,More than twenty students joined the club.,有二十多名学生加入了社团。,model-curated,third-party-learner-content-v1
KV002150,We do morning exercises before class.,我们上课前做早操。,model-curated,third-party-learner-content-v1
KV002151,Moscow is the capital of Russia.,莫斯科是俄罗斯的首都。,model-curated,third-party-learner-content-v1
KV002152,Most students walk to school.,大多数学生步行上学。,model-curated,third-party-learner-content-v1
KV002153,He rides a motorbike to work.,他骑摩托车去上班。,model-curated,third-party-learner-content-v1
KV002154,The motorcycle stopped at the red light.,摩托车在红灯前停下了。,model-curated,third-party-learner-content-v1
