NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV001429,He gave his mother a pink carnation.,他送给妈妈一朵粉色康乃馨。,model-curated,third-party-learner-content-v1
KV001430,Can you carry this box for me?,你能帮我搬这个盒子吗？,model-curated,third-party-learner-content-v1
KV001431,We watched a funny cartoon after dinner.,晚饭后我们看了一部有趣的动画片。,model-curated,third-party-learner-content-v1
KV001432,The cashier gave me my change.,收银员找给我零钱。,model-curated,third-party-learner-content-v1
KV001433,Dad has an old music cassette.,爸爸有一盒旧音乐磁带。,model-curated,third-party-learner-content-v1
KV001434,The king lived in a large castle.,国王住在一座大城堡里。,model-curated,third-party-learner-content-v1
KV001435,We need to buy some cat food.,我们需要买一些猫粮。,model-curated,third-party-learner-content-v1
KV001436,The caterpillar is eating a leaf.,毛毛虫正在吃一片叶子。,model-curated,third-party-learner-content-v1
KV001437,I found an old music CD.,我找到了一张旧音乐光盘。,model-curated,third-party-learner-content-v1
KV001438,This CD player still works well.,这台CD播放器仍然很好用。,model-curated,third-party-learner-content-v1
KV001439,The dictionary came on a CD-ROM.,这本词典附带一张只读光盘。,model-curated,third-party-learner-content-v1
KV001440,We had a small celebration after the game.,比赛后我们举行了一个小小的庆祝活动。,model-curated,third-party-learner-content-v1
KV001441,She added some celery to the soup.,她在汤里加了一些芹菜。,model-curated,third-party-learner-content-v1
KV001442,This candy costs fifty cents.,这块糖果五十美分。,model-curated,third-party-learner-content-v1
KV001443,The pencil is fifteen centimetres long.,这支铅笔长十五厘米。,model-curated,third-party-learner-content-v1
KV001444,I can certainly help you.,我当然可以帮助你。,model-curated,third-party-learner-content-v1
KV001445,The bike chain came off.,自行车链条掉了。,model-curated,third-party-learner-content-v1
KV001446,The chameleon changed its color.,变色龙改变了自己的颜色。,model-curated,third-party-learner-content-v1
KV001447,She became the school champion.,她成了学校冠军。,model-curated,third-party-learner-content-v1
KV001448,Give me a chance to try.,给我一个机会试一试。,model-curated,third-party-learner-content-v1
KV001449,The children chant the words together.,孩子们一起反复吟唱这些词。,model-curated,third-party-learner-content-v1
KV001450,The dog began to chase the ball.,狗开始追球。,model-curated,third-party-learner-content-v1
KV001451,We like to chat after class.,我们喜欢下课后聊天。,model-curated,third-party-learner-content-v1
KV001452,This bag is cheaper than that one.,这个包比那个更便宜。,model-curated,third-party-learner-content-v1
KV001453,Dad went to the hospital for a check-up.,爸爸去医院做体检。,model-curated,third-party-learner-content-v1
KV001454,I made a checklist for my school trip.,我为学校旅行做了一张清单。,model-curated,third-party-learner-content-v1
KV001455,We all cheer for our team.,我们都为自己的队伍加油。,model-curated,third-party-learner-content-v1
KV001456,I put cheese in my sandwich.,我在三明治里放了奶酪。,model-curated,third-party-learner-content-v1
KV001457,We did a simple experiment in chemistry class.,我们在化学课上做了一个简单实验。,model-curated,third-party-learner-content-v1
KV001458,There is a cherry on the cake.,蛋糕上有一颗樱桃。,model-curated,third-party-learner-content-v1
KV001459,Please put your chewing gum in the bin.,请把你的口香糖扔进垃圾桶。,model-curated,third-party-learner-content-v1
KV001460,A yellow chick followed the hen.,一只黄色小鸡跟着母鸡。,model-curated,third-party-learner-content-v1
KV001461,Every child needs a safe place to play.,每个孩子都需要一个安全的玩耍地方。,model-curated,third-party-learner-content-v1
KV001462,Do not be childish when you lose a game.,输了比赛时不要孩子气。,model-curated,third-party-learner-content-v1
KV001463,We have art lessons at the Children's Palace.,我们在少年宫上美术课。,model-curated,third-party-learner-content-v1
KV001464,The children played at Children's Park.,孩子们在儿童公园玩耍。,model-curated,third-party-learner-content-v1
KV001465,This chilli is very hot.,这个辣椒很辣。,model-curated,third-party-learner-content-v1
KV001466,Smoke came out of the chimney.,烟从烟囱里冒出来。,model-curated,third-party-learner-content-v1
KV001467,He touched his chin and thought.,他摸着下巴思考。,model-curated,third-party-learner-content-v1
KV001468,We had lunch in Chinatown.,我们在唐人街吃了午饭。,model-curated,third-party-learner-content-v1
KV001469,My Chinese book is on the desk.,我的语文书在桌上。,model-curated,third-party-learner-content-v1
KV001470,Grandpa taught me Chinese chess.,爷爷教我下中国象棋。,model-curated,third-party-learner-content-v1
KV001471,We learned Chinese ink painting at school.,我们在学校学习中国水墨画。,model-curated,third-party-learner-content-v1
KV001472,Mum cooked Chinese leaves for dinner.,妈妈晚饭做了大白菜。,model-curated,third-party-learner-content-v1
KV001473,Our family gets together for Chinese New Year.,我们全家春节团聚。,model-curated,third-party-learner-content-v1
KV001474,We visit our grandparents on Chinese New Year's Day.,大年初一我们去看望爷爷奶奶。,model-curated,third-party-learner-content-v1
KV001475,We have a big dinner on Chinese New Year's Eve.,除夕夜我们吃一顿丰盛的晚饭。,model-curated,third-party-learner-content-v1
KV001476,He ate fish and chips for lunch.,他午饭吃了炸鱼和薯条。,model-curated,third-party-learner-content-v1
KV001477,Would you like some chocolate?,你想吃点巧克力吗？,model-curated,third-party-learner-content-v1
KV001478,My sister sings in the school choir.,我妹妹在学校合唱团唱歌。,model-curated,third-party-learner-content-v1
KV001479,We visit our grandparents during Chongyang Festival.,重阳节期间我们去看望爷爷奶奶。,model-curated,third-party-learner-content-v1
KV001480,You can choose one book.,你可以选择一本书。,model-curated,third-party-learner-content-v1
KV001481,I picked up one chopstick from the table.,我从桌上拿起一根筷子。,model-curated,third-party-learner-content-v1
KV001482,Everyone sang the chorus together.,大家一起唱了副歌。,model-curated,third-party-learner-content-v1
