NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002675,The children sang on the stage.,孩子们在舞台上唱歌。,model-curated,third-party-learner-content-v1
KV002676,I missed the last stair and nearly fell.,我踩空了最后一级楼梯差点摔倒。,model-curated,third-party-learner-content-v1
KV002677,We walked up the stairs.,我们走上楼梯。,model-curated,third-party-learner-content-v1
KV002678,We bought fruit from a market stall.,我们在市场摊位买了水果。,model-curated,third-party-learner-content-v1
KV002679,Please stand beside your desk.,请站在课桌旁边。,model-curated,third-party-learner-content-v1
KV002680,We stand in line before entering the classroom.,进教室前我们排队。,model-curated,third-party-learner-content-v1
KV002681,We found a starfish near the rocks.,我们在岩石附近发现了一只海星。,model-curated,third-party-learner-content-v1
KV002682,We had soup as a starter.,我们的开胃菜是汤。,model-curated,third-party-learner-content-v1
KV002683,I stay at home when I am sick.,我生病时待在家里。,model-curated,third-party-learner-content-v1
KV002684,Keep the ladder steady for me.,帮我把梯子扶稳。,model-curated,third-party-learner-content-v1
KV002685,Dad cooked a steak for dinner.,爸爸晚饭煎了一块牛排。,model-curated,third-party-learner-content-v1
KV002686,We steam the fish for ten minutes.,我们把鱼蒸十分钟。,model-curated,third-party-learner-content-v1
KV002687,Use glue to stick the picture on the card.,用胶水把图片粘在卡片上。,model-curated,third-party-learner-content-v1
KV002688,I put a star sticker on my notebook.,我在笔记本上贴了一张星星贴纸。,model-curated,third-party-learner-content-v1
KV002689,The doctor had to stitch the cut.,医生不得不给伤口缝针。,model-curated,third-party-learner-content-v1
KV002690,We hung a red stocking by the bed.,我们在床边挂了一只红色圣诞袜。,model-curated,third-party-learner-content-v1
KV002691,My stomach hurts after eating too much.,吃得太多后我肚子疼。,model-curated,third-party-learner-content-v1
KV002692,There is a grocery store near my home.,我家附近有一家杂货店。,model-curated,third-party-learner-content-v1
KV002693,A strong storm came last night.,昨晚来了一场强烈的暴风雨。,model-curated,third-party-learner-content-v1
KV002694,We stayed inside on the stormy night.,暴风雨的夜晚我们待在室内。,model-curated,third-party-learner-content-v1
KV002695,Grandma gave me a new story book.,奶奶给了我一本新故事书。,model-curated,third-party-learner-content-v1
KV002696,This storybook has beautiful pictures.,这本故事书有漂亮的插图。,model-curated,third-party-learner-content-v1
KV002697,I heard a strange sound outside.,我听见外面有奇怪的声音。,model-curated,third-party-learner-content-v1
KV002698,Do not go away with a stranger.,不要跟陌生人离开。,model-curated,third-party-learner-content-v1
KV002699,This strawberry is sweet.,这颗草莓很甜。,model-curated,third-party-learner-content-v1
KV002700,A small stream runs behind the village.,一条小溪从村庄后面流过。,model-curated,third-party-learner-content-v1
KV002701,The street cleaner starts work early.,街道清洁工很早开始工作。,model-curated,third-party-learner-content-v1
KV002702,A street sweeper cleaned the road.,道路清扫车清理了这条路。,model-curated,third-party-learner-content-v1
KV002703,Stretch your arms before you run.,跑步前伸展一下手臂。,model-curated,third-party-learner-content-v1
KV002704,Our teacher is strict but kind.,我们的老师严格但很友善。,model-curated,third-party-learner-content-v1
KV002705,The clock will strike twelve at noon.,钟会在中午敲响十二下。,model-curated,third-party-learner-content-v1
KV002706,Tie the box with a piece of string.,用一根细绳把盒子系起来。,model-curated,third-party-learner-content-v1
KV002707,We cooked string beans for dinner.,我们晚饭做了四季豆。,model-curated,third-party-learner-content-v1
KV002708,He cut the paper into a long strip.,他把纸剪成了一条长条。,model-curated,third-party-learner-content-v1
KV002709,The wind blew strongly across the field.,风强劲地吹过田野。,model-curated,third-party-learner-content-v1
KV002710,The car is stuck in the mud.,汽车陷在泥里了。,model-curated,third-party-learner-content-v1
KV002711,Every student has a school card.,每个学生都有一张学生卡。,model-curated,third-party-learner-content-v1
KV002712,That was a stupid thing to do.,那样做很愚蠢。,model-curated,third-party-learner-content-v1
KV002713,I like the style of this jacket.,我喜欢这件夹克的款式。,model-curated,third-party-learner-content-v1
KV002714,We took the subway to the city center.,我们乘地铁去了市中心。,model-curated,third-party-learner-content-v1
KV002715,The school show was very successful.,学校演出非常成功。,model-curated,third-party-learner-content-v1
KV002716,I have never seen such a big pumpkin.,我从没见过这么大的南瓜。,model-curated,third-party-learner-content-v1
KV002717,The lights suddenly went out.,灯突然熄灭了。,model-curated,third-party-learner-content-v1
KV002718,Do not put too much sugar in the tea.,茶里不要放太多糖。,model-curated,third-party-learner-content-v1
KV002719,Thank you for your helpful suggestion.,谢谢你有用的建议。,model-curated,third-party-learner-content-v1
KV002720,My clothes are in the suitcase.,我的衣服在行李箱里。,model-curated,third-party-learner-content-v1
KV002721,We visit the beach during the summer holiday.,暑假我们去海滩。,model-curated,third-party-learner-content-v1
KV002722,Many countries compete in the Summer Olympics.,许多国家参加夏季奥运会。,model-curated,third-party-learner-content-v1
KV002723,We visited the Summer Palace in Beijing.,我们参观了北京的颐和园。,model-curated,third-party-learner-content-v1
KV002724,The sun is bright today.,今天太阳很明亮。,model-curated,third-party-learner-content-v1
KV002725,Sun Moon Lake is in Taiwan.,日月潭在台湾。,model-curated,third-party-learner-content-v1
KV002726,We sat outside in the warm sunshine.,我们坐在外面温暖的阳光下。,model-curated,third-party-learner-content-v1
KV002727,That was a super idea.,那真是个很棒的主意。,model-curated,third-party-learner-content-v1
KV002728,The supersonic plane travels faster than sound.,超音速飞机的速度比声音快。,model-curated,third-party-learner-content-v1
KV002729,The young singer became a superstar.,那位年轻歌手成了超级明星。,model-curated,third-party-learner-content-v1
KV002730,We had soup and bread for supper.,我们晚饭吃了汤和面包。,model-curated,third-party-learner-content-v1
