NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002605,My skipping rope is red.,我的跳绳是红色的。,model-curated,third-party-learner-content-v1
KV002606,We pulled the sled through the snow.,我们拉着雪橇穿过雪地。,model-curated,third-party-learner-content-v1
KV002607,My shirt sleeve is wet.,我的衬衫袖子湿了。,model-curated,third-party-learner-content-v1
KV002608,Put a slice of lemon in the water.,在水里放一片柠檬。,model-curated,third-party-learner-content-v1
KV002609,The teacher showed a slide show about space.,老师播放了一组关于太空的幻灯片。,model-curated,third-party-learner-content-v1
KV002610,The box began to slide across the floor.,箱子开始在地板上滑动。,model-curated,third-party-learner-content-v1
KV002611,The children are playing on the slide.,孩子们正在玩滑梯。,model-curated,third-party-learner-content-v1
KV002612,I have a slight headache.,我有一点轻微的头疼。,model-curated,third-party-learner-content-v1
KV002613,The door is slightly open.,门稍微开着一点。,model-curated,third-party-learner-content-v1
KV002614,Be careful not to slip on the wet floor.,小心别在湿地板上滑倒。,model-curated,third-party-learner-content-v1
KV002615,The road is slippery after the rain.,下雨后这条路很滑。,model-curated,third-party-learner-content-v1
KV002616,Our class made a slogan about saving water.,我们班写了一条节约用水的标语。,model-curated,third-party-learner-content-v1
KV002617,The bus is slow in heavy traffic.,交通拥堵时公交车很慢。,model-curated,third-party-learner-content-v1
KV002618,Please slow down near the school.,在学校附近请减速。,model-curated,third-party-learner-content-v1
KV002619,The old man walked slowly.,老人慢慢地走着。,model-curated,third-party-learner-content-v1
KV002620,This is the smallest box.,这是最小的箱子。,model-curated,third-party-learner-content-v1
KV002621,Can you smell the flowers?,你能闻到花香吗？,model-curated,third-party-learner-content-v1
KV002622,She gave me a warm smile.,她给了我一个温暖的微笑。,model-curated,third-party-learner-content-v1
KV002623,Smoke came out of the chimney.,烟从烟囱里冒出来。,model-curated,third-party-learner-content-v1
KV002624,Smoking is not allowed here.,这里不允许吸烟。,model-curated,third-party-learner-content-v1
KV002625,This stone is smooth.,这块石头很光滑。,model-curated,third-party-learner-content-v1
KV002626,I had a small snack after school.,放学后我吃了一点小吃。,model-curated,third-party-learner-content-v1
KV002627,We bought sandwiches at the snack bar.,我们在小吃店买了三明治。,model-curated,third-party-learner-content-v1
KV002628,A snail moved slowly across the leaf.,一只蜗牛慢慢爬过叶子。,model-curated,third-party-learner-content-v1
KV002629,The dry stick broke with a snap.,干树枝啪的一声折断了。,model-curated,third-party-learner-content-v1
KV002630,Use a snorkel to breathe while your face is in the water.,脸在水里时用通气管呼吸。,model-curated,third-party-learner-content-v1
KV002631,We went snorkelling near the beach.,我们在海滩附近浮潜。,model-curated,third-party-learner-content-v1
KV002632,Why are you so tired?,你为什么这么累？,model-curated,third-party-learner-content-v1
KV002633,Thank you so much for your help.,非常感谢你的帮助。,model-curated,third-party-learner-content-v1
KV002634,Wash your hands with soap.,用肥皂洗手。,model-curated,third-party-learner-content-v1
