NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002515,Turn off the light to save electricity.,关灯可以节约用电。,model-curated,third-party-learner-content-v1
KV002516,The lifeguard jumped in to save the child.,救生员跳进水里救那个孩子。,model-curated,third-party-learner-content-v1
KV002517,Dad used a saw to cut the wood.,爸爸用锯子锯木头。,model-curated,third-party-learner-content-v1
KV002518,I can do this he said to himself.,“我能做到”他心里想。,model-curated,third-party-learner-content-v1
KV002519,My grandma taught me an old saying.,奶奶教了我一句老谚语。,model-curated,third-party-learner-content-v1
KV002520,That dark room looks scary.,那个黑暗的房间看起来很可怕。,model-curated,third-party-learner-content-v1
KV002521,My favorite scene is at the end of the film.,我最喜欢的场景在电影结尾。,model-curated,third-party-learner-content-v1
KV002522,My school schedule is very busy on Monday.,我星期一的学校日程很忙。,model-curated,third-party-learner-content-v1
KV002523,We meet at the school gate every morning.,我们每天早上在校门口见面。,model-curated,third-party-learner-content-v1
KV002524,We wear a school uniform from Monday to Friday.,我们周一到周五穿校服。,model-curated,third-party-learner-content-v1
KV002525,My brother likes reading science fiction.,我哥哥喜欢读科幻作品。,model-curated,third-party-learner-content-v1
KV002526,We tried many activities at the science museum.,我们在科学馆体验了许多活动。,model-curated,third-party-learner-content-v1
KV002527,Our team got the highest score.,我们队得了最高分。,model-curated,third-party-learner-content-v1
KV002528,Edinburgh is in Scotland.,爱丁堡在苏格兰。,model-curated,third-party-learner-content-v1
KV002529,The picture is clear on this screen.,这个屏幕上的图片很清晰。,model-curated,third-party-learner-content-v1
KV002530,A sea horse swims upright in the water.,海马在水中直立游动。,model-curated,third-party-learner-content-v1
KV002531,We ate fresh seafood by the sea.,我们在海边吃了新鲜海鲜。,model-curated,third-party-learner-content-v1
KV002532,A seal was swimming near the rocks.,一只海豹正在岩石附近游泳。,model-curated,third-party-learner-content-v1
KV002533,Use this box to search for the word.,用这个框搜索这个词。,model-curated,third-party-learner-content-v1
KV002534,We spent our holiday at the seaside.,我们在海滨度过了假期。,model-curated,third-party-learner-content-v1
KV002535,This shop sells seasonal fruit.,这家商店卖时令水果。,model-curated,third-party-learner-content-v1
KV002536,Please take a seat near the window.,请在窗边找个座位坐下。,model-curated,third-party-learner-content-v1
KV002537,Seattle is a city in the United States.,西雅图是美国的一座城市。,model-curated,third-party-learner-content-v1
KV002538,Our classroom is on the second floor.,我们的教室在二楼。,model-curated,third-party-learner-content-v1
