NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV001748,The cars passed under the flyover.,汽车从立交桥下面经过。,model-curated,third-party-learner-content-v1
KV001749,Fold the paper in half.,把纸对折。,model-curated,third-party-learner-content-v1
KV001750,Do not call your friend a fool.,不要叫你的朋友傻瓜。,model-curated,third-party-learner-content-v1
KV001751,It was foolish to run across the road.,跑着横穿马路是很愚蠢的。,model-curated,third-party-learner-content-v1
KV001752,The football player scored a goal.,那名足球运动员进了一个球。,model-curated,third-party-learner-content-v1
KV001753,My cousin wants to be a footballer.,我表哥想成为一名足球运动员。,model-curated,third-party-learner-content-v1
KV001754,We crossed the river on a footbridge.,我们从人行桥过了河。,model-curated,third-party-learner-content-v1
KV001755,The weather forecast says it will rain.,天气预报说明天会下雨。,model-curated,third-party-learner-content-v1
KV001756,She is learning a foreign language.,她正在学习一门外语。,model-curated,third-party-learner-content-v1
KV001757,I will remember this day forever.,我会永远记住这一天。,model-curated,third-party-learner-content-v1
KV001758,Please write your name on the form.,请在表格上写下你的名字。,model-curated,third-party-learner-content-v1
KV001759,There are forty-five students in the hall.,大厅里有四十五名学生。,model-curated,third-party-learner-content-v1
KV001760,The book has forty-six pictures.,这本书有四十六幅图。,model-curated,third-party-learner-content-v1
KV001761,Water shot up from the fountain.,水从喷泉里喷了出来。,model-curated,third-party-learner-content-v1
KV001762,Grandpa writes with a fountain pen.,爷爷用钢笔写字。,model-curated,third-party-learner-content-v1
KV001763,He finished fourteenth in the race.,他在比赛中得了第十四名。,model-curated,third-party-learner-content-v1
KV001764,She came fourth in the competition.,她在比赛中得了第四名。,model-curated,third-party-learner-content-v1
KV001765,A fox ran across the road.,一只狐狸跑过马路。,model-curated,third-party-learner-content-v1
KV001766,Paris is the capital of France.,巴黎是法国的首都。,model-curated,third-party-learner-content-v1
KV001767,These apples are fresh.,这些苹果很新鲜。,model-curated,third-party-learner-content-v1
KV001768,The milk is in the fridge.,牛奶在冰箱里。,model-curated,third-party-learner-content-v1
KV001769,I had fried rice for lunch.,我午饭吃了炒饭。,model-curated,third-party-learner-content-v1
KV001770,Our friendship began at school.,我们的友谊始于学校。,model-curated,third-party-learner-content-v1
