NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV002892,There are twenty-one apples in the box.,箱子里有二十一个苹果。,model-curated,third-party-learner-content-v1
KV002893,He came twenty-second in the race.,他在比赛中得了第二十二名。,model-curated,third-party-learner-content-v1
KV002894,She finished twenty-third in the race.,她在比赛中得了第二十三名。,model-curated,third-party-learner-content-v1
KV002895,My twin brother looks like me.,我的双胞胎哥哥和我长得很像。,model-curated,third-party-learner-content-v1
KV002896,The twin towers are easy to see from here.,从这里很容易看到那两座双塔。,model-curated,third-party-learner-content-v1
KV002897,The twins are in the same class.,这对双胞胎在同一个班。,model-curated,third-party-learner-content-v1
KV002898,The typhoon brought strong wind and heavy rain.,台风带来了大风和暴雨。,model-curated,third-party-learner-content-v1
KV002899,The children drew a UFO in the sky.,孩子们画了一个天空中的不明飞行物。,model-curated,third-party-learner-content-v1
KV002900,The monster in the story was ugly.,故事里的怪物很丑陋。,model-curated,third-party-learner-content-v1
KV002901,London is the capital of the UK.,伦敦是英国的首都。,model-curated,third-party-learner-content-v1
KV002902,We took the underground to the museum.,我们乘地铁去了博物馆。,model-curated,third-party-learner-content-v1
KV002903,Eating too much sugar is unhealthy.,吃太多糖是不健康的。,model-curated,third-party-learner-content-v1
KV002904,We wear a school uniform every day.,我们每天穿校服。,model-curated,third-party-learner-content-v1
KV002905,Wait here until I come back.,在这里等到我回来。,model-curated,third-party-learner-content-v1
KV002906,Look up at the stars.,抬头看星星。,model-curated,third-party-learner-content-v1
KV002907,The lift went up and down all morning.,电梯整个上午上上下下。,model-curated,third-party-learner-content-v1
KV002908,She was upset about losing her book.,她因为丢了书很难过。,model-curated,third-party-learner-content-v1
KV002909,My bedroom is upstairs.,我的卧室在楼上。,model-curated,third-party-learner-content-v1
KV002910,The teacher asked us to sit down.,老师让我们坐下。,model-curated,third-party-learner-content-v1
KV002911,The USA is in North America.,美国在北美洲。,model-curated,third-party-learner-content-v1
KV002912,A river runs through the valley.,一条河流穿过山谷。,model-curated,third-party-learner-content-v1
KV002913,A white van stopped outside the school.,一辆白色面包车停在学校外面。,model-curated,third-party-learner-content-v1
KV002914,I chose vanilla ice cream.,我选了香草味冰淇淋。,model-curated,third-party-learner-content-v1
KV002915,She put the flowers in a vase.,她把花放进了花瓶。,model-curated,third-party-learner-content-v1
KV002916,The water is very cold.,水很冷。,model-curated,third-party-learner-content-v1
KV002917,Thank you very much for your help.,非常感谢你的帮助。,model-curated,third-party-learner-content-v1
KV002918,He wore a warm vest under his coat.,他在外套里面穿了一件暖和的背心。,model-curated,third-party-learner-content-v1
KV002919,The vet checked our sick dog.,兽医检查了我们生病的狗。,model-curated,third-party-learner-content-v1
KV002920,We played a video game together.,我们一起玩了一个电子游戏。,model-curated,third-party-learner-content-v1
KV002921,She plays the violin after school.,她放学后拉小提琴。,model-curated,third-party-learner-content-v1
KV002922,The violinist played a beautiful song.,小提琴家演奏了一首优美的曲子。,model-curated,third-party-learner-content-v1
