NoteID,ExampleSentence,ExampleTranslation,ContentStatus,ContentSource
KV001312,The small boat sailed across the bay.,小船驶过海湾。,model-curated,third-party-learner-content-v1
KV001313,I want to be a doctor one day.,我将来想成为一名医生。,model-curated,third-party-learner-content-v1
KV001314,You will be able to swim soon.,你很快就能游泳了。,model-curated,third-party-learner-content-v1
KV001315,I was born in Beijing.,我出生在北京。,model-curated,third-party-learner-content-v1
KV001316,Please be careful with the hot water.,请小心热水。,model-curated,third-party-learner-content-v1
KV001317,The box is full of toys.,盒子里装满了玩具。,model-curated,third-party-learner-content-v1
KV001318,I am interested in space.,我对太空感兴趣。,model-curated,third-party-learner-content-v1
KV001319,Do not be late for school.,上学不要迟到。,model-curated,third-party-learner-content-v1
KV001320,I am weak in spelling.,我不擅长拼写。,model-curated,third-party-learner-content-v1
KV001321,I found a bean on my plate.,我在盘子里发现了一颗豆子。,model-curated,third-party-learner-content-v1
KV001322,We cooked beans for dinner.,我们晚饭煮了豆子。,model-curated,third-party-learner-content-v1
KV001323,She sings beautifully.,她唱得很优美。,model-curated,third-party-learner-content-v1
KV001324,We stopped to enjoy the beauty of the lake.,我们停下来欣赏湖的美景。,model-curated,third-party-learner-content-v1
KV001325,My bedtime is nine o'clock.,我的睡觉时间是九点。,model-curated,third-party-learner-content-v1
KV001326,The machine made a loud beep.,机器发出一声响亮的哔声。,model-curated,third-party-learner-content-v1
KV001327,My grandma enjoys Beijing Opera.,我奶奶喜欢京剧。,model-curated,third-party-learner-content-v1
KV001328,I believe you can do it.,我相信你能做到。,model-curated,third-party-learner-content-v1
KV001329,The school bell rings at eight.,学校的铃八点响。,model-curated,third-party-learner-content-v1
KV001330,This belt is too long for me.,这条腰带对我来说太长了。,model-curated,third-party-learner-content-v1
KV001331,We sat on a bench in the park.,我们坐在公园的一张长凳上。,model-curated,third-party-learner-content-v1
KV001332,Bend your knees a little.,把你的膝盖稍微弯一弯。,model-curated,third-party-learner-content-v1
KV001333,My desk is beside the window.,我的书桌在窗户旁边。,model-curated,third-party-learner-content-v1
KV001334,My English is getting better and better.,我的英语变得越来越好了。,model-curated,third-party-learner-content-v1
KV001335,She rides her bicycle to school.,她骑自行车去上学。,model-curated,third-party-learner-content-v1
KV001336,That is the biggest apple in the basket.,那是篮子里最大的苹果。,model-curated,third-party-learner-content-v1
KV001337,My bike is blue.,我的自行车是蓝色的。,model-curated,third-party-learner-content-v1
KV001338,We went for a bike ride by the river.,我们沿着河边骑车兜风。,model-curated,third-party-learner-content-v1
KV001339,Please put the paper in the bin.,请把纸放进垃圾桶。,model-curated,third-party-learner-content-v1
KV001340,I had a biscuit with my milk.,我喝牛奶时吃了一块饼干。,model-curated,third-party-learner-content-v1
KV001341,This medicine tastes bitter.,这种药尝起来很苦。,model-curated,third-party-learner-content-v1
KV001342,The black rhino is a large animal.,黑犀牛是一种大型动物。,model-curated,third-party-learner-content-v1
KV001343,He wore a blue blazer to school.,他穿着一件蓝色西装外套去学校。,model-curated,third-party-learner-content-v1
KV001344,Try not to blink for ten seconds.,试着十秒钟不要眨眼。,model-curated,third-party-learner-content-v1
KV001345,The library is one block away.,图书馆离这里一个街区。,model-curated,third-party-learner-content-v1
KV001346,The boy has blond hair.,那个男孩有一头金发。,model-curated,third-party-learner-content-v1
KV001347,There was a little blood on his knee.,他的膝盖上有一点血。,model-curated,third-party-learner-content-v1
KV001348,She wore a white blouse.,她穿着一件白色女衬衫。,model-curated,third-party-learner-content-v1
KV001349,The wind can blow very hard here.,这里的风有时会刮得很大。,model-curated,third-party-learner-content-v1
KV001350,The strong wind may blow off your hat.,大风可能会把你的帽子吹掉。,model-curated,third-party-learner-content-v1
KV001351,A blue whale is very large.,蓝鲸非常大。,model-curated,third-party-learner-content-v1
KV001352,This old knife is blunt.,这把旧刀很钝。,model-curated,third-party-learner-content-v1
KV001353,Her face began to blush.,她的脸开始发红。,model-curated,third-party-learner-content-v1
KV001354,We will board the train at ten.,我们十点上火车。,model-curated,third-party-learner-content-v1
KV001355,Keep your boarding card with you.,请随身带好登机卡。,model-curated,third-party-learner-content-v1
KV001356,I showed my boarding pass at the gate.,我在登机口出示了登机牌。,model-curated,third-party-learner-content-v1
KV001357,We went boating on the lake.,我们去湖上划船了。,model-curated,third-party-learner-content-v1
KV001358,Boil the water before you drink it.,喝水前先把水烧开。,model-curated,third-party-learner-content-v1
KV001359,The dog buried a bone in the garden.,狗把一根骨头埋在花园里。,model-curated,third-party-learner-content-v1
KV001360,My storybooks are on the bookshelf.,我的故事书在书架上。,model-curated,third-party-learner-content-v1
KV001361,We bought this book at the bookstore.,我们在书店买了这本书。,model-curated,third-party-learner-content-v1
KV001362,My sister is a real bookworm.,我妹妹是个真正的书虫。,model-curated,third-party-learner-content-v1
KV001363,There is mud on my boot.,我的靴子上有泥。,model-curated,third-party-learner-content-v1
KV001364,I felt bored during the long wait.,长时间等待时我感到无聊。,model-curated,third-party-learner-content-v1
KV001365,May I borrow your pencil?,我可以借你的铅笔吗？,model-curated,third-party-learner-content-v1
KV001366,My mum's boss is very kind.,我妈妈的老板很友善。,model-curated,third-party-learner-content-v1
KV001367,The toy is at the bottom of the box.,玩具在盒子底部。,model-curated,third-party-learner-content-v1
KV001368,He learned to use a bow and arrow.,他学会了使用弓箭。,model-curated,third-party-learner-content-v1
KV001369,We went bowling on Saturday.,我们星期六去打保龄球了。,model-curated,third-party-learner-content-v1
KV001370,Press the brake before the bike stops.,自行车停下前要按刹车。,model-curated,third-party-learner-content-v1
KV001371,A bird is sitting on the branch.,一只鸟停在树枝上。,model-curated,third-party-learner-content-v1
KV001372,The brave girl helped the little dog.,勇敢的女孩帮助了那只小狗。,model-curated,third-party-learner-content-v1
KV001373,Brazil is in South America.,巴西在南美洲。,model-curated,third-party-learner-content-v1
KV001374,I eat breakfast at seven.,我七点吃早餐。,model-curated,third-party-learner-content-v1
KV001375,Take a deep breath and relax.,深吸一口气然后放松。,model-curated,third-party-learner-content-v1
KV001376,We walked across the old bridge.,我们走过那座老桥。,model-curated,third-party-learner-content-v1
KV001377,The room is bright in the morning.,这个房间早上很明亮。,model-curated,third-party-learner-content-v1
KV001378,The stars shone brightly.,星星明亮地闪耀着。,model-curated,third-party-learner-content-v1
KV001379,Please bring back my book tomorrow.,请明天把我的书带回来。,model-curated,third-party-learner-content-v1
KV001380,My uncle lives in Britain.,我叔叔住在英国。,model-curated,third-party-learner-content-v1
KV001381,She has a British friend.,她有一个英国朋友。,model-curated,third-party-learner-content-v1
KV001382,I use a broom to sweep the floor.,我用扫帚扫地。,model-curated,third-party-learner-content-v1
KV001383,The bear is brown.,那只熊是棕色的。,model-curated,third-party-learner-content-v1
KV001384,She painted the flower with a small brush.,她用一支小画笔画了那朵花。,model-curated,third-party-learner-content-v1
KV001385,He filled the bucket with water.,他把水桶装满了水。,model-curated,third-party-learner-content-v1
KV001386,The green budgie is singing.,那只绿色虎皮鹦鹉正在鸣叫。,model-curated,third-party-learner-content-v1
