Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,MeaningRaw,Books,Tags
the Yangtze River,,,长江,The Yangtze River is very long.,长江很长。,na. 长江,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
foggy,[ˈfɒɡi],[ˈfɑːɡi],有雾的,It was foggy this morning.,今天早上有雾。,adj. 有雾的；模糊的，朦胧的,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
spicy,[ˈspaɪsi],[ˈspaɪsi],辣的；辛辣的,Sichuan food can be spicy.,四川菜可能很辣。,adj. 辛辣的；香的，多香料的；下流的,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
silk,[sɪlk],[sɪlk],丝绸,This dress is made of silk.,这条连衣裙是丝绸做的。,"n. 丝绸；蚕丝；丝织物
adj. 丝的；丝绸的；丝制的
vi. （玉米）处于长须的阶段中",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
forest,[ˈfɒrɪst],[ˈfɔːrɪst],森林,Many animals live in the forest.,许多动物生活在森林里。,"n. 森林
vt. 植树于，使成为森林",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
stone,[stəʊn],[stoʊn],石头；石料,The bridge is made of stone.,这座桥是石头建的。,"n. 石头；结石；[宝] 宝石
adj. 石的，石制的
vt. 向扔石块；用石头铺",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
London,[ˈlʌndən],[ˈlʌndən],伦敦,London is in the UK.,伦敦在英国。,n. 伦敦,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
Toronto,[təˈrɒntəʊ],[təˈrɑːntoʊ],多伦多,Toronto is a city in Canada.,多伦多是加拿大的一座城市。,n. 多伦多（加拿大城市）,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
Sydney,[ˈsɪdni],[ˈsɪdni],悉尼,Sydney is a city in Australia.,悉尼是澳大利亚的一座城市。,n. 悉尼（澳大利亚港市）,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
Washington D.C.,,,华盛顿特区,Washington D.C. is in the USA.,华盛顿特区在美国。,华盛顿；华盛顿哥伦比亚特区；华盛顿特区,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
the British Museum,,,大英博物馆,The British Museum is in London.,大英博物馆在伦敦。,大英博物馆；伦敦大英博物馆；不列颠博物馆,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
the CN Tower,,,加拿大国家电视塔；CN塔,The CN Tower is in Toronto.,加拿大国家电视塔在多伦多。,无,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
kangaroo,[ˌkæŋɡəˈruː],[ˌkæŋɡəˈruː],袋鼠,Kangaroos live in Australia.,袋鼠生活在澳大利亚。,n. 袋鼠,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
the Opera House,,,悉尼歌剧院,The Opera House is in Sydney.,悉尼歌剧院在悉尼。,悉尼歌剧院；剧院及电影院；大剧院,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
the White House,,,白宫,The White House is in Washington D.C.,白宫在华盛顿特区。,na. 白宫,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
clock,[klɒk],[klɑːk],时钟；钟,There is a clock on the wall.,墙上有一个钟。,"n. 时钟；计时器
vt. 记录；记时
vi. 打卡；记录时间",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
speak,[spiːk],[spiːk],说；讲（某种语言）,Can you speak English?,你会说英语吗？,"vi. 说话；演讲；表明；陈述
vt. 讲话；发言；讲演",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
French,[frentʃ],[frentʃ],法语；法国的,She can speak French.,她会说法语。,"n. 法国人；法语
adj. 法国的；法语的；法国人的",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
Tower Bridge,,,伦敦塔桥,Tower Bridge is in London.,伦敦塔桥在伦敦。,n. 【旅】塔桥；【旅】伦敦塔桥,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
the London Eye,,,伦敦眼,The London Eye is in London.,伦敦眼在伦敦。,伦敦眼；英航伦敦眼；英国伦敦眼,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
hiking,[ˈhaɪkɪŋ],[ˈhaɪkɪŋ],徒步旅行,We went hiking in the hills.,我们去山里徒步了。,n. 徒步旅行,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
sunrise,[ˈsʌnraɪz],[ˈsʌnraɪz],日出,We watched the sunrise on the hill.,我们在山上看日出。,n. 日出；黎明,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
president,[ˈprezɪdənt],[ˈprezɪdənt],总统,The president works in the capital.,总统在首都工作。,n. 总统；董事长；校长；主席,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
reptile,[ˈreptaɪl],[ˈreptaɪl; ˈreptl],爬行动物,A snake is a reptile.,蛇是爬行动物。,"n. 爬行动物；卑鄙的人
adj. 爬虫类的；卑鄙的",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
mammal,[ˈmæm(ə)l],[ˈmæml],哺乳动物,A whale is a mammal.,鲸是哺乳动物。,n. [脊椎] 哺乳动物,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
insect,[ˈɪnsekt],[ˈɪnsekt],昆虫,A bee is an insect.,蜜蜂是昆虫。,n. 昆虫；卑鄙的人,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
penguin,[ˈpeŋɡwɪn],[ˈpeŋɡwɪn],企鹅,Penguins can swim well.,企鹅很会游泳。,n. 企鹅；空军地勤人员,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
shark,[ʃɑːk],[ʃɑːrk],鲨鱼,A shark lives in the sea.,鲨鱼生活在海里。,"n. 鲨鱼；骗子
vt. 敲诈
vi. 诈骗",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
whale,[weɪl],[weɪl],鲸,A whale is a large mammal.,鲸是一种大型哺乳动物。,"n. 鲸；巨大的东西
vt. 猛揍；使惨败
vi. 捕鲸",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
kind,[kaɪnd],[kaɪnd],种类；类型,What kind of animal is it?,它是哪一种动物？,"n. 种类；性质
adj. 和蔼的；宽容的；令人感激的",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
metre,[ˈmiːtə(r)],[ˈmiːtər],米,The whale is ten metres long.,这条鲸有十米长。,n. 米；公尺；韵律,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
spend,[spend],[spend],花费；度过,We spent two days in Beijing.,我们在北京度过了两天。,"n. 预算
vt. 度过，消磨（时光）；花费；浪费；用尽
vi. 花钱；用尽，耗尽",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
trunk,[trʌŋk],[trʌŋk],象鼻；树干,An elephant has a long trunk.,大象有长鼻子。,"n. 树干；躯干；象鼻；汽车车尾的行李箱
adj. 干线的；躯干的；箱子的
vt. 把…放入旅行箱内",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
peanut,[ˈpiːnʌt],[ˈpiːnʌt],花生,Elephants can eat peanuts.,大象可以吃花生。,n. 花生,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
fan,[fæn],[fæn],扇子,Its ears are like big fans.,它的耳朵像大扇子。,"n. 迷；风扇；爱好者
vt. 煽动；刺激；吹拂
vi. 成扇形散开；飘动",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
tusk,[tʌsk],[tʌsk],象牙；长牙,An elephant has two tusks.,大象有两根象牙。,"n. 长牙；尖头，尖形物
vt. 以牙刺戳；以长牙掘",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
Africa,[ˈæfrɪkə],[ˈæfrɪkə],非洲,Many elephants live in Africa.,许多大象生活在非洲。,n. 非洲,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
Asia,[ˈeɪʒə],[ˈeɪʒə],亚洲,China is in Asia.,中国在亚洲。,n. 亚洲,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
smart,[smɑːt],[smɑːrt],聪明的；机灵的,Elephants are very smart.,大象很聪明。,adj. 聪明的；巧妙的；敏捷的；厉害的；潇洒的；剧烈的；时髦的,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
scared,[skeəd],[skerd],害怕的,I was scared of the big dog.,我害怕那只大狗。,"v. 使害怕（scare的过去分词）
adj. 害怕的",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
worried,[ˈwʌrid],[ˈwɜːrid],担心的,Mum was worried about me.,妈妈很担心我。,adj. 担心的,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
angry,[ˈæŋɡri],[ˈæŋɡri],生气的,Dad was angry with me.,爸爸生我的气。,adj. 生气的；愤怒的；狂暴的；（伤口等）发炎的,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
proud,[praʊd],[praʊd],自豪的,My parents are proud of me.,我的父母为我自豪。,adj. 自豪的；得意的；自负的,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
excited,[ɪkˈsaɪtɪd],[ɪkˈsaɪtɪd],兴奋的；激动的,I was excited about the trip.,我对这次旅行很兴奋。,"v. 激动；唤起（excite的过去分词）
adj. 兴奋的；激动的；活跃的",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
ill,[ɪl],[ɪl],生病的,She was ill yesterday.,她昨天生病了。,"n. 疾病；不幸
adj. 生病的；坏的；邪恶的；不吉利的
adv. 不利地；恶劣地；几乎不",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
win,[wɪn],[wɪn],赢；获胜,I hope our class can win.,我希望我们班能赢。,"n. 赢；胜利
vt. 赢得；在…中获胜；劝诱
vi. 赢；获胜；成功",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
race,[reɪs],[reɪs],比赛；赛跑,He won the running race.,他赢得了赛跑。,"n. 属，种；种族，人种；家庭，门第
vt. 使参加比赛；和…竞赛；使急走，使全速行进
vi. 比速度，参加竞赛；全速行进",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
cry,[kraɪ],[kraɪ],哭；哭泣,The little boy began to cry.,小男孩开始哭。,"n. 叫喊；叫声；口号；呼叫
vi. 哭；叫；喊
vt. 叫喊；哭出；大声说",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
because,[bɪˈkəz],[bɪˈkəz],因为,I was happy because we won.,因为我们赢了，所以我很高兴。,conj. 因为,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
test,[test],[test],考试；测试,I have an English test tomorrow.,我明天有英语考试。,"n. 试验；检验
vt. 试验；测试
vi. 试验；测试",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
competition,[ˌkɒmpəˈtɪʃn],[ˌkɑːmpəˈtɪʃn],比赛；竞赛,She won the writing competition.,她赢得了写作比赛。,n. 竞争；比赛，竞赛,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
inventor,[ɪnˈventə(r)],[ɪnˈventər],发明家,The inventor made a new machine.,这位发明家制造了一台新机器。,n. 发明家；[专利] 发明人；创造者,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
artist,[ˈɑːtɪst],[ˈɑːrtɪst],艺术家,The artist paints beautiful pictures.,这位艺术家画漂亮的画。,n. 艺术家；美术家（尤指画家）；大师,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
scientist,[ˈsaɪəntɪst],[ˈsaɪəntɪst],科学家,The scientist studies animals.,这位科学家研究动物。,n. 科学家,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
poet,[ˈpəʊɪt],[ˈpoʊət],诗人,The poet wrote many poems.,这位诗人写了很多诗。,n. 诗人,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
writer,[ˈraɪtə(r)],[ˈraɪtər],作家,The writer wrote this story.,这位作家写了这个故事。,n. 作家；作者,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
American,[əˈmerɪkən],[əˈmerɪkən],美国的；美国人,He is an American writer.,他是一位美国作家。,"n. 美国人，美洲人；美国英语
adj. 美国的，美洲的；地道美国式的",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
Danish,[ˈdeɪnɪʃ],[ˈdeɪnɪʃ],丹麦的；丹麦语,He was a Danish writer.,他是一位丹麦作家。,"n. 丹麦语
adj. 丹麦的；丹麦人的；丹麦语（文）的",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
poem,[ˈpəʊɪm],[ˈpoʊəm],诗,We read a poem in class.,我们在课堂上读了一首诗。,n. 诗,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
invention,[ɪnˈvenʃn],[ɪnˈvenʃn],发明；发明物,This invention changed people's lives.,这项发明改变了人们的生活。,n. 发明；发明物；虚构；发明才能,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
invent,[ɪnˈvent],[ɪnˈvent],发明,Who invented this machine?,谁发明了这台机器？,vt. 发明；创造；虚构,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
story,[ˈstɔːri],[ˈstɔːri],故事,This story is very interesting.,这个故事很有趣。,"n. 故事；小说；新闻报道；来历；假话
vt. 用历史故事画装饰
vi. 说谎",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
university,[ˌjuːnɪˈvɜːsəti],[ˌjuːnɪˈvɜːrsəti],大学,She studied at a famous university.,她在一所著名大学学习。,n. 大学；综合性大学；大学校舍,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
deaf,[def],[def],聋的；失聪的,The girl became deaf when she was young.,这个女孩小时候失聪了。,adj. 聋的,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
blind,[blaɪnd],[blaɪnd],盲的；失明的,He is blind but very independent.,他虽然失明但很独立。,"n. 掩饰，借口；百叶窗
adj. 盲目的；瞎的
vt. 使失明；使失去理智
adv. 盲目地；看不见地",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
fall,[fɔːl],[fɔːl],落下；跌倒,Leaves fall in autumn.,树叶在秋天落下。,"n. 下降；秋天；瀑布
adj. 秋天的
vi. 落下；变成；来临；减弱
vt. 砍倒；击倒",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
dumpling,[ˈdʌmplɪŋ],[ˈdʌmplɪŋ],饺子,We eat dumplings at Spring Festival.,我们春节吃饺子。,n. 饺子，汤团；面团布丁,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
ice lantern,,,冰灯,We saw beautiful ice lanterns.,我们看到了漂亮的冰灯。,无,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
bring,[brɪŋ],[brɪŋ],带来,Please bring your book tomorrow.,请明天带上你的书。,vt. 带来；促使；引起；使某人处于某种情况或境地,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
be afraid of,,,害怕,I am not afraid of dogs.,我不怕狗。,na. 怕,6年级上,rj_start1 grade::6 semester::上 appears::6年级上
hear,[hɪə(r)],[hɪr],听见；听到,I can hear the birds.,我能听见鸟叫。,"vi. 听；听见
vt. 听到，听；听说；审理",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
pen pal,[ˈpen pæl],[ˈpen pæl],笔友,My pen pal lives in Canada.,我的笔友住在加拿大。,"abbr. (=pen-friend)
n. 笔友",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
broken,[ˈbrəʊkən],[ˈbroʊkən],坏的；破损的,My pen is broken.,我的钢笔坏了。,"v. 折断；打碎；损坏（break的过去分词）
adj. 破碎的；坏掉的",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
pity,[ˈpɪti],[ˈpɪti],遗憾；可惜,What a pity!,真遗憾！,"n. 怜悯，同情；遗憾
vt. 对……表示怜悯；对……感到同情",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
prize,[praɪz],[praɪz],奖品；奖项,She won first prize.,她获得了一等奖。,"n. 奖品；奖赏；战利品
adj. 获奖的
vt. 珍视；捕获；估价",6年级上,rj_start1 grade::6 semester::上 appears::6年级上
