Word,British,American,MeaningPrimary,MeaningRaw,Books,Tags
nice,[naɪs],[naɪs],精密的,adj. 精密的；美好的；细微的；和蔼的,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
young,[jʌŋ],[jʌŋ],年轻人,"n. 年轻人；（动物的）崽，仔
adj. 年轻的；初期的；没有经验的",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
guess,[ɡes],[ɡes],猜测,"n. 猜测；推测
vi. 猜；推测；猜中
vt. 猜测；认为；推测；猜中
n. 盖尔斯（美国服装品牌）",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
has,[həz],[həz; əz; hæz],有；拥有,v. 有，吃，得到，从事，允许，雇用，享有（have的第三人称单数）；（亲属关系中）接受；拿；买到,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
animal,[ˈænɪm(ə)l],[ˈænɪm(ə)l],动物,"n. 动物
动物的",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
elephant,[ˈelɪfənt],[ˈelɪfənt],象,n. 象；大号图画纸,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
panda,[ˈpændə],[ˈpændə],熊猫,n. 熊猫；猫熊,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
horse,[hɔːs],[hɔːrs],马,"n. 马；骑兵；脚架；海洛因
vt. 使骑马；系马于；捉弄
vi. 骑马；作弄人",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
cow,[kaʊ],[kaʊ],奶牛，母牛,"n. 奶牛，母牛；母兽
vt. 威胁，恐吓",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
pig,[pɪɡ],[pɪɡ],猪,"n. 猪；猪肉
vi. 生小猪；像猪一样过活
n. 警察（俚语，带有攻击性）",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
sheep,[ʃiːp],[ʃiːp],羊，绵羊,n. 羊，绵羊；胆小鬼,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
bee,[biː],[biː],蜜蜂，蜂,n. 蜜蜂，蜂；勤劳的人,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
farm,[fɑːm],[fɑːrm],农场,"n. 农场；农家；畜牧场
vt. 养殖；耕种；佃出（土地）
vi. 种田，务农；经营农场",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
fast,[fɑːst],[fæst],斋戒,"n. 斋戒；绝食
adj. 快速的，迅速的；紧的，稳固的
adv. 迅速地；紧紧地；彻底地
vi. 禁食，斋戒",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
why,[waɪ],[waɪ],为什么,"int. 哎呀！什么？
adv. 为什么",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
lovely,[ˈlʌvli],[ˈlʌvli],可爱的,"adj. 可爱的；令人愉快的；爱恋的；秀丽的，优美的
n. 美女；可爱的东西",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
butterfly,[ˈbʌtəflaɪ],[ˈbʌtərflaɪ],蝴蝶,n. 蝴蝶；蝶泳；举止轻浮的人；追求享乐的人,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
exercise book,,,练习本,n. 练习本；练习册；作业本,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
pencil sharpener,,,卷笔刀,n. 卷笔刀,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
a pair of scissors,,,一把剪刀,一把剪刀；一副剪刀；一双剪刀,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
pencil box,,,铅笔盒,铅笔盒；文具盒；你的铅笔盒,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
a box of crayons,,,无,无,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
only,[ˈəʊnli],[ˈoʊnli],只，仅仅,"adv. 只，仅仅；不料
adj. 唯一的，仅有的；最合适的
conj. 但是；不过；可是",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
also,[ˈɔːlsəʊ],[ˈɔːlsoʊ],并且,"conj. 并且；另外
adv. 也；而且；同样",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
saleswoman,[ˈseɪlzwʊmən],[ˈseɪlzwʊmən],女售货员,n. [贸易] 女售货员；[贸易] 女店员,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
love,[lʌv],[lʌv],恋爱,"n. 恋爱；亲爱的；酷爱；喜爱的事物；爱情，爱意；疼爱；热爱；爱人，所爱之物
v. 爱，热爱；爱戴；赞美，称赞；喜爱；喜好；喜欢；爱慕",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
how much,[haʊ mʌtʃ],[haʊ mʌtʃ],多少,conj. 多少,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
a lot,,,许多,"n. 许多
adv. 常",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
wonderful,[ˈwʌndəf(ə)l],[ˈwʌndərf(ə)l],极好的，精彩的，绝妙的,adj. 极好的，精彩的，绝妙的；奇妙的；美妙；胜；神妙,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
fantastic,[fænˈtæstɪk],[fænˈtæstɪk],古怪的人,"n. 古怪的人
adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
cartoons,[kɑːˈtuːnz],[kɑrˈtʊn],卡通动画,"n. 卡通动画；动漫图书（cartoon的复数）
v. 画漫画（cartoon的三单形式）",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
news shows,,,新闻节目,新闻节目,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
nature shows,,,无,无,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
chore,[tʃɔː(r)],[tʃɔːr],家庭杂务,n. 家庭杂务；日常的零星事务；讨厌的或累人的工作,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
clean the room,,,打扫房间,打扫房间；清扫房间；清洁房间,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
make the bed,,,铺床,铺床；整理床铺；整理被物,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
take out the rubbish,,,无,无,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
wash clothes,,,洗衣服,洗衣服；爱洗衣服的小羊；清洗衣物,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
tidy the desk,,,无,无,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
sweep the floor,,,扫地,扫地；清扫地板；打扫地板,5年级上,rj_start1 grade::5 semester::上 appears::5年级上
call,[kɔːl],[kɔːl],电话,"n. 电话；呼叫；要求；访问
vi. 呼叫；拜访；叫牌
vt. 呼叫；称呼；召集",5年级上,rj_start1 grade::5 semester::上 appears::5年级上
