Word,British,American,MeaningPrimary,MeaningRaw,Books,Tags
thin,[θɪn],[θɪn],细小部分,"n. 细小部分
adj. 薄的；瘦的；稀薄的；微弱的
vt. 使瘦；使淡；使稀疏
vi. 变薄；变瘦；变淡
adv. 稀疏地；微弱地",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
short,[ʃɔːt],[ʃɔːrt],短,"n. 短；缺乏；短路；短裤
adj. 短的；不足的；矮的，低的
adv. 不足；突然；唐突地",2年级上|3年级上,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级上
handsome,[ˈhænsəm],[ˈhænsəm],（男子）英俊的,adj. （男子）英俊的；可观的；大方的，慷慨的；健美而端庄的,2年级上|3年级下,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级下
new,[njuː],[nuː],新的，新鲜的,"adj. 新的，新鲜的；更新的；初见的
adv. 新近",2年级上|3年级上,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级上
does,[dʌz],[dʌz],做；干,v. 做；工作；有用（do的第三人称单数形式）,2年级上,rj_start1 grade::2 semester::上 appears::2年级上
bookshop,[ˈbʊkʃɒp],[ˈbʊkʃɑːp],书店,n. 书店,2年级上|4年级下,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级下
zoo,[zuː],[zuː],动物园,n. 动物园; <美俚>（铁路货车的最后一节）守车; <美俚>核粒子园,2年级上,rj_start1 grade::2 semester::上 appears::2年级上
school,[skuːl],[skuːl],学校,"n. 学校；学院；学派；鱼群
vt. 教育",2年级上|4年级下,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级下
supermarket,[ˈsuːpəmɑːkɪt],[ˈsuːpərmɑːrkɪt],超级市场,n. 超级市场；自助售货商店,2年级上|4年级下,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级下
park,[pɑːk],[pɑːrk],公园,"n. 公园；[交] 停车场
vt. 停放；放置；寄存
vi. 停放车辆",2年级上|4年级上,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级上
hospital,[ˈhɒspɪt(ə)l],[ˈhɑːspɪtl],医院,n. 医院,2年级上|4年级下,rj_start1 grade::2 semester::上 appears::2年级上 appears::4年级下
go,[ɡəʊ],[ɡoʊ],去,"n. 去；进行；尝试
vi. 走；达到；运转；趋于
vt. 忍受；出产；以…打赌
[复数 goes 第三人称单数 goes 过去式 went 过去分词 gone 现在分词 going]",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
to,[tə],[tə; tu; tuː],到；向,"prep. 到；向；（表示时间、方向）朝…方向
adv. 向前；（门等）关上",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
grass,[ɡrɑːs],[ɡræs],草,"n. 草；草地，草坪
vt. 放牧；使……长满草；使……吃草
vi. 长草",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
tree,[triː],[triː],树,"n. 树；木料；树状物
vt. 把...赶上树
vi. 爬上树；逃上树",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
flower,[ˈflaʊə(r)],[ˈflaʊər],花,"n. 花；精华；开花植物
vt. 使开花；用花装饰
vi. 成熟，发育；开花；繁荣；旺盛",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
boat,[bəʊt],[boʊt],小船,"n. 小船；轮船
vi. 划船",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
lake,[leɪk],[leɪk],湖,"n. 湖；深红色颜料；胭脂红
vt. （使）血球溶解
vi. （使）血球溶解",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
hill,[hɪl],[hɪl],小山,n. 小山；丘陵；斜坡；山冈,2年级上,rj_start1 grade::2 semester::上 appears::2年级上
Christmas,[ˈkrɪsməs],[ˈkrɪsməs],圣诞节,n. 圣诞节；圣诞节期间,2年级上,rj_start1 grade::2 semester::上 appears::2年级上
Father Christmas,,,na. 圣诞老人,na. 圣诞老人,2年级上,rj_start1 grade::2 semester::上 appears::2年级上
Christmas tree,[ˈkrɪsməs triː],[ˈkrɪsməs triː],【节】圣诞树,n. 【节】圣诞树,2年级上,rj_start1 grade::2 semester::上 appears::2年级上
card,[kɑːd],[kɑːrd],卡片,"n. 卡片；纸牌；明信片
vt. 记于卡片上",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
present,[ˈprez(ə)nt],[ˈpreznt],现在,"n. 现在；礼物；瞄准
adj. 现在的；出席的
vt. 提出；介绍；呈现；赠送
vi. 举枪瞄准",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
New Year,,,新年,n. 新年,2年级上,rj_start1 grade::2 semester::上 appears::2年级上
merry,[ˈmeri],[ˈmeri],愉快的,"adj. 愉快的；微醉的；嬉戏作乐的
n. 甜樱桃",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
too,[tuː],[tuː],太,adv. 太；也；很；还；非常；过度,2年级上,rj_start1 grade::2 semester::上 appears::2年级上
here,[hɪə(r)],[hɪr],这里,"n. 这里
adv. 在这里；此时
int. 嘿！；喂！",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
for,[fə(r)],[fər; fɔːr],为了；给,"prep. 为，为了；因为；给；对于；至于；适合于
conj. 因为",2年级上|3年级上,rj_start1 grade::2 semester::上 appears::2年级上 appears::3年级上
thank,[θæŋk],[θæŋk],感谢,"n. 感谢
vt. 感谢
int. 谢谢",2年级上,rj_start1 grade::2 semester::上 appears::2年级上
happy,[ˈhæpi],[ˈhæpi],幸福的,adj. 幸福的；高兴的；巧妙的,2年级上|6年级上,rj_start1 grade::2 semester::上 appears::2年级上 appears::6年级上
