Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,MeaningRaw,Books,Tags
always,[ˈɔːlweɪz],[ˈɔːlweɪz],总是,I always get up early.,我总是早起。,adv. 永远，一直；总是；常常,4年级上|5年级下,rj_start1 grade::4 semester::上 appears::4年级上 appears::5年级下
step,[step],[step],步；台阶,Watch your step.,小心脚下。,"n. 步，脚步；步骤；步伐；梯级
vt. 走，迈步
vi. 踏，踩；走",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
paint,[peɪnt],[peɪnt],油漆；给……刷漆,They paint the house.,他们给房子刷漆。,"vt. 油漆；绘画；装饰；涂色于；描绘；（用语言，文字等）描写；擦脂粉等
vi. 油漆；描绘；绘画；化妆
n. 油漆；颜料，涂料；绘画作品；胭脂等化妆品；色彩，装饰",4年级上|6年级上,rj_start1 grade::4 semester::上 appears::4年级上 appears::6年级上
evening,[ˈiːvnɪŋ],[ˈiːvnɪŋ],晚上,I read books in the evening.,我晚上读书。,"n. 晚上；傍晚；（联欢性的）晚会；后期
adj. 在晚上的；为晚上的；晚上用的
int. 晚上好（等于good evening）",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
dirty,[ˈdɜːti],[ˈdɜːrti],脏的,My shoes are dirty.,我的鞋脏了。,"adj. 下流的，卑鄙的；肮脏的；恶劣的；暗淡的
vt. 弄脏
vi. 变脏",4年级上|5年级下,rj_start1 grade::4 semester::上 appears::4年级上 appears::5年级下
their,[ðeə(r)],[ðer],他们的；她们的；它们的,Their house is near the park.,他们的房子在公园附近。,pron. 他们的，她们的；它们的,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
house,[haʊs],[haʊs],房子；住宅,Their house is beautiful.,他们的房子很漂亮。,"n. 住宅；家庭；机构；议会；某种用途的建筑物
vt. 覆盖；给…房子住；把…储藏在房内
vi. 住",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
poor,[pɔː(r)],[pʊr; pɔːr],贫穷的；可怜的,The poor family needs help.,这个贫困家庭需要帮助。,adj. 贫穷的；可怜的；贫乏的；卑鄙的,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
hope,[həʊp],[hoʊp],希望,I hope you are happy.,我希望你开心。,"n. 希望；期望；信心
vi. 希望；期待；信赖
vt. 希望；期望",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
so,[səʊ],[soʊ],所以；因此,It is rainy so we stay home.,下雨了，所以我们待在家里。,"conj. 所以；因此
adv. 如此，这么；确是如此
pron. 这样",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
day,[deɪ],[deɪ],天；一天,Have a nice day.,祝你今天愉快。,"n. 一天；时期；白昼
adj. 日间的；逐日的
adv. 每天；经常在白天地",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
usually,[ˈjuːʒuəli],[ˈjuːʒuəli; ˈjuːʒəli],通常,I usually go by bus.,我通常乘公交车去。,adv. 通常，经常,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
by bus,,,乘公交车,I go to school by bus.,我乘公交车上学。,na. 乘公共汽车,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
by boat,,,乘小船；乘船,We go there by boat.,我们乘小船去那里。,na. 乘船,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
by ship,,,乘轮船；乘船,They travel by ship.,他们乘船旅行。,乘船；乘轮船；坐轮船,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
by car,,,乘汽车,We go there by car.,我们乘汽车去那里。,na. 乘电车；乘汽车,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
by taxi,,,乘出租车,We go to the hotel by taxi.,我们乘出租车去酒店。,乘出租车；坐出租车；打的,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
by bike,,,骑自行车,I go to school by bike.,我骑自行车上学。,骑自行车；骑车；骑单车,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
on foot,,,步行,I go to school on foot.,我步行上学。,na. 步行；在进行中；徒步,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
by school bus,,,乘校车,She goes to school by school bus.,她乘校车上学。,无,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
by subway,,,乘地铁,We go downtown by subway.,我们乘地铁去市中心。,乘地铁；坐地铁；乘坐地铁,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
by plane,,,乘飞机,They travel by plane.,他们乘飞机旅行。,adv. 乘飞机,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
by train,,,乘火车,We go there by train.,我们乘火车去那里。,na. 坐火车,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
garden,[ˈɡɑːdn],[ˈɡɑːrdn],花园,There are flowers in the garden.,花园里有花。,"n. 花园；菜园
vt. 栽培花木
vi. 从事园艺；在园中种植",4年级上|6年级上,rj_start1 grade::4 semester::上 appears::4年级上 appears::6年级上
meeting place,[ˈmiːtɪŋ pleɪs],[ˈmiːtɪŋ pleɪs],集合地点,The gate is our meeting place.,大门是我们的集合地点。,n. 会场；聚集的地方,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
gate,[ɡeɪt],[ɡeɪt],大门,Wait for me at the gate.,在大门口等我。,"n. 大门；出入口；门道
vt. 给…装大门",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
transportation,[ˌtrænspɔːˈteɪʃn],[ˌtrænspɔːrˈteɪʃn],交通；交通方式,What transportation do you use?,你使用什么交通方式？,n. 运输；运输系统；运输工具；流放,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
film,[fɪlm],[fɪlm],电影,This film is interesting.,这部电影很有趣。,"n. 电影；薄膜；胶卷；轻烟
vt. 在…上覆以薄膜；把…拍成电影
vi. 摄制电影；生薄膜；变得朦胧",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
earth,[ɜːθ],[ɜːrθ],地球,The earth is our home.,地球是我们的家园。,"n. 地球；地表，陆地；土地，土壤；尘事，俗事；兽穴
vt. 把（电线）[电] 接地；盖（土）；追赶入洞穴
vi. 躲进地洞",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
snow,[snəʊ],[snoʊ],雪,There is snow in winter.,冬天有雪。,"n. 雪，积雪；下雪
vt. 使纷纷落下；使变白
vi. 降雪",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
theatre,[ˈθɪətə(r)],[ˈθiːətər],剧院,Let's go to the theatre.,我们去剧院吧。,n. 电影院，戏院；戏剧；阶梯式讲堂,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
come,[kʌm],[kʌm],来,Come to my house.,来我家吧。,"vi. 来；开始；出现；发生；变成；到达
vt. 做；假装；将满（…岁）
int. 嗨！",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
enjoy,[ɪnˈdʒɔɪ],[ɪnˈdʒɔɪ],喜欢；享受,I enjoy this film.,我喜欢这部电影。,vt. 欣赏，享受；喜爱；使过得快活,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
pen,[pen],[pen],钢笔,I write with a pen.,我用钢笔写字。,"n. 钢笔；作家；围栏
vt. 写；关入栏中",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
knife,[naɪf],[naɪf],刀,Be careful with the knife.,使用刀时要小心。,"n. 刀；匕首
vt. 用刀切；（口）伤害
vi. 劈开；划过",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
eraser,[ɪˈreɪzə(r)],[ɪˈreɪsər],橡皮,I need an eraser.,我需要一块橡皮。,n. 橡皮；擦除器；[计] 清除器,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
crayon,[ˈkreɪən; ˈkreɪɒn],[ˈkreɪən; ˈkreɪɑːn],蜡笔,I draw with crayons.,我用蜡笔画画。,"n. 蜡笔，有色粉笔
vt. 以蜡笔作画，用颜色粉笔画",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
scissors,[ˈsɪzəz],[ˈsɪzərz],剪刀,Be careful with the scissors.,使用剪刀时要小心。,"n. 剪刀；剪式跳法
v. 剪开；删除（scissor的第三人称单数）",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
glue stick,,,胶棒,I need a glue stick.,我需要一支胶棒。,n. 胶棒,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
paper,[ˈpeɪpə(r)],[ˈpeɪpər],纸,I draw on the paper.,我在纸上画画。,"n. 纸；论文；文件；报纸
adj. 纸做的
vt. 用纸糊；用纸包装
vi. 贴糊墙纸；发交通违章传票",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
use,[juːz],[juːz],使用,Can I use your pen?,我可以用你的钢笔吗？,"n. 使用；用途；发挥
vt. 利用；耗费
vi. 使用，运用",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
please,[pliːz],[pliːz],请,Please give me the paper.,请把纸给我。,"int. 请（礼貌用语）
vt. 使喜欢；使高兴，使满意
vi. 讨人喜欢；令人高兴",4年级上|5年级上,rj_start1 grade::4 semester::上 appears::4年级上 appears::5年级上
find,[faɪnd],[faɪnd],找到；发现,I can't find my pen.,我找不到我的钢笔。,"n. 发现
vi. 裁决
vt. 查找，找到；发现；认为；感到；获得",4年级上|6年级上,rj_start1 grade::4 semester::上 appears::4年级上 appears::6年级上
Information Centre,,,信息中心,Let's ask at the Information Centre.,我们去信息中心问问。,信息中心；资讯中心；情报中心,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
Excuse me,[ɪk'skjʊs mi],[ɪkˈskjuːz mi],劳驾；对不起,Excuse me where is the bank?,请问银行在哪里？,un. 请原谅；对不起,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
phone,[fəʊn],[foʊn],电话；打电话,I call Dad on the phone.,我给爸爸打电话。,"n. 电话；耳机，听筒
vt. 打电话
vi. 打电话",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
dad,[dæd],[dæd],爸爸,My dad is a doctor.,我爸爸是医生。,n. 爸爸；爹爹,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
hamburger,[ˈhæmbɜːɡə(r)],[ˈhæmbɜːrɡər],汉堡包,I want a hamburger.,我想要一个汉堡包。,n. 汉堡包，火腿汉堡；牛肉饼，肉饼；碎牛肉,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
shop,[ʃɒp],[ʃɑːp],商店；购物,This shop sells books.,这家商店卖书。,"n. 商店；店铺
vt. 购物
vi. 购物；买东西",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
climb on the window ledge,,,爬上窗台,Don't climb on the window ledge.,不要爬窗台。,无,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
dangerous,[ˈdeɪndʒərəs],[ˈdeɪndʒərəs],危险的,Playing with fire is dangerous.,玩火很危险。,"adj. 危险的
危险地",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
play with fire,,,玩火,Don't play with fire.,不要玩火。,na. 轻举妄动,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
Be careful!,,,小心！,Be careful on the stairs!,在楼梯上要小心！,小心；当心；注意,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
run down the stairs,,,跑下楼梯,Don't run down the stairs.,不要跑下楼梯。,无,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
sidewalk,[ˈsaɪdwɔːk],[ˈsaɪdwɔːk],人行道,Walk on the sidewalk.,在人行道上走。,n. 人行道,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
wait for,,,等待,Wait for the green light.,等绿灯。,na. 等；等待,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
safe,[seɪf],[seɪf],安全的,It is safe to wait here.,在这里等是安全的。,"n. 保险箱；冷藏室；纱橱
adj. 安全的；可靠的；平安的",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
stop,[stɒp],[stɑːp],停；停止,Stop at the red light.,红灯时停下来。,"n. 停止；车站；障碍；逗留
vi. 停止；中止；逗留；被塞住
vt. 停止；堵塞；断绝",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
street,[striːt],[striːt],街道,Don't run in the street.,不要在街道上跑。,"n. 街道
adj. 街道的",4年级上|4年级下,rj_start1 grade::4 semester::上 appears::4年级上 appears::4年级下
safety rule,,,安全规则,Follow the safety rules.,遵守安全规则。,安全规程,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
nurse,[nɜːs],[nɜːrs],护士,The nurse helps sick people.,护士帮助病人。,"vt. 看护，护理；照顾；培养；给…喂奶
vi. 照料，护理；喂奶；当保姆
n. 护士；奶妈，保姆",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
cook,[kʊk],[kʊk],厨师；做饭,My uncle is a cook.,我叔叔是一名厨师。,"n. 厨师，厨子
vt. 烹调，煮
vi. 烹调，做菜",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
doctor,[ˈdɒktə(r)],[ˈdɑːktər],医生,The doctor helps sick people.,医生帮助病人。,"vt. 修理；篡改，伪造；为…治病；授以博士学位
n. 医生；博士
vi. 就医；行医",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
bus driver,,,公交车司机,The bus driver drives a bus.,公交车司机开公交车。,na. (公共汽车)驾驶员；〈俚〉轰炸机驾驶员,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
police officer,[pəˈliːs ɒfɪsə(r)],[pəˈlis ˈɔfɪsɚ],警察；警官,The police officer helps people.,警察帮助人们。,n. 警官；警察；警务人员,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
taxi driver,,,出租车司机,My father is a taxi driver.,我爸爸是出租车司机。,n. 计程车司机,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
farmer,[ˈfɑːmə(r)],[ˈfɑːrmər],农民,The farmer works on a farm.,农民在农场工作。,n. 农夫，农民,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
worker,[ˈwɜːkə(r)],[ˈwɜːrkər],工人,The worker works hard.,工人努力工作。,n. 工人；劳动者；职蚁,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
in the future,,,将来；未来,I want to be a doctor in the future.,我将来想当医生。,adv. 今后,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
great,[ɡreɪt],[ɡreɪt],很棒的；伟大的,That is a great job.,那是一份很棒的工作。,"n. 大师；大人物；伟人们
adj. 伟大的，重大的；极好的，好的；主要的",4年级上|5年级上,rj_start1 grade::4 semester::上 appears::4年级上 appears::5年级上
job,[dʒɒb],[dʒɑːb],工作；职业,What is your father's job?,你爸爸做什么工作？,"n. 工作；职业
vt. 承包；代客买卖
vi. 做零工",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
sick,[sɪk],[sɪk],生病的,The doctor helps sick people.,医生帮助病人。,"adj. 厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的
n. 病人
vt. 使狗去咬；呕吐；追击",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
people,[ˈpiːp(ə)l],[ˈpiːpl],人们,Many people live in the city.,许多人住在城市里。,"n. 人；人类；民族；公民
vt. 居住于；使住满人",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
teach,[tiːtʃ],[tiːtʃ],教,Teachers teach children.,老师教孩子们。,"vt. 教；教授；教导
vi. 教授；讲授；当老师",4年级上|5年级上,rj_start1 grade::4 semester::上 appears::4年级上 appears::5年级上
just,[dʒʌst],[dʒʌst],只是；仅仅,I just want to help.,我只是想帮忙。,"adv. 只是，仅仅；刚才，刚刚；正好，恰好；实在；刚要
adj. 公正的，合理的；正直的，正义的；正确的；公平的；应得的",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
myself,[maɪˈself],[maɪˈself],我自己,I can do it myself.,我可以自己做。,pron. 我自己；我亲自；我的正常的健康状况和正常情绪,4年级上,rj_start1 grade::4 semester::上 appears::4年级上
sound,[saʊnd],[saʊnd],听起来；声音,That sounds great.,那听起来很棒。,"n. 声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条
adj. 健全的，健康的；合理的；可靠的；有效彻底的
vt. 听（诊）；测量，测…深；使发声；试探；宣告
vi. 听起来；发出声音；回响；测深
adv. 彻底地，充分地",4年级上,rj_start1 grade::4 semester::上 appears::4年级上
