LearnerProfile,LearnerLevel,NoteID,ContentFingerprint,ReviewStatus,ReviewedAt,ReviewerType,ReviewNote
klose,4,KV000001,d684ac55bd4867b7f089170f36b1bf2182f751068441450ee4d505ba804080c1,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000043,4eb955dd76ead574c62e1b75c179ef43d1b9485e52038c5dd24a24cbd61297a5,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000044,65f8f0dcbb390a6c1f473cc235a90a3eeed09684f16927402f563a334f6e9587,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000045,45a24821357851205f9484dde4379046f19caf455645bef5def5f2387201863f,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000046,a160cdbdf8655cb4663e73c9286f5e4ae16fab2eb0400d4441b3ded4a5a4b892,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000047,57229638c4d7e0463c6ce1405dd784f13f00a07fb30bf15c55af64ce0c86ffc0,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000048,5e767073c4341f2053c72db8c36d62f04532a5599745b6d3e7587f06377705cc,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000049,637c45d6375e7a810ade52a2ceaae430e55cb29afcd4847539b6b5deab197ebe,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000050,33ab47052d6ce84baecd93e6a70d1cf28b22083e7a974782c97c0c9680adc4e0,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000051,20ac09a36814a68cfd2f045a895fc3de979183afb2b8ffed4034823ce7aba176,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000052,0cde8ad9335bfc5ed12b412346664834bee06f33ae017935ae0ba8c92d930456,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000053,8675dd97d4059fae74c1af0c24d2a2437a875c6e629b3a3fbbca47a458e8aa74,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000054,223fe36829af9808be7320e7ee2150b6631952de9a1a7977e3ca2dd38c8998dd,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000055,cf0aa6b1644d99f738dc47b97811b6e8452e65d7b4afdfe77b63cc2c759bf6fd,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000056,fc5776b424289c5bb2683693439eac1e1ba75c9c8998ba301c8a85761970c542,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000057,0d1d05b64fbc9748b9c1dba78fdc37dff334a73aece494e926b8c9fdc3c9b179,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000058,b4207071b80c1b9227b4a4a85e18381390157c1cea16051f98ed732d72772654,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000059,22fca99c72b648543ecd3a9b2661f146768a9aff89b01c66a87f9c4fe3b70176,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000060,9100062e231f47b0493d7d72c99c08b2a400ddee88c7f29c4f36ef977a0e6df2,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000061,3b2cb1212a9c3c56a2b09248a45ef1e5bd64b77b9f2dfff94229dd1465981e8e,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000062,315e88227dd871d4cf5668ee248379407b9e16274e02310391618284bce419ee,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000063,690d5a26725b70ebe0e7496a0868fe518384b95cdc071de8a16c78ff0ef09799,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000064,482fcab84fbcde234721fbc948b22094cea0e488ee03c75d3a60dd56a12d3144,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000065,be792001e4ae6e3eccf2fea27faef53fedc5f2bc6ed657773c7b6b47973e38b7,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000066,4d5cc459e8ed5474fbc1e80f6b478ca4fc5c0105e4325d1920e1a80c70b1d907,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000067,5489fd48e54ae44a378ef5482614258008a47d0949f404b22ab7298e1b48e4e5,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000068,4777fbaeb6f1cbfcab9e548806a1884585d6065c63c508c03856a8ad552e84e1,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000069,eac3057161e9d2f5c504c4014bf6709b27288973c4aa4aefb087f8381dcbc8ab,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000070,01ef4ebf5606a0fd27bf34e0f79d9ca55ad02bf36e3e4657df9c6903e5371854,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000071,31aa9050369b3bfe08f788239da3b31aeb882bfc18fbdfd64753074b0a39d8b4,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000072,159d4b62a100f81677f1a2f2d702b3d2d8fdfcb419103fe5e2996e9eed78cab8,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000073,2a7bf8c8ccadd1fd7d3f6bc9a6c3e8ceb75d2f6cd706449290e2cc1207e90003,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000074,b4bb148628a5da2e3a7d7c4a0a7e0751cbd096012631118872d3a343fdf702fe,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000075,eafcbdb11513ca552848295a0e4f7471e2c92c3e218ddb9c28800056df20cbc7,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000076,1e76e94e80f89f355999147c1a000c45508a9a63406ca460b2f50a1e0548f2b9,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000077,7d165e0836cfb140df055b3e2635304e20e9e0ad287a08c4efc8d24387f4189e,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000078,64c2c7b2c120b0913bbf938e69658c8cb927800a6b3892dc52b2d9a1b9a9fcda,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000079,bffb57c3dd0420ff04f8f478f5af47850d8cd3fe76739611743d64afbeb375f0,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000080,83a3cab31628e266e6e4e83fc57aec7b801788fca1b9f5b1c18db0cc4376b32f,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000081,c75b773d28feb6b6de814dfc4ecd2d5e9dfaf8ef76d21ad3d5f2b92633e1a56f,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000082,55a6c97efb8d1f345be86929a7d9eb5ede68a58bea20915cf48d39c809fc3c9f,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000083,a4e5ee6fb67f080a34ac3c5c8a97fd0b6976c1924c2045930cc878d6eb6eca80,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000084,1bfaed7a298bd2a3c7922416cb8a5971a673f2322ae1a8c0716bd58bbf48e546,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000085,6bd4719f90d5d77903674b4960016763b5d286ccb3a4298ce7e3051c6b85125e,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000086,43547dde87ed77a5180e113afaab7f0504dfb1f723457356747a779a388b0dd3,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000087,3f7ec5ead1c752ccf78b05e513d770a6b1eb466e878be877695519df03bae5a9,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000088,be812c8e0f9d0f9de231716db4e0ca90fc2056d52206f703e210a5c16aecf68b,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000089,6919a21e4575063e9521042f86b067c3b378b14b5d6b84a6ec3eb21114c56507,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000090,3683f6078ba91d2eed9dc00c571ccd004436c9852f8d7a346c29df3c13b9fb55,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000091,d6413009794f24f626af9f51be6219e1370b5f9c93145b748641537a316875cc,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000092,e61295cb022dde0b2fa9f1946f7e76157980e79e3c1621885d7119e9a5b5fe4f,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000093,3edb5f155b2a98866571d6750eb525ddf804c1cea0ce0000aa265c9f7ccf64af,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000094,01412539f113a0149511ddfb3de95aa7e34b4c7acb5098b4b5eb160482667990,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000095,062a3d4e9a2ad824f090adaa88bcd3b022a352d6bfb2fd38d0de15303d4044b0,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000096,0ea94e85cceeae4ed8e97a26afc7e037bcf1efbd23d214690a92364330781b5f,pending,,,release-visible content changed after previous review; explicit re-review required
klose,4,KV000097,1536fcccd4e88179a976e2f75df373713f312cfedfcdc18c54ca252fab70355f,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000098,96e555c0f26421e1406c74f99d305e486f6ff27cba19bacdc638273152fa0722,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000099,8e44956bcfc109fc603c8b26a53da959ceea48394e37e409bf68a056a114671b,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000100,351f5bb50c18662f9fb67655e33e35ea8ab78ee4074ad153a2ec1bab07ccc8c1,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000101,77d102d34410210b8a059db133b5afea045fa7212b7ca0ee88c7b2d8078e1ffd,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000102,01abad324c35797d8eabfb18dbda1b534a9ace7d196d8be3dd442a37589f1f0d,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
