MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,StageAClass,SeedMatchKeys,SeedDisplayForms,SeedDefinitions,NeedsSenseReview
catch,catch,n. 捕捉;捕获物;窗钩 vt. 赶上;抓住;感染;了解 vi. 赶上;抓住,4年级下,1,new-surface-candidate,,,,yes
celebrate,celebrate,vt. 庆祝;举行;赞美;祝贺;宣告 vi. 庆祝;过节;举行宗教仪式,5年级下,1,new-surface-candidate,,,,yes
central,central,n. 电话总机 adj. 中心的;主要的;中枢的,4年级下,1,new-surface-candidate,,,,yes
children's day,Children's Day,na. 儿童节,5年级下,1,new-surface-candidate,,,,yes
chopsticks,chopsticks,n. 筷子,5年级下,1,new-surface-candidate,,,,yes
chore,chore,n. 家庭杂务;日常的零星事务;讨厌的或累人的工作,5年级上,1,new-surface-candidate,,,,yes
christmas day,Christmas Day,"n. 【宗,基督】圣诞节;圣诞节时期",5年级下,1,new-surface-candidate,,,,yes
christmas tree,Christmas tree,n. 【节】圣诞树,2年级上,1,new-surface-candidate,,,,yes
classmate,classmate,n. 同班同学,2年级上,1,new-surface-candidate,,,,yes
clean the room,clean the room,打扫房间;清扫房间;清洁房间,5年级上,1,new-surface-candidate,,,,yes
cleaned the window,cleaned the window,无,5年级下,1,new-surface-candidate,,,,yes
cleaning the room,cleaning the room,无,3年级下,1,new-surface-candidate,,,,yes
climb a hill,climb a hill,无,4年级上,1,new-surface-candidate,,,,yes
climb on the window ledge,climb on the window ledge,无,4年级上,1,new-surface-candidate,,,,yes
climbed a hill,climbed a hill,无,5年级下,1,new-surface-candidate,,,,yes
cola,cola,n. 可乐;可乐树(其子含咖啡碱),3年级上,1,new-surface-candidate,,,,yes
collecting erasers,collecting erasers,无,4年级下,1,new-surface-candidate,,,,yes
competition,competition,"n. 竞争;比赛,竞赛",6年级上,1,new-surface-candidate,,,,yes
computer class,computer class,计算机课;电脑班;电脑课,3年级下,1,new-surface-candidate,,,,yes
cooking dinner,cooking dinner,做饭;做晚餐;正在做饭,3年级下,1,new-surface-candidate,,,,yes
countryside,countryside,"n. 农村,乡下;乡下的全体居民",6年级下,1,new-surface-candidate,,,,yes
crossroads,crossroads,n. 十字路口;交叉路口;聚会的中心地点(crossroad的复数形式),4年级下,1,new-surface-candidate,,,,yes
curly,curly,adj. 卷曲的;卷毛的;(木材)有皱状纹理的;蜷缩的,5年级上,1,new-surface-candidate,,,,yes
cute,cute,"adj. 可爱的;漂亮的;聪明的,伶俐的",4年级下|5年级上,2,new-surface-candidate,,,,yes
danced,danced,v. 跳舞( dance的过去式和过去分词 ); 手舞足蹈; 摇晃; 跳跃,5年级下,1,new-surface-candidate,,,,yes
dancing,dancing,n. 跳舞;舞蹈 v. 跳舞;摇晃(dance的ing形式),4年级下,1,new-surface-candidate,,,,yes
danish,Danish,n. 丹麦语 adj. 丹麦的;丹麦人的;丹麦语(文)的,6年级上,1,new-surface-candidate,,,,yes
deaf,deaf,adj. 聋的,6年级上,1,new-surface-candidate,,,,yes
delicious,delicious,adj. 美味的;可口的,3年级上|5年级下,2,new-surface-candidate,,,,yes
dining room,dining room,n. 饭厅;餐厅,3年级下,1,new-surface-candidate,,,,yes
disneyland,Disneyland,n. 迪斯尼乐园;幻想世界,4年级下,1,new-surface-candidate,,,,yes
do the housework,do the housework,做家务;做家务活;料理家务,4年级下,1,new-surface-candidate,,,,yes
does,does,v. 做;工作;有用(do的第三人称单数形式),2年级上,1,new-surface-candidate,,,,yes
doing jigsaw puzzles,doing jigsaw puzzles,无,4年级下,1,new-surface-candidate,,,,yes
doll,doll,n. 洋娃娃;玩偶;无头脑的美丽女人 vt. 把...打扮得花枝招展,1年级下,1,new-surface-candidate,,,,yes
downtown,downtown,n. 市中心区;三分线以外 adj. 市中心的 adv. 往闹市区;在市区,6年级下,1,new-surface-candidate,,,,yes
drank cold drinks,drank cold drinks,无,5年级下,1,new-surface-candidate,,,,yes
draw pictures,draw pictures,画画;画图画;画儿,3年级下,1,new-surface-candidate,,,,yes
dream,dream,"n. 梦想,愿望;梦 adj. 梦的;理想的;不切实际的 vt. 梦想;做梦;想到 vi. 梦想;做梦,梦见;想到",4年级下,1,new-surface-candidate,,,,yes
dumpling,dumpling,"n. 饺子,汤团;面团布丁",6年级上,1,new-surface-candidate,,,,yes
eat breakfast,eat breakfast,吃早饭;吃早餐;食早餐,2年级下,1,new-surface-candidate,,,,yes
eat dinner,eat dinner,吃晚饭;吃晚餐;吃饭,2年级下,1,new-surface-candidate,,,,yes
eat lunch,eat lunch,吃午饭;吃午餐;吃中午饭,2年级下,1,new-surface-candidate,,,,yes
eat seafood,eat seafood,无,4年级下,1,new-surface-candidate,,,,yes
english-chinese dictionary,English-Chinese dictionary,英汉字典;辞典;氏英字典,6年级下,1,new-surface-candidate,,,,yes
every day,every day,na. 每日,2年级下,1,new-surface-candidate,,,,yes
everyone,everyone,n. 每个人 pron. 每个人;人人,3年级下,1,new-surface-candidate,,,,yes
everywhere,everywhere,n. 每个地方 adv. 到处,5年级下,1,new-surface-candidate,,,,yes
excuse me,Excuse me,un. 请原谅;对不起,4年级上,1,new-surface-candidate,,,,yes
exercise book,exercise book,n. 练习本;练习册;作业本,5年级上,1,new-surface-candidate,,,,yes
fall,fall,n. 下降;秋天;瀑布 adj. 秋天的 vi. 落下;变成;来临;减弱 vt. 砍倒;击倒,6年级上,1,new-surface-candidate,,,,yes
fantastic,fantastic,"n. 古怪的人 adj. 奇异的;空想的;异想天开的;古怪的;极好的,极出色的;不可思议的;不切实际的",5年级上,1,new-surface-candidate,,,,yes
father christmas,Father Christmas,na. 圣诞老人,2年级上,1,new-surface-candidate,,,,yes
father's day,Father's Day,na. 〈美〉父亲节(每年六月的第三个星期日),5年级下,1,new-surface-candidate,,,,yes
feeding the fish,feeding the fish,喂鱼 晕船,3年级下,1,new-surface-candidate,,,,yes
felt happy,felt happy,无,5年级下,1,new-surface-candidate,,,,yes
fifteen,fifteen,n. 十五;十五个;十五人组成的橄榄球队 num. 十五 adj. 十五的,2年级下,1,new-surface-candidate,,,,yes
flower show,flower show,na. 花卉展览,5年级下,1,new-surface-candidate,,,,yes
fly a kite,fly a kite,na. 放风筝;试探舆论;开空头支票;〈美〉(从狱中)非法寄出信件,2年级下|3年级下,2,new-surface-candidate,,,,yes
foggy,foggy,"adj. 有雾的;模糊的,朦胧的",6年级上,1,new-surface-candidate,,,,yes
for rent,for rent,na. 出租的;招租,3年级下,1,new-surface-candidate,,,,yes
fourteen,fourteen,num. 十四;十四个;第十四 n. 十四的记号;十四岁;十四点钟;十五世纪,2年级下,1,new-surface-candidate,,,,yes
free,free,"adj. 免费的;自由的,不受约束的;[化学] 游离的 vt. 使自由,解放;释放 adv. 自由地;免费",4年级下,1,new-surface-candidate,,,,yes
french,French,n. 法国人;法语 adj. 法国的;法语的;法国人的,6年级上,2,new-surface-candidate,,,,yes
french fries,French fries,n. 【食】炸薯条,5年级下,1,new-surface-candidate,,,,yes
frog,frog,n. 青蛙;[铁路] 辙叉;饰扣 vi. 捕蛙,6年级下,1,new-surface-candidate,,,,yes
get to,get to,na. 接触到;开始;〈美口〉收买,4年级下,1,new-surface-candidate,,,,yes
get up,get up,na. 起床;起身;站起来;叫...起床,2年级下|4年级上,2,new-surface-candidate,,,,yes
gloves,gloves,n. [服装] 手套(glove的复数) v. 给...戴手套(glove的三单形式),3年级上,1,new-surface-candidate,,,,yes
glue stick,glue stick,n. 胶棒,4年级上,1,new-surface-candidate,,,,yes
go boating,go boating,na. 乘船〔尤指划船〕游玩,4年级下,1,new-surface-candidate,,,,yes
go camping,go camping,去野营;去露营;宿营,4年级下,1,new-surface-candidate,,,,yes
go fishing,go fishing,去钓鱼;垂钓;我以前常去钓鱼,4年级上,1,new-surface-candidate,,,,yes
go for a picnic,go for a picnic,去野餐;去野炊;出去野炊,4年级下,1,new-surface-candidate,,,,yes
go home,go home,na. 回家;〈口〉死;(忠告等)刻骨铭心;击中,2年级下,1,new-surface-candidate,,,,yes
go skating,go skating,去滑冰;去溜冰;滑雪,4年级下,1,new-surface-candidate,,,,yes
go straight,go straight,na. 笔直走,4年级下,1,new-surface-candidate,,,,yes
go to a drawing club,go to a drawing club,无,4年级上,1,new-surface-candidate,,,,yes
go to bed,go to bed,na. 睡;同床;【印】付印,2年级下|5年级下,2,new-surface-candidate,,,,yes
go to school,go to school,na. 到校上课;上学去;开始求学,2年级下,1,new-surface-candidate,,,,yes
go to the cinema,go to the cinema,去看电影;去电影院;上电影院,4年级上,1,new-surface-candidate,,,,yes
grade,grade,n. 年级;等级;成绩;级别;阶段 vt. 评分;把...分等级 vi. 分等级;逐渐变化,3年级上,1,new-surface-candidate,,,,yes
grocery,grocery,n. 食品杂货店 食品杂货,4年级下,1,new-surface-candidate,,,,yes
guess,guess,n. 猜测;推测 vi. 猜;推测;猜中 vt. 猜测;认为;推测;猜中 n. 盖尔斯(美国服装品牌),5年级上,1,new-surface-candidate,,,,yes
habit,habit,"n. 习惯,习性;嗜好 vt. 使穿衣",6年级下,1,new-surface-candidate,,,,yes
handsome,handsome,"adj. (男子)英俊的;可观的;大方的,慷慨的;健美而端庄的",2年级上|3年级下,2,new-surface-candidate,,,,yes
happy,happy,adj. 幸福的;高兴的;巧妙的,2年级上|6年级上,2,new-surface-candidate,,,,yes
have a picnic,have a picnic,举行野餐;去野餐;吃野餐,5年级下,1,new-surface-candidate,,,,yes
help,help,n. 帮助;补救办法;帮忙者;有益的东西 vt. 帮助;促进;治疗;补救 vi. 帮助;有用;招待,3年级上,1,new-surface-candidate,,,,yes
helpful,helpful,adj. 有帮助的;有益的,5年级上,1,new-surface-candidate,,,,yes
here,here,n. 这里 adv. 在这里;此时 int. 嘿!;喂!,2年级上,1,new-surface-candidate,,,,yes
hiking,hiking,n. 徒步旅行,6年级上,1,new-surface-candidate,,,,yes
hockey,hockey,n. 曲棍球;冰球,6年级下,1,new-surface-candidate,,,,yes
hope,hope,n. 希望;期望;信心 vi. 希望;期待;信赖 vt. 希望;期望,4年级上,1,new-surface-candidate,,,,yes
hot pot,hot pot,na. 〈英〉马铃薯炖牛[羊]肉,6年级下,1,new-surface-candidate,,,,yes
ice lantern,ice lantern,无,6年级上,1,new-surface-candidate,,,,yes
ice-cream,ice-cream,"a. 冰淇淋的, 乳白色的",3年级上,1,new-surface-candidate,,,,yes
in one hour,in one hour,无,3年级下,1,new-surface-candidate,,,,yes
in the future,in the future,adv. 今后,4年级上,1,new-surface-candidate,,,,yes
information centre,Information Centre,信息中心;资讯中心;情报中心,4年级上,1,new-surface-candidate,,,,yes
insect,insect,n. 昆虫;卑鄙的人,6年级上,1,new-surface-candidate,,,,yes
into,into,prep. 到...里;深入...之中;成为...状况;进入到...之内,5年级下,1,new-surface-candidate,,,,yes
invent,invent,vt. 发明;创造;虚构,6年级上,1,new-surface-candidate,,,,yes
invention,invention,n. 发明;发明物;虚构;发明才能,6年级上,1,new-surface-candidate,,,,yes
inventor,inventor,n. 发明家;[专利] 发明人;创造者,6年级上,1,new-surface-candidate,,,,yes
jumped rope,jumped rope,跳绳游戏;跨越横线,5年级下,1,new-surface-candidate,,,,yes
jumping rope,jumping rope,跳绳;正在跳绳;跳跳绳,4年级上,1,new-surface-candidate,,,,yes
just,just,"adv. 只是,仅仅;刚才,刚刚;正好,恰好;实在;刚要 adj. 公正的,合理的;正直的,正义的;正确的;公平的;应得的",4年级上,1,new-surface-candidate,,,,yes
kangaroo,kangaroo,n. 袋鼠,6年级上,1,new-surface-candidate,,,,yes
kick,kick,"vt. 踢;反冲,朝后座 n. 踢;反冲,后座力 vi. 踢;反冲",3年级上,1,new-surface-candidate,,,,yes
knife,knife,n. 刀;匕首 vt. 用刀切;(口)伤害 vi. 劈开;划过,4年级上,1,new-surface-candidate,,,,yes
koala,koala,"n. 树袋熊,无尾熊(产于澳大利亚,又名考拉)",4年级下,1,new-surface-candidate,,,,yes
lake ontario,Lake Ontario,n. 安大略湖,6年级下,1,new-surface-candidate,,,,yes
learned to ride a bike,learned to ride a bike,无,5年级下,1,new-surface-candidate,,,,yes
learned to swim,learned to swim,无,5年级下,1,new-surface-candidate,,,,yes
learned to walk,learned to walk,无,5年级下,1,new-surface-candidate,,,,yes
leave,leave,"vt. 离开;留下;遗忘;委托 vi. 离开,出发;留下 n. 许可,同意;休假",4年级下,1,new-surface-candidate,,,,yes
less,less,adv. 较少地;较小地;更小地 adj. 较少的;较小的 prep. 减去 n. 较少;较小,6年级下,1,new-surface-candidate,,,,yes
let's,let's,让我们(let us的简写),2年级下,1,new-surface-candidate,,,,yes
listened to music,listened to music,无,5年级下,1,new-surface-candidate,,,,yes
listening to music,listening to music,无,3年级下,1,new-surface-candidate,,,,yes
living room,living room,n. 客厅;起居室,3年级下,1,new-surface-candidate,,,,yes
london,London,n. 伦敦,6年级上,1,new-surface-candidate,,,,yes
look forward to,look forward to,na. 盼望,3年级上|6年级上,2,new-surface-candidate,,,,yes
mail a present,mail a present,无,5年级下,1,new-surface-candidate,,,,yes
make a card,make a card,na. (牌戏)打成一墩,5年级下,1,new-surface-candidate,,,,yes
make a model plane,make a model plane,无,2年级下|3年级下,2,new-surface-candidate,,,,yes
make a phone call,make a phone call,打电话;打个电话;打电话号码,5年级下,1,new-surface-candidate,,,,yes
make a poster,make a poster,制作海报;做海报;作一个海报,5年级下,1,new-surface-candidate,,,,yes
make a snowman,make a snowman,堆雪人;做雪人;堆一个雪人,2年级下|3年级下,2,new-surface-candidate,,,,yes
make a video call,make a video call,无,5年级下,1,new-surface-candidate,,,,yes
make the bed,make the bed,铺床;整理床铺;整理被物,5年级上,1,new-surface-candidate,,,,yes
making models,making models,无,4年级下,1,new-surface-candidate,,,,yes
mammal,mammal,n. [脊椎] 哺乳动物,6年级上,1,new-surface-candidate,,,,yes
maple leaves,maple leaves,枫叶;枫树叶子;枫树留下,4年级下,1,new-surface-candidate,,,,yes
mark,mark,n. 标志;马克;符号;痕迹;分数 vi. 作记号 vt. .标志;做标记于;打分数 n. . 标志;做标记于;打分数,5年级下,1,new-surface-candidate,,,,yes
meeting place,meeting place,n. 会场;聚集的地方,4年级上,1,new-surface-candidate,,,,yes
merry,merry,adj. 愉快的;微醉的;嬉戏作乐的 n. 甜樱桃,2年级上,1,new-surface-candidate,,,,yes
metre,metre,n. 米;公尺;韵律,6年级上,1,new-surface-candidate,,,,yes
moose,moose,n. [脊椎] 驼鹿;麋 [ 复数 moose ],6年级下,1,new-surface-candidate,,,,yes
more,more,adv. 更多;此外;更大程度地 adj. 更多的;附加的 pron. 更多的数量 n. 更多,5年级下,1,new-surface-candidate,,,,yes
morning tea,morning tea,n. 早茶,6年级上,1,new-surface-candidate,,,,yes
mother's day,Mother's Day,na. (美国和加拿大的)母亲节,5年级下,1,new-surface-candidate,,,,yes
national day,National Day,na. 国庆日,5年级下,1,new-surface-candidate,,,,yes
nature shows,nature shows,无,5年级上,1,new-surface-candidate,,,,yes
neighbourhood,neighbourhood,n. 邻近;周围;邻居关系;附近一带,4年级下,1,new-surface-candidate,,,,yes
new year,New Year,n. 新年,2年级上,1,new-surface-candidate,,,,yes
new year's day,New Year's Day,na. 元旦,5年级下,1,new-surface-candidate,,,,yes
news shows,news shows,新闻节目,5年级上,1,new-surface-candidate,,,,yes
next to,next to,prep. 紧邻;在...近旁;仅次于;紧接,4年级下,1,new-surface-candidate,,,,yes
north,north,"n. 北,北方 adj. 北方的;朝北的 adv. 在北方,向北方",6年级上,1,new-surface-candidate,,,,yes
office,office,n. 办公室;政府机关;官职;营业处,5年级下,1,new-surface-candidate,,,,yes
on foot,on foot,na. 步行;在进行中;徒步,4年级上,1,new-surface-candidate,,,,yes
on the weekend,on the weekend,在周末;在这个周末;美式英语,4年级上,1,new-surface-candidate,,,,yes
once a week,once a week,一周一次;每周一次;一星期一次,4年级下,1,new-surface-candidate,,,,yes
out of,out of,prep. 来自;离开,5年级下,1,new-surface-candidate,,,,yes
paint,paint,"vt. 油漆;绘画;装饰;涂色于;描绘;(用语言,文字等)描写;擦脂粉等 vi. 油漆;描绘;绘画;化妆 n. 油漆;颜料,涂料;绘画作品;胭脂等化妆品;色彩,装饰",4年级上|6年级上,2,new-surface-candidate,,,,yes
party,party,"n. 政党,党派;聚会,派对;当事人 [复数 parties] vi. 参加社交聚会 [ 过去式 partied 过去分词 partied 现在分词 partying ]",3年级上|5年级上,2,new-surface-candidate,,,,yes
peanut,peanut,n. 花生,6年级上,1,new-surface-candidate,,,,yes
pear,pear,n. [园艺] 梨树;梨子,1年级上,1,new-surface-candidate,,,,yes
pen pal,pen pal,abbr. (=pen-friend) n. 笔友,6年级上,1,new-surface-candidate,,,,yes
pencil box,pencil box,铅笔盒;文具盒;你的铅笔盒,5年级上,1,new-surface-candidate,,,,yes
pencil sharpener,pencil sharpener,n. 卷笔刀,5年级上,1,new-surface-candidate,,,,yes
penguin,penguin,n. 企鹅;空军地勤人员,6年级上,1,new-surface-candidate,,,,yes
pet,pet,n. 宠物;生气;受宠爱的人 adj. 宠爱的 vt. 宠爱 vi. 生气;爱抚,3年级上,1,new-surface-candidate,,,,yes
pick fruit,pick fruit,无,4年级上,1,new-surface-candidate,,,,yes
ping-pong,ping-pong,n. 乒乓球;桌球,4年级上,1,new-surface-candidate,,,,yes
pity,pity,"n. 怜悯,同情;遗憾 vt. 对......表示怜悯;对......感到同情",6年级上,1,new-surface-candidate,,,,yes
place,place,n. 地方;住所;座位 vt. 放置;任命;寄予 vi. 名列前茅;取得名次,4年级下,1,new-surface-candidate,,,,yes
play chess,play chess,na. 下象棋,3年级下,1,new-surface-candidate,,,,yes
play computer games,play computer games,玩电脑游戏;打电脑游戏;玩电子游戏,4年级上,1,new-surface-candidate,,,,yes
play football,play football,na. 踢足球;对难办的事采取踢皮球的态度,2年级下|3年级下|4年级上,3,new-surface-candidate,,,,yes
play sports,play sports,做运动;进行体育运动;进行体育活动,3年级下,1,new-surface-candidate,,,,yes
play the violin,play the violin,拉小提琴;弹小提琴;演奏小提琴,4年级下,1,new-surface-candidate,,,,yes
play with,play with,na. 玩弄(火等);以...自娱,3年级下,1,new-surface-candidate,,,,yes
play with fire,play with fire,na. 轻举妄动,4年级上,1,new-surface-candidate,,,,yes
played chess,played chess,无,5年级下,1,new-surface-candidate,,,,yes
played computer games,played computer games,无,5年级下,1,new-surface-candidate,,,,yes
played the piano,played the piano,无,5年级下,1,new-surface-candidate,,,,yes
playtime,playtime,n. 游戏或娱乐的时间;开幕时刻,2年级下,1,new-surface-candidate,,,,yes
poem,poem,n. 诗,6年级上,1,new-surface-candidate,,,,yes
poet,poet,n. 诗人,6年级上,1,new-surface-candidate,,,,yes
police officer,police officer,n. 警官;警察;警务人员,4年级上,1,new-surface-candidate,,,,yes
polite,polite,"adj. 有礼貌的,客气的;文雅的;上流的;优雅的",5年级上,1,new-surface-candidate,,,,yes
poor,poor,adj. 贫穷的;可怜的;贫乏的;卑鄙的,4年级上,1,new-surface-candidate,,,,yes
popular,popular,"adj. 流行的,通俗的;受欢迎的;大众的;普及的",5年级上,1,new-surface-candidate,,,,yes
post office,post office,n. 邮局;邮政部门;邮政系统;邮差敲门游戏(儿童用假托的信件换取亲吻),4年级下,1,new-surface-candidate,,,,yes
present,present,n. 现在;礼物;瞄准 adj. 现在的;出席的 vt. 提出;介绍;呈现;赠送 vi. 举枪瞄准,2年级上,1,new-surface-candidate,,,,yes
president,president,n. 总统;董事长;校长;主席,6年级上,1,new-surface-candidate,,,,yes
pretty,pretty,n. 有吸引力的事物(尤指饰品);漂亮的人 adj. 漂亮的;可爱的;优美的 adv. 相当地;颇,2年级上|4年级下,2,new-surface-candidate,,,,yes
prize,prize,n. 奖品;奖赏;战利品 adj. 获奖的 vt. 珍视;捕获;估价,6年级上,1,new-surface-candidate,,,,yes
proud,proud,adj. 自豪的;得意的;自负的,6年级上,1,new-surface-candidate,,,,yes
public library,public library,na. 公立[公共]图书馆,6年级下,1,new-surface-candidate,,,,yes
queen's park,Queen's Park,皇后公园;女王公园;女王公园酒店,6年级下,1,new-surface-candidate,,,,yes
quite,quite,adv. 很;相当;完全,6年级下,1,new-surface-candidate,,,,yes
raccoon,raccoon,n. 浣熊;浣熊毛皮,6年级下,1,new-surface-candidate,,,,yes
read books,read books,读书;看书;阅读,3年级下,1,new-surface-candidate,,,,yes
reading,reading,"n. 阅读,朗读;读物;读数 v. 阅读(read的ing形式) adj. 阅读的",4年级下,1,new-surface-candidate,,,,yes
reptile,reptile,n. 爬行动物;卑鄙的人 adj. 爬虫类的;卑鄙的,6年级上,1,new-surface-candidate,,,,yes
restaurant,restaurant,n. 餐馆;[经] 饭店,4年级下,1,new-surface-candidate,,,,yes
ride a bike,ride a bike,骑自行车;骑车;骑单车,2年级下|3年级下,2,new-surface-candidate,,,,yes
roast turkey,roast turkey,n. 【食】烤火鸡,6年级下,1,new-surface-candidate,,,,yes
roller skating,roller skating,un. 滑旱冰,4年级上,1,new-surface-candidate,,,,yes
row a boat,row a boat,划船;摇船;划船最好用,4年级下,1,new-surface-candidate,,,,yes
rowed a boat,rowed a boat,无,5年级下,1,new-surface-candidate,,,,yes
run down the stairs,run down the stairs,无,4年级上,1,new-surface-candidate,,,,yes
running,running,n. 运转;赛跑;流出 v. 跑;运转(run的ing形式);行驶 adj. 连续的;流动的;跑着的;运转着的,4年级上,1,new-surface-candidate,,,,yes
safety rule,safety rule,安全规程,4年级上,1,new-surface-candidate,,,,yes
