MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,StageAClass,SeedMatchKeys,SeedDisplayForms,SeedDefinitions,NeedsSenseReview
ball,ball,n. 球;舞会 vt. 捏成球形 vi. 成团块,1年级下|4年级下,2,exact-surface-overlap,ball,ball,n. 球;舞会 vt. 捏成球形 vi. 成团块,yes
banana,banana,n. 香蕉;喜剧演员;大鹰钩鼻,1年级上,1,exact-surface-overlap,banana,banana,n. 香蕉;喜剧演员;大鹰钩鼻,yes
bank,bank,n. 银行;岸;浅滩;储库 vt. 将...存入银行;倾斜转弯 vi. 堆积;倾斜转弯,4年级下,1,new-surface-candidate,,,,yes
bark,bark,n. 树皮;深青棕色;毛皮;皮肤;狗叫 vt. 狗叫;尖叫;剥皮,5年级上,1,new-surface-candidate,,,,yes
basketball,basketball,n. 篮球;篮球运动,4年级上,1,exact-surface-overlap,basketball,basketball,n. 篮球;篮球运动,yes
bathroom,bathroom,n. 浴室;厕所;盥洗室,3年级下,1,exact-surface-overlap,bathroom,bathroom,n. 浴室;厕所;盥洗室,yes
be afraid of,be afraid of,na. 怕,6年级上,1,new-surface-candidate,,,,yes
be back,be back,na. 回家;回来,3年级下,1,new-surface-candidate,,,,yes
be careful!,Be careful!,小心;当心;注意,4年级上,1,new-surface-candidate,,,,yes
be good at,be good at,v. 善于,4年级上,1,new-surface-candidate,,,,yes
bear,bear,"n. 熊 vt. 结果实,开花(正式) vt. 忍受;承受;具有;支撑",1年级下,1,exact-surface-overlap,bear,bear,"n. 熊 vt. 结果实,开花(正式) vt. 忍受;承受;具有;支撑",yes
beautiful,beautiful,adj. 美丽的 出色地 出色的 迷人的 迷人地,3年级下,1,exact-surface-overlap,beautiful,beautiful,adj. 美丽的 出色地 出色的 迷人的 迷人地,yes
beaver,beaver,n. 海狸;海狸皮毛,6年级下,1,new-surface-candidate,,,,yes
because,because,conj. 因为,6年级上,1,new-surface-candidate,,,,yes
bed,bed,"n. 床;基础;河底, 海底 vt. 使睡觉;安置,嵌入;栽种 vi. 上床;分层",1年级下|3年级下,2,exact-surface-overlap,bed,bed,"n. 床;基础;河底, 海底 vt. 使睡觉;安置,嵌入;栽种 vi. 上床;分层",yes
bedroom,bedroom,n. 卧室 adj. 两性关系的;城郊住宅区的,3年级下,1,new-surface-candidate,,,,yes
bee,bee,"n. 蜜蜂,蜂;勤劳的人",5年级上,1,exact-surface-overlap,bee,bee,"n. 蜜蜂,蜂;勤劳的人",yes
before,before,"prep. 在...之前,先于 conj. 在...以前;在...之前 adv. 以前;在前",4年级下|5年级下,2,exact-surface-overlap,before,before,"prep. 在...之前,先于 conj. 在...以前;在...之前 adv. 以前;在前",yes
behind,behind,prep. 落后于;支持;晚于 n. 屁股 adv. 在后地;在原处,1年级下,1,exact-surface-overlap,behind,behind,prep. 落后于;支持;晚于 n. 屁股 adv. 在后地;在原处,yes
between,between,prep. 在...之间 adv. 在中间,4年级下,1,exact-surface-overlap,between,between,prep. 在...之间 adv. 在中间,yes
big,big,adj. 大的;重要的;量大的 adv. 大量地;顺利;夸大地,2年级上|3年级上,2,exact-surface-overlap,big,big,adj. 大的;重要的;量大的 adv. 大量地;顺利;夸大地,yes
big ben,Big Ben,"n. 英国伦敦议会大厦顶的大钟, 美国得州西南部的国立大本德公园(Big Bend National Park)",4年级下,1,new-surface-candidate,,,,yes
bird,bird,n. 鸟;家伙;羽毛球 vt. 向...喝倒彩;起哄 vi. 猎鸟;观察研究野鸟,1年级上|3年级上|6年级上,3,exact-surface-overlap,bird,bird,n. 鸟;家伙;羽毛球 vt. 向...喝倒彩;起哄 vi. 猎鸟;观察研究野鸟,yes
birthday,birthday,"n. 生日,诞辰;诞生的日子",3年级上|5年级下,2,exact-surface-overlap,birthday,birthday,"n. 生日,诞辰;诞生的日子",yes
bite,bite,n. 咬;一口;咬伤;刺痛 abbr. 机内测试设备(Built-In Test Equipment) vt. 咬;刺痛 vi. 咬;刺痛,3年级上,1,new-surface-candidate,,,,yes
black,black,n. 黑色;黑人;黑颜料 adj. 黑色的;黑人的;邪恶的 vt. 使变黑;把鞋油等涂在...上;把(眼眶)打成青肿 vi. 变黑,1年级上,1,exact-surface-overlap,black,black,n. 黑色;黑人;黑颜料 adj. 黑色的;黑人的;邪恶的 vt. 使变黑;把鞋油等涂在...上;把(眼眶)打成青肿 vi. 变黑,yes
blackboard,blackboard,n. 黑板,1年级下|3年级下,2,exact-surface-overlap,blackboard,blackboard,n. 黑板,yes
blind,blind,"n. 掩饰,借口;百叶窗 adj. 盲目的;瞎的 vt. 使失明;使失去理智 adv. 盲目地;看不见地",6年级上,1,new-surface-candidate,,,,yes
blue,blue,"adj. 蓝色的;沮丧的,忧郁的;下流的 n. 蓝色;[复数](美国海、陆、空三军穿的)蓝色制服;蓝颜料;[the blue(s)][用作单数或复数]布鲁斯(歌曲)(一种伤感的美国黑人民歌 vi. 变成蓝色,呈蓝色 vt. 把...染成蓝色;使成蓝色;给...用上蓝剂;用上蓝剂于",1年级上,1,exact-surface-overlap,blue,blue,"adj. 蓝色的;沮丧的,忧郁的;下流的 n. 蓝色;[复数](美国海、陆、空三军穿的)蓝色制服;蓝颜料;[the blue(s)][用作单数或复数]布鲁斯(歌曲)(一种伤感的美国黑人民歌 vi. 变成蓝色,呈蓝色 vt. 把...染成蓝色;使成蓝色;给...用上蓝剂;用上蓝剂于",yes
boat,boat,n. 小船;轮船 vi. 划船,2年级上,1,exact-surface-overlap,boat,boat,n. 小船;轮船 vi. 划船,yes
body,body,n. 身体;主体;大量;团体;主要部分 vt. 赋以形体,3年级上,1,exact-surface-overlap,body,body,n. 身体;主体;大量;团体;主要部分 vt. 赋以形体,yes
book,book,n. 书籍;卷;帐簿;名册;工作簿 vt. 预订;登记,1年级上,1,exact-surface-overlap,book,book,n. 书籍;卷;帐簿;名册;工作簿 vt. 预订;登记,yes
bookshop,bookshop,n. 书店,2年级上|4年级下,2,new-surface-candidate,,,,yes
boring,boring,n. 钻孔 adj. 无聊的;令人厌烦的 v. 钻孔;使厌烦;挖空(bore的ing形式),5年级下,1,new-surface-candidate,,,,yes
bought some gifts,bought some gifts,无,5年级下,1,new-surface-candidate,,,,yes
box,box,"n. 箱,盒子;包厢;一拳 vt. 拳击;装...入盒中;打耳光 vi. 拳击",1年级下|3年级下,2,exact-surface-overlap,box,box,"n. 箱,盒子;包厢;一拳 vt. 拳击;装...入盒中;打耳光 vi. 拳击",yes
boy,boy,n. 男孩;男人,2年级上,1,exact-surface-overlap,boy,boy,n. 男孩;男人,yes
bread,bread,n. 面包;生计 vt. 在...上洒面包屑,3年级上,1,exact-surface-overlap,bread,bread,n. 面包;生计 vt. 在...上洒面包屑,yes
bring,bring,vt. 带来;促使;引起;使某人处于某种情况或境地,6年级上,1,exact-surface-overlap,bring,bring,vt. 带来;促使;引起;使某人处于某种情况或境地,yes
broken,broken,v. 折断;打碎;损坏(break的过去分词) adj. 破碎的;坏掉的,6年级上,1,new-surface-candidate,,,,yes
brother,brother,n. 兄弟;同事;战友 int. 我的老兄!,2年级上|3年级下,2,exact-surface-overlap,brother,brother,n. 兄弟;同事;战友 int. 我的老兄!,yes
bus driver,bus driver,na. (公共汽车)驾驶员;〈俚〉轰炸机驾驶员,4年级上,1,new-surface-candidate,,,,yes
busy,busy,adj. 忙碌的;热闹的;正被占用的 vt. 使忙于,4年级下,1,exact-surface-overlap,busy,busy,adj. 忙碌的;热闹的;正被占用的 vt. 使忙于,yes
but,but,"conj. 但是;而是;然而 adv. 仅仅,只 prep. 除...以外",5年级上,1,exact-surface-overlap,but,but,"conj. 但是;而是;然而 adv. 仅仅,只 prep. 除...以外",yes
butterfly,butterfly,n. 蝴蝶;蝶泳;举止轻浮的人;追求享乐的人,5年级上,1,new-surface-candidate,,,,yes
buy,buy,"n. 购买,买卖;所购的物品 vi. 买,采购 vt. 购买;获得;贿赂",3年级上,1,exact-surface-overlap,buy,buy,"n. 购买,买卖;所购的物品 vi. 买,采购 vt. 购买;获得;贿赂",yes
buy toys,buy toys,无,4年级下,1,new-surface-candidate,,,,yes
by bike,by bike,骑自行车;骑车;骑单车,4年级上,1,new-surface-candidate,,,,yes
by boat,by boat,na. 乘船,4年级上,1,new-surface-candidate,,,,yes
by bus,by bus,na. 乘公共汽车,4年级上,1,new-surface-candidate,,,,yes
by car,by car,na. 乘电车;乘汽车,4年级上,1,new-surface-candidate,,,,yes
by plane,by plane,adv. 乘飞机,4年级上,1,new-surface-candidate,,,,yes
by school bus,by school bus,无,4年级上,1,new-surface-candidate,,,,yes
by ship,by ship,乘船;乘轮船;坐轮船,4年级上,1,new-surface-candidate,,,,yes
by subway,by subway,乘地铁;坐地铁;乘坐地铁,4年级上,1,new-surface-candidate,,,,yes
by taxi,by taxi,乘出租车;坐出租车;打的,4年级上,1,new-surface-candidate,,,,yes
by train,by train,na. 坐火车,4年级上,1,new-surface-candidate,,,,yes
cake,cake,n. 蛋糕;块状物;利益总额 vt. 使结块 vi. 结成块状,3年级上,1,exact-surface-overlap,cake,cake,n. 蛋糕;块状物;利益总额 vt. 使结块 vi. 结成块状,yes
call,call,n. 电话;呼叫;要求;访问 vi. 呼叫;拜访;叫牌 vt. 呼叫;称呼;召集,5年级上,1,exact-surface-overlap,call,call,n. 电话;呼叫;要求;访问 vi. 呼叫;拜访;叫牌 vt. 呼叫;称呼;召集,yes
campfire,campfire,n. 营火;营火会,4年级下,1,new-surface-candidate,,,,yes
can,can,aux. 能; 能够; 可以; 可能 n. 罐头; (用金属或塑料制作的)容器; (马口铁或其他金属制作的)食品罐头 vt. 将...装入密封罐中保存,1年级下,1,exact-surface-overlap,can,can,aux. 能; 能够; 可以; 可能 n. 罐头; (用金属或塑料制作的)容器; (马口铁或其他金属制作的)食品罐头 vt. 将...装入密封罐中保存,yes
can't,can't,abbr. 不能(can not),2年级下,1,new-surface-candidate,,,,yes
canada,Canada,n. 加拿大(北美洲国家),4年级下,1,exact-surface-overlap,canada,Canada,n. 加拿大(北美洲国家),yes
candy,candy,"n. 糖果(等于sweets);冰糖(等于sugar candy,rock candy);毒品 adj. 新潮的(服饰);甜言蜜语的 vt. 用糖煮;使结晶为砂糖;美化 vi. 糖煮;成为结晶",5年级下,1,new-surface-candidate,,,,yes
cap,cap,n. 盖;帽子 vt. 覆盖;胜过;给...戴帽;加盖于 vi. 脱帽致意,3年级上,1,exact-surface-overlap,cap,cap,n. 盖;帽子 vt. 覆盖;胜过;给...戴帽;加盖于 vi. 脱帽致意,yes
car,car,n. 汽车;车厢,1年级下,1,exact-surface-overlap,car,car,n. 汽车;车厢,yes
card,card,n. 卡片;纸牌;明信片 vt. 记于卡片上,2年级上,1,exact-surface-overlap,card,card,n. 卡片;纸牌;明信片 vt. 记于卡片上,yes
careless,careless,adj. 粗心的;无忧无虑的;淡漠的,5年级上,1,new-surface-candidate,,,,yes
cartoons,cartoons,n. 卡通动画;动漫图书(cartoon的复数) v. 画漫画(cartoon的三单形式),5年级上,1,new-surface-candidate,,,,yes
cat,cat,"n. 猫,猫科动物",1年级上|3年级上,2,exact-surface-overlap,cat,cat,"n. 猫,猫科动物",yes
catch,catch,n. 捕捉;捕获物;窗钩 vt. 赶上;抓住;感染;了解 vi. 赶上;抓住,4年级下,1,new-surface-candidate,,,,yes
celebrate,celebrate,vt. 庆祝;举行;赞美;祝贺;宣告 vi. 庆祝;过节;举行宗教仪式,5年级下,1,new-surface-candidate,,,,yes
central,central,n. 电话总机 adj. 中心的;主要的;中枢的,4年级下,1,new-surface-candidate,,,,yes
chair,chair,n. 椅子;讲座;(会议的)主席位;大学教授的职位 vt. 担任(会议的)主席;使...入座;使就任要职,1年级下|3年级下,2,exact-surface-overlap,chair,chair,n. 椅子;讲座;(会议的)主席位;大学教授的职位 vt. 担任(会议的)主席;使...入座;使就任要职,yes
chicken,chicken,"n. 鸡肉;小鸡;胆小鬼,懦夫 adj. 鸡肉的;胆怯的;幼小的",1年级下|3年级上,3,exact-surface-overlap,chicken,chicken,"n. 鸡肉;小鸡;胆小鬼,懦夫 adj. 鸡肉的;胆怯的;幼小的",yes
children,children,n. 孩子们(child的复数),3年级下,1,exact-surface-overlap,children,children,n. 孩子们(child的复数),yes
children's day,Children's Day,na. 儿童节,5年级下,1,new-surface-candidate,,,,yes
china,China,"n. 中国 n. china,瓷器 adj. 中国的;中国制造的 adj. china,瓷制的",4年级下,1,exact-surface-overlap,china,China,"n. 中国 n. china,瓷器 adj. 中国的;中国制造的 adj. china,瓷制的",yes
chinese,Chinese,"n. 中文,汉语;中国人 adj. 中国的,中国人的;中国话的",3年级下,1,exact-surface-overlap,chinese,Chinese,"n. 中文,汉语;中国人 adj. 中国的,中国人的;中国话的",yes
chopsticks,chopsticks,n. 筷子,5年级下,1,new-surface-candidate,,,,yes
chore,chore,n. 家庭杂务;日常的零星事务;讨厌的或累人的工作,5年级上,1,new-surface-candidate,,,,yes
christmas,Christmas,n. 圣诞节;圣诞节期间,2年级上,1,exact-surface-overlap,christmas,Christmas,n. 圣诞节;圣诞节期间,yes
christmas day,Christmas Day,"n. 【宗,基督】圣诞节;圣诞节时期",5年级下,1,new-surface-candidate,,,,yes
christmas tree,Christmas tree,n. 【节】圣诞树,2年级上,1,new-surface-candidate,,,,yes
city,city,"n. 城市,都市 adj. 城市的;都会的",4年级下,1,exact-surface-overlap,city,city,"n. 城市,都市 adj. 城市的;都会的",yes
class,class,"n. 阶级;班级;种类;班;等级 adj. 极好的;很好的,优秀的,出色的 vt. 分类;把...分等级;把...归入某等级,把...看作(或分类、归类);把...编入某一班级 vi. 属于...类(或等级),被列为某类(或某级)",3年级上,1,exact-surface-overlap,class,class,"n. 阶级;班级;种类;班;等级 adj. 极好的;很好的,优秀的,出色的 vt. 分类;把...分等级;把...归入某等级,把...看作(或分类、归类);把...编入某一班级 vi. 属于...类(或等级),被列为某类(或某级)",yes
classmate,classmate,n. 同班同学,2年级上,1,new-surface-candidate,,,,yes
classroom,classroom,n. 教室,3年级下,1,exact-surface-overlap,classroom,classroom,n. 教室,yes
clean the room,clean the room,打扫房间;清扫房间;清洁房间,5年级上,1,new-surface-candidate,,,,yes
cleaned the window,cleaned the window,无,5年级下,1,new-surface-candidate,,,,yes
cleaning the room,cleaning the room,无,3年级下,1,new-surface-candidate,,,,yes
clever,clever,adj. 聪明的;机灵的;熟练的 [ 比较级cleverer 最高级 cleverest ],5年级上,1,exact-surface-overlap,clever,clever,adj. 聪明的;机灵的;熟练的 [ 比较级cleverer 最高级 cleverest ],yes
climb a hill,climb a hill,无,4年级上,1,new-surface-candidate,,,,yes
climb on the window ledge,climb on the window ledge,无,4年级上,1,new-surface-candidate,,,,yes
climbed a hill,climbed a hill,无,5年级下,1,new-surface-candidate,,,,yes
clock,clock,n. 时钟;计时器 vt. 记录;记时 vi. 打卡;记录时间,6年级上,1,exact-surface-overlap,clock,clock,n. 时钟;计时器 vt. 记录;记时 vi. 打卡;记录时间,yes
cloudy,cloudy,adj. 多云的;阴天的;愁容满面的,2年级下,1,exact-surface-overlap,cloudy,cloudy,adj. 多云的;阴天的;愁容满面的,yes
coat,coat,n. 外套 vt. 覆盖...的表面,3年级上,1,exact-surface-overlap,coat,coat,n. 外套 vt. 覆盖...的表面,yes
cola,cola,n. 可乐;可乐树(其子含咖啡碱),3年级上,1,new-surface-candidate,,,,yes
cold,cold,"n. 寒冷;感冒 adj. 寒冷的;冷淡的,不热情的;失去知觉的 adv. 完全地",2年级下,1,exact-surface-overlap,cold,cold,"n. 寒冷;感冒 adj. 寒冷的;冷淡的,不热情的;失去知觉的 adv. 完全地",yes
collecting erasers,collecting erasers,无,4年级下,1,new-surface-candidate,,,,yes
colour,colour,"n. 颜色;风格;气色,面色;外貌 vt. 把...涂颜色,粉饰;歪曲;使脸红 vi. 变色",1年级上,1,exact-surface-overlap,colour,colour,"n. 颜色;风格;气色,面色;外貌 vt. 把...涂颜色,粉饰;歪曲;使脸红 vi. 变色",yes
come,come,vi. 来;开始;出现;发生;变成;到达 vt. 做;假装;将满(...岁) int. 嗨!,4年级上,1,exact-surface-overlap,come,come,vi. 来;开始;出现;发生;变成;到达 vt. 做;假装;将满(...岁) int. 嗨!,yes
competition,competition,"n. 竞争;比赛,竞赛",6年级上,1,new-surface-candidate,,,,yes
computer class,computer class,计算机课;电脑班;电脑课,3年级下,1,new-surface-candidate,,,,yes
cook,cook,"n. 厨师,厨子 vt. 烹调,煮 vi. 烹调,做菜",4年级上,1,exact-surface-overlap,cook,cook,"n. 厨师,厨子 vt. 烹调,煮 vi. 烹调,做菜",yes
cooking dinner,cooking dinner,做饭;做晚餐;正在做饭,3年级下,1,new-surface-candidate,,,,yes
cool,cool,n. 凉爽;凉爽的空气 adj. 凉爽的;冷静的;出色的 vt. 使...冷却;使...平静下来 vi. 变凉;平息 adv. 冷静地,2年级下|5年级上,2,exact-surface-overlap,cool,cool,n. 凉爽;凉爽的空气 adj. 凉爽的;冷静的;出色的 vt. 使...冷却;使...平静下来 vi. 变凉;平息 adv. 冷静地,yes
country,country,"n. 国家,国土;国民;乡下,农村;乡村;故乡 adj. 祖国的,故乡的;地方的,乡村的;国家的;粗鲁的;乡村音乐的",4年级下,1,exact-surface-overlap,country,country,"n. 国家,国土;国民;乡下,农村;乡村;故乡 adj. 祖国的,故乡的;地方的,乡村的;国家的;粗鲁的;乡村音乐的",yes
countryside,countryside,"n. 农村,乡下;乡下的全体居民",6年级下,1,new-surface-candidate,,,,yes
cousin,cousin,n. 堂兄弟姊妹;表兄弟姊妹,3年级下,1,exact-surface-overlap,cousin,cousin,n. 堂兄弟姊妹;表兄弟姊妹,yes
cow,cow,"n. 奶牛,母牛;母兽 vt. 威胁,恐吓",5年级上,1,exact-surface-overlap,cow,cow,"n. 奶牛,母牛;母兽 vt. 威胁,恐吓",yes
crayon,crayon,"n. 蜡笔,有色粉笔 vt. 以蜡笔作画,用颜色粉笔画",4年级上,1,exact-surface-overlap,crayon,crayon,"n. 蜡笔,有色粉笔 vt. 以蜡笔作画,用颜色粉笔画",yes
crossroads,crossroads,n. 十字路口;交叉路口;聚会的中心地点(crossroad的复数形式),4年级下,1,new-surface-candidate,,,,yes
cry,cry,n. 叫喊;叫声;口号;呼叫 vi. 哭;叫;喊 vt. 叫喊;哭出;大声说,6年级上,1,exact-surface-overlap,cry,cry,n. 叫喊;叫声;口号;呼叫 vi. 哭;叫;喊 vt. 叫喊;哭出;大声说,yes
curly,curly,adj. 卷曲的;卷毛的;(木材)有皱状纹理的;蜷缩的,5年级上,1,new-surface-candidate,,,,yes
cute,cute,"adj. 可爱的;漂亮的;聪明的,伶俐的",4年级下|5年级上,2,new-surface-candidate,,,,yes
dad,dad,n. 爸爸;爹爹,4年级上,1,exact-surface-overlap,dad,dad,n. 爸爸;爹爹,yes
dance,dance,n. 舞蹈;舞会;舞曲 adj. 舞蹈的;用于跳舞的 vt. 跳舞;使跳跃 vi. 跳舞;跳跃;飘扬,3年级上|3年级下,2,exact-surface-overlap,dance,dance,n. 舞蹈;舞会;舞曲 adj. 舞蹈的;用于跳舞的 vt. 跳舞;使跳跃 vi. 跳舞;跳跃;飘扬,yes
danced,danced,v. 跳舞( dance的过去式和过去分词 ); 手舞足蹈; 摇晃; 跳跃,5年级下,1,new-surface-candidate,,,,yes
dancing,dancing,n. 跳舞;舞蹈 v. 跳舞;摇晃(dance的ing形式),4年级下,1,new-surface-candidate,,,,yes
dangerous,dangerous,adj. 危险的 危险地,4年级上,1,exact-surface-overlap,dangerous,dangerous,adj. 危险的 危险地,yes
danish,Danish,n. 丹麦语 adj. 丹麦的;丹麦人的;丹麦语(文)的,6年级上,1,new-surface-candidate,,,,yes
day,day,n. 一天;时期;白昼 adj. 日间的;逐日的 adv. 每天;经常在白天地,4年级上,1,exact-surface-overlap,day,day,n. 一天;时期;白昼 adj. 日间的;逐日的 adv. 每天;经常在白天地,yes
deaf,deaf,adj. 聋的,6年级上,1,new-surface-candidate,,,,yes
dear,dear,n. 亲爱的人 adj. 亲爱的;尊敬的;昂贵的 adv. 高价地;疼爱地 int. 哎呀,3年级上,1,exact-surface-overlap,dear,dear,n. 亲爱的人 adj. 亲爱的;尊敬的;昂贵的 adv. 高价地;疼爱地 int. 哎呀,yes
december,December,n. 十二月,3年级上,1,exact-surface-overlap,december,December,n. 十二月,yes
delicious,delicious,adj. 美味的;可口的,3年级上|5年级下,2,new-surface-candidate,,,,yes
desk,desk,n. 办公桌;服务台;编辑部;(美)讲道台;乐谱架 adj. 书桌的;桌上用的;伏案做的,1年级下|3年级下,2,exact-surface-overlap,desk,desk,n. 办公桌;服务台;编辑部;(美)讲道台;乐谱架 adj. 书桌的;桌上用的;伏案做的,yes
different,different,"adj. 不同的;个别的,与众不同的",4年级下,1,exact-surface-overlap,different,different,"adj. 不同的;个别的,与众不同的",yes
dining room,dining room,n. 饭厅;餐厅,3年级下,1,new-surface-candidate,,,,yes
dirty,dirty,"adj. 下流的,卑鄙的;肮脏的;恶劣的;暗淡的 vt. 弄脏 vi. 变脏",4年级上|5年级下,2,exact-surface-overlap,dirty,dirty,"adj. 下流的,卑鄙的;肮脏的;恶劣的;暗淡的 vt. 弄脏 vi. 变脏",yes
disneyland,Disneyland,n. 迪斯尼乐园;幻想世界,4年级下,1,new-surface-candidate,,,,yes
