MatchKey,DisplayForms,Definitions,OccurrenceCount,Books,CandidateClass,CandidateNoteIDs,CandidateWords,CandidateSenses,AutoDecision,NeedsSenseReview
collect,collect,vt. 收集;募捐 adj. 由收件人付款的 vi. 收集;聚集;募捐 adv. 由收件人付款地,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
computer,computer,n. 计算机;电脑;电子计算机,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
corn,corn,n. (美)玉米;(英)谷物;[皮肤] 鸡眼 vt. 腌;使成颗粒,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
crowd,crowd,"n. 群众,一伙;一堆,许多,大众 v. 拥挤,挤满,挤进 vt. 挤满,将...塞进;催促,催逼 vi. 挤,拥挤,聚集",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
cup,cup,n. 杯子;奖杯;酒杯 vt. 使成杯状;为...拔火罐,2,1年级上|6年级下,no-existing-match,,,,new-identity-candidate,yes
date,date,n. 日期;约会;年代;枣椰子 vt. 确定...年代;和...约会 vi. 过时;注明日期;始于(某一历史时期),1,3年级上,no-existing-match,,,,new-identity-candidate,yes
daughter,daughter,n. 女儿;[遗][农学] 子代 adj. 女儿的;子代的,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
decide,decide,"vi. 决定,下决心 vt. 决定;解决;判决",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
deer,deer,n. 鹿,1,1年级上,no-existing-match,,,,new-identity-candidate,yes
difficult,difficult,adj. 困难的;不随和的;执拗的,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
dish,dish,n. 盘;餐具;一盘食物;外貌有吸引力的人 vt. 盛于碟盘中;分发;使某人的希望破灭;说(某人)的闲话 vi. 成碟状;闲谈,1,1年级上,no-existing-match,,,,new-identity-candidate,yes
down,down,"prep. 沿着,往下 n. 软毛,绒毛;[地质] 开阔的高地 adj. 向下的 vt. 打倒,击败 adv. 向下,下去;在下面 vi. 下降;下去",1,2年级下,no-existing-match,,,,new-identity-candidate,yes
draw,draw,n. 平局;抽签 vi. 拉;拖 vt. 画;拉;吸引,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
drive,drive,"n. 驱动器;驾车;[心理] 内驱力,推进力;快车道 vi. 开车;猛击;飞跑 vt. 推动,发动(机器等);驾驶(马车,汽车等);驱赶",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
drop,drop,n. 滴;落下;空投;微量;滴剂 vt. 滴;使降低;使终止;随口漏出 vi. 下降;终止,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
dropped,dropped,"v. 下降,减少;掉下,滴下(drop的过去式和过去分词形式) adj. 抛踢球得分的",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
easy,easy,"adj. 容易的;舒适的 vt. 发出停划命令 adv. 不费力地,从容地 vi. 停止划桨",1,4年级上,no-existing-match,,,,new-identity-candidate,yes
eat,eat,"vt. 吃,喝;腐蚀;烦扰 vi. 进食;腐蚀,侵蚀",1,4年级上,no-existing-match,,,,new-identity-candidate,yes
eighteen,eighteen,"n. 十八,十八个 num. 十八 adj. 十八个的,十八的",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
eighteenth,eighteenth,"num. 第十八;十八分之一 adj. 第十八的,第十八个的;十八分之一的",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
eighth,eighth,num. 第八;八分之一 adj. 第八的;八分之一的,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
eighty,eighty,"num. 八十 n. 八十;八十岁;八十年代 adj. 八十的,八十个的;八十岁的",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
eleventh,eleventh,num. 第十一;十一分之一 n. 第十一;十一分之一 adj. 第十一的;十一分之一的,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
else,else,adj. 别的;其他的 adv. 其他;否则;另外,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
email,email,n. 电子信函 vt. 给...发电子邮件,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
engineer,engineer,n. 工程师;工兵;火车司机 vt. 设计;策划;精明地处理 vi. 设计;建造,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
enough,enough,"n. 很多;充足 adj. 充足的 adv. 足够地,充足地 int. 够了!",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
every,every,"adj. 每一的,每个的;每隔...的",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
example,example,n. 例子;榜样 vt. 作为...的例子;为...做出榜样 vi. 举例,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
exciting,exciting,adj. 令人兴奋的;使人激动的 v. 激动;刺激(excite的ing形式);唤起,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
excuse,excuse,n. 借口;理由 vt. 原谅;为...申辩;给...免去 vi. 作为借口;请求宽恕;表示宽恕,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
far,far,n. 远方 adj. 远的;久远的 adv. 很;遥远地;久远地;到很远的距离;到很深的程度,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
fever,fever,"n. 发烧,发热;狂热 vt. 使发烧;使狂热;使患热病 vi. 发烧;狂热;患热病",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
fine,fine,"n. 罚款 adj. 好的;优良的;细小的,精美的;健康的;晴朗的 vt. 罚款;澄清 adv. 很好地;精巧地",1,4年级上,no-existing-match,,,,new-identity-candidate,yes
finish,finish,"n. 结束;完美;回味(葡萄酒) vt. 完成;结束;用完 vi. 结束,终止;终结",1,5年级上,no-existing-match,,,,new-identity-candidate,yes
fix,fix,n. 困境;方位;贿赂 vt. 使固定;修理;安装;准备 vi. 固定;注视,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
flag,flag,n. 标志;旗子 vt. 标记;插旗 vi. 标记;衰退;枯萎,2,1年级下|3年级下,no-existing-match,,,,new-identity-candidate,yes
flu,flu,n. 流感,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
fourteenth,fourteenth,num. 第十四 n. 第十四;月的第十四日;十四分之一 adj. 第十四的;第十四个的,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
fourth,fourth,"num. 第四 n. 第四,月的第四日;四分之一 adj. 第四的,第四个的;四分之一的",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
fox,fox,n. 狐狸;狡猾的人 vt. 欺骗;使变酸 vi. 假装;耍狡猾手段,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
fridge,fridge,n. 电冰箱,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
from,from,"prep. 来自,从;由于;今后",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
front,front,n. 前面;正面;前线 adj. 前面的;正面的 vt. 面对;朝向;对付 vi. 朝向 adv. 在前面;向前,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
gift,gift,n. 礼物;天赋;赠品 vt. 赋予;向...赠送,2,1年级下|3年级上,no-existing-match,,,,new-identity-candidate,yes
glad,glad,adj. 高兴的;乐意的;令人高兴的;灿烂美丽的 vt. 使高兴,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
glass,glass,n. 玻璃;玻璃制品;镜子 vt. 反映;给某物加玻璃 vi. 成玻璃状,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
glasses,glasses,n. [轻] 眼镜;玻璃(glass的复数形式);双筒望远镜 v. 把...装入玻璃容器内;给...装上玻璃(glass的第三人称单数形式),1,6年级上,no-existing-match,,,,new-identity-candidate,yes
gold,gold,"n. 金,黄金;金色;金币 adj. 金的,金制的;金色的",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
golf,golf,n. 高尔夫球;高尔夫球运动 vi. 打高尔夫球,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
good,good,n. 好处;善行;慷慨的行为 adj. 好的;优良的;愉快的;虔诚的 adv. 好,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
goodbye,goodbye,int. 再见 放弃 告别,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
grandma,grandma,n. 奶奶;外婆,1,2年级上,no-existing-match,,,,new-identity-candidate,yes
grandpa,grandpa,n. 爷爷;外公,1,2年级上,no-existing-match,,,,new-identity-candidate,yes
grapes,grapes,n. [园艺] 葡萄(grape的复数),1,1年级下,no-existing-match,,,,new-identity-candidate,yes
grey,grey,n. 灰色 adj. 灰色的;灰白的 vt. 使变成灰色;使变老 vi. 变成灰色;老化,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
ground,ground,n. 地面;土地;范围;战场;根据 v. 研磨(grind的过去分词);压迫 adj. 土地的;地面上的;磨碎的;磨过的 vt. 使接触地面;打基础;使搁浅 vi. 着陆;搁浅,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
gym,gym,n. 健身房;体育;体育馆,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
half,half,n. 一半;半场;半学年 adj. 一半的;不完全的;半途的 adv. 一半地;部分地,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
happen,happen,vi. 发生;碰巧;偶然遇到,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
happened,happened,"v. 发生(happen的过去式,过去分词)",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
healthy,healthy,"adj. 健康的,健全的;有益于健康的",1,4年级上,no-existing-match,,,,new-identity-candidate,yes
heavy,heavy,"n. 重物;严肃角色 adj. 沉重的;繁重的,巨大的;拥挤的;阴沉的 adv. 大量地;笨重地",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
hello,hello,"n. 表示问候, 惊奇或唤起注意时的用语 int. 喂;哈罗",1,2年级下,no-existing-match,,,,new-identity-candidate,yes
hi,hi,int. 嗨!(表示问候或用以唤起注意),1,3年级上,no-existing-match,,,,new-identity-candidate,yes
high,high,n. 高水平;天空;由麻醉品引起的快感;高压地带 adj. 高的;高级的;崇高的;高音调的 adv. 高;奢侈地,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
him,him,pron. 他(宾格),1,5年级上,no-existing-match,,,,new-identity-candidate,yes
history,history,"n. 历史,历史学;历史记录;来历",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
hold,hold,"n. 控制;保留 vi. 支持;有效;持续 vt. 持有;拥有;保存;拘留;约束或控制 又作“Hold住”使用,中英混用词汇,表示轻松掌控全局。 [ 过去式 held 过去分词 held或holden 现在分词 holding ]",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
holiday,holiday,n. 假日;节日;休息日 vi. 外出度假,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
hour,hour,n. 小时;钟头;课时;...点钟,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
housework,housework,n. 家务事,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
hundred,hundred,num. 百;百个 n. 一百;许多 adj. 一百的;许多的,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
hut,hut,n. 小屋;临时营房 vt. 使住在小屋中;驻扎 vi. 住在小屋中;驻扎,1,1年级上,no-existing-match,,,,new-identity-candidate,yes
ice,ice,n. 冰;冰淇淋;矜持;(俚)钻石 adj. 冰的 vt. 冰镇;结冰 vi. 结冰,2,1年级下|4年级上,no-existing-match,,,,new-identity-candidate,yes
invite,invite,"n. 邀请 vt. 邀请,招待;招致",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
jam,jam,"n. 果酱;拥挤;困境;扣篮 vt. 使堵塞;挤进,使塞满;混杂;压碎 vi. 堵塞;轧住",1,1年级下,no-existing-match,,,,new-identity-candidate,yes
join,join,vt. 参加;结合;连接 vi. 加入;参加;结合 n. 结合;连接;接合点,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
jump,jump,n. 跳跃;暴涨;惊跳 vt. 跳跃;使跳跃;跳过;突升 vi. 跳跃;暴涨;猛增,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
keep,keep,vt. 保持;经营;遵守;饲养 vi. 保持;继续不断 n. 保持;生计;生活费,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
key,key,n. (打字机等的)键;关键;钥匙 vt. 键入;锁上;调节...的音调;提供线索 vi. 使用钥匙 adj. 关键的,2,1年级上|4年级下,no-existing-match,,,,new-identity-candidate,yes
kitten,kitten,n. 小猫;小动物 vi. 产小猫,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
knee,knee,"n. 膝盖,膝 vt. 用膝盖碰",1,1年级上,no-existing-match,,,,new-identity-candidate,yes
labour,labour,n. (英国)工党,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
lesson,lesson,n. 教训;课 vt. 教训;上课,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
let,let,"vt. 允许,让;出租;假设;妨碍 vi. 出租;被承包 n. 障碍;出租屋",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
lion,lion,n. 狮子;名人;勇猛的人;社交场合的名流,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
listen,listen,"vi. 听,倾听;听从,听信 n. 听,倾听",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
litter,litter,"n. 垃圾;轿,担架;一窝(动物的幼崽);凌乱 vt. 乱丢;给...垫褥草;把...弄得乱七八糟 vi. 产仔;乱扔废弃物",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
little,little,adj. 小的;很少的;短暂的;小巧可爱的 adv. 完全不 n. 少许;没有多少;短时间,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
lose,lose,vt. 浪费;使沉溺于;使迷路;遗失;错过 vi. 失败;受损失,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
lucky,lucky,adj. 幸运的;侥幸的,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
make,make,"vt. 使得;进行;布置,准备,整理;制造;认为;获得;形成;安排;引起;构成 vi. 开始;前进;增大;被制造 n. 制造;构造;性情",1,2年级下,no-existing-match,,,,new-identity-candidate,yes
marker,marker,n. 记分员;书签;标识物;作记号的人,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
match,match,"vt. 使比赛;使相配;敌得过,比得上;相配;与...竞争 vi. 比赛;匹配;相配,相称;相比 n. 比赛,竞赛;匹配;对手;火柴",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
me,me,pron. 我(宾格) n. 自我;极端自私的人;自我的一部分,1,2年级上,no-existing-match,,,,new-identity-candidate,yes
miss,Miss|miss,"n. 女士,小姐,年轻未婚女子 vt. 错过,想念,缺(勤)",2,3年级上|4年级下,no-existing-match,,,,new-identity-candidate,yes
model,model,n. 模型;典型;模范;模特儿;样式 vt. 模拟;塑造;模仿 vi. 做模型;做模特儿 adj. 模范的;作模型用的,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
modern,modern,"adj. 现代的,近代的;时髦的 n. 现代人;有思想的人",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
month,month,"n. 月,一个月的时间",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
moon,moon,n. 月亮;月球;月光;卫星 vi. 闲荡;出神 vt. 虚度,1,1年级上,no-existing-match,,,,new-identity-candidate,yes
most,most,"adv. 最;非常,极其;最多;几乎 adj. 大部分的,多数的;最多的 n. 大部分,大多数",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
mountain,mountain,n. 山;山脉,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
mr,Mr,abbr. 先生(Mister),1,6年级上,no-existing-match,,,,new-identity-candidate,yes
mrs,Mrs,n. 太太;夫人(用于已婚妇女姓名前的尊称),1,4年级上,no-existing-match,,,,new-identity-candidate,yes
mum,mum,adj. 沉默的 n. 妈妈(口语);沉默;菊花 vi. 演哑剧 int. 别说话,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
must,must,"aux. 必须,一定;可以,应当;很可能 n. 绝对必要的事物;未发酵葡萄汁",1,5年级上,no-existing-match,,,,new-identity-candidate,yes
nearby,nearby,"adj. 附近的,邻近的 adv. 在附近 prep. 在...附近",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
neck,neck,n. 脖子;衣领;海峡 vi. 搂著脖子亲吻;变狭窄 vt. 使变细;与...搂著脖子亲吻,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
nephew,nephew,n. 侄子;外甥,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
nervous,nervous,adj. 神经的;紧张不安的;强健有力的,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
net,net,n. 网;网络;净利;实价 vi. 编网 vt. 得到;净赚;用网捕 adj. 纯粹的;净余的,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
next,next,adv. 然后;下次;其次 adj. 下一个的;其次的;贴近的 n. 下一个 prep. 靠近;居于...之后,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
niece,niece,"n. 外甥女,侄女",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
night,night,"n. 夜晚,晚上;黑暗,黑夜 adj. 夜晚的,夜间的",2,1年级上|5年级上,no-existing-match,,,,new-identity-candidate,yes
nineteen,nineteen,num. 十九,1,2年级上,no-existing-match,,,,new-identity-candidate,yes
nineteenth,nineteenth,num. 第十九;十九分之一,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
ninety,ninety,n. 九十 adj. 九十的;九十岁的 num. 九十,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
ninth,ninth,num. 第九 adj. 第九的;九分之一的 n. 九分之一,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
noisy,noisy,adj. .嘈杂的;喧闹的;聒噪的,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
noodle,noodle,n. 面条;笨蛋,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
not,not,"adv. 表示否定,不 n. “非”(计算机中逻辑运算的一种)",1,2年级下,no-existing-match,,,,new-identity-candidate,yes
nothing,nothing,neg. 没什么;毫不 n. 无;零;不关紧要之事 adv. 毫不;决不 pron. 无事;无物 int. 什么也没有,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
number,number,n. 数;(杂志等的)期;号码;数字;算术 vi. 计入;总数达到 vt. 编号;计入;数...的数目;使为数有限,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
nut,nut,"n. 螺母,螺帽;坚果;难对付的人,难解的问题 vi. 采坚果",2,1年级上|5年级下,no-existing-match,,,,new-identity-candidate,yes
o'clock,o'clock,abbr. ...点钟(等于of the clock),1,2年级下,no-existing-match,,,,new-identity-candidate,yes
oil,oil,n. 油;石油;油画颜料 vt. 加油;涂油;使融化 vi. 融化;加燃油,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
open,open,adj. 公开的;敞开的;空旷的;坦率的;营业着的 vi. 开始;展现 vt. 公开;打开 n. 公开;空旷;户外,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
order,order,n. 命令;顺序;规则;[贸易] 定单 vt. 命令;整理;定购 vi. 命令;定货,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
out,out,adv. 出现;在外;出局;出声地;不流行地 adj. 外面的;出局的;下台的 n. 出局 prep. 向;离去 vi. 出来;暴露 vt. 使熄灭;驱逐,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
ox,ox,n. 牛;公牛,2,1年级下|6年级上,no-existing-match,,,,new-identity-candidate,yes
parent,parent,n. 父亲(或母亲);父母亲;根源,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
pay,pay,"n. 工资,薪水;付款;报答 vt. 支付,付;偿还,补偿;给予 vi. 付款;偿还 adj. 收费的;需付费的",1,5年级上,no-existing-match,,,,new-identity-candidate,yes
peach,peach,n. 桃子;桃树;桃红色;受人喜欢的人(或物) adj. 桃色的;用桃子制成的 vt. 告发 vi. 告密,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
picture,picture,"n. 照片,图画;影片;景色;化身 vt. 画;想像;描写",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
pie,pie,n. 馅饼;饼图;爱说话的人 vt. 使杂乱,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
pill,pill,"n. 药丸;弹丸,子弹;口服避孕药 vt. 把...制成丸剂;使服用药丸;抢劫,掠夺(古语) vi. 做成药丸;服药丸",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
pilot,pilot,n. 飞行员;领航员 adj. 试点的 v. 驾驶;领航;试用,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
