NoteID,CanonicalWord,Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,Sources,SourceBooks,Tags
KV000525,active,active,[ˈæktɪv],[ˈæktɪv],活跃的；积极的,She is active in class.,她在课堂上很活跃。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000526,popular,popular,[ˈpɒpjələ(r)],[ˈpɑːpjələr],受欢迎的,He is popular at school.,他在学校很受欢迎。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000527,talk,talk,[tɔːk],[tɔːk],交谈；说话,We often talk after school.,我们经常放学后聊天。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000528,all,all,[ɔːl],[ɔːl],全部；所有,All the children are here.,所有孩子都在这里。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000529,but,but,[bət],[bət; bʌt],但是,He is young but tall.,他很年轻但是个子高。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000530,sometimes,sometimes,[ˈsʌmtaɪmz],[ˈsʌmtaɪmz],有时,I sometimes go to the library.,我有时去图书馆。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000531,bark,bark,[bɑːk],[bɑːrk],狗叫；吠,The dog barks at night.,狗在晚上叫。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000532,forget,forget,[fəˈɡet],[fərˈɡet],忘记,Don't forget your schoolbag.,别忘了你的书包。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000533,with,with,[wɪð],[wɪð; wɪθ],和；跟；带有,I play with my friends.,我和朋友一起玩。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000534,wear glasses,wear glasses,,,戴眼镜,My teacher wears glasses.,我的老师戴眼镜。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000535,slim,slim,[slɪm],[slɪm],苗条的,My sister is tall and slim.,我姐姐高而苗条。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000536,curly,curly,[ˈkɜːli],[ˈkɜːrli],卷曲的,She has curly hair.,她有卷发。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000537,straight,straight,[streɪt],[streɪt],直的,She has long straight hair.,她有长直发。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000538,nice,nice,[naɪs],[naɪs],友好的；好的,Our new classmate is very nice.,我们的新同学很好。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000539,young,young,[jʌŋ],[jʌŋ],年轻的,Our English teacher is young.,我们的英语老师很年轻。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000540,guess,guess,[ɡes],[ɡes],猜；猜测,Can you guess his name?,你能猜出他的名字吗？,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000541,has,has,[həz],[həz; əz; hæz],有（have的第三人称单数）,The panda has black ears.,熊猫有黑色的耳朵。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000542,animal,animal,[ˈænɪm(ə)l],[ˈænɪm(ə)l],动物,My favourite animal is the panda.,我最喜欢的动物是熊猫。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000543,elephant,elephant,[ˈelɪfənt],[ˈelɪfənt],大象,The elephant is big.,大象很大。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000544,panda,panda,[ˈpændə],[ˈpændə],熊猫,The panda is black.,熊猫是黑色的。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000545,horse,horse,[hɔːs],[hɔːrs],马,The horse can run fast.,马跑得很快。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000546,cow,cow,[kaʊ],[kaʊ],奶牛；母牛,The cow lives on a farm.,奶牛生活在农场。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000547,pig,pig,[pɪɡ],[pɪɡ],猪,The pig lives on a farm.,猪生活在农场。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000548,sheep,sheep,[ʃiːp],[ʃiːp],绵羊；羊,The sheep is on the farm.,绵羊在农场里。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000549,bee,bee,[biː],[biː],蜜蜂,A bee can fly.,蜜蜂会飞。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000550,farm,farm,[fɑːm],[fɑːrm],农场,There are many animals on the farm.,农场里有许多动物。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000551,fast,fast,[fɑːst],[fæst],快的；快速地,The horse can run fast.,马能跑得很快。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000552,why,why,[waɪ],[waɪ],为什么,Why do you like pandas?,你为什么喜欢熊猫？,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000553,lovely,lovely,[ˈlʌvli],[ˈlʌvli],可爱的；讨人喜欢的,The little panda is lovely.,小熊猫很可爱。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000554,butterfly,butterfly,[ˈbʌtəflaɪ],[ˈbʌtərflaɪ],蝴蝶,The butterfly is beautiful.,蝴蝶很漂亮。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000555,exercise book,exercise book,,,练习本,I need a new exercise book.,我需要一本新练习本。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000556,pencil sharpener,pencil sharpener,,,卷笔刀,I need a pencil sharpener.,我需要一个卷笔刀。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000557,a pair of scissors,a pair of scissors,,,一把剪刀,I need a pair of scissors.,我需要一把剪刀。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000558,pencil box,pencil box,,,铅笔盒,My pencils are in the pencil box.,我的铅笔在铅笔盒里。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000559,a box of crayons,a box of crayons,,,一盒蜡笔,I want a box of crayons.,我想要一盒蜡笔。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000560,only,only,[ˈəʊnli],[ˈoʊnli],只；仅仅,I only need one pencil.,我只需要一支铅笔。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000561,also,also,[ˈɔːlsəʊ],[ˈɔːlsoʊ],也；还,I also need an eraser.,我还需要一块橡皮。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000562,saleswoman,saleswoman,[ˈseɪlzwʊmən],[ˈseɪlzwʊmən],女售货员,The saleswoman is very helpful.,女售货员很热心。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000563,love,love,[lʌv],[lʌv],喜爱；爱,I love this new pencil box.,我很喜欢这个新铅笔盒。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000564,how much,how much,[haʊ mʌtʃ],[haʊ mʌtʃ],多少钱,How much is this pencil box?,这个铅笔盒多少钱？,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000565,a lot,a lot,,,很多；非常,Thanks a lot for your help.,非常感谢你的帮助。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000566,wonderful,wonderful,[ˈwʌndəf(ə)l],[ˈwʌndərf(ə)l],精彩的；极好的,The cartoon is wonderful.,这部动画片很精彩。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000567,fantastic,fantastic,[fænˈtæstɪk],[fænˈtæstɪk],极好的；非常棒的,The nature show is fantastic.,这个自然节目非常棒。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000568,cartoons,cartoons,[kɑːˈtuːnz],[kɑrˈtʊn],动画片；卡通片,I like watching cartoons.,我喜欢看动画片。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000569,news shows,news shows,,,新闻节目,My father watches news shows.,我爸爸看新闻节目。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000570,nature shows,nature shows,,,自然节目,I like nature shows about animals.,我喜欢关于动物的自然节目。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000571,chore,chore,[tʃɔː(r)],[tʃɔːr],家务；杂务,I do a chore every day.,我每天做一项家务。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000572,clean the room,clean the room,,,打扫房间,I clean the room on Saturday.,我星期六打扫房间。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000573,make the bed,make the bed,,,整理床铺；铺床,I make the bed every morning.,我每天早上整理床铺。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000574,take out the rubbish,take out the rubbish,,,倒垃圾；把垃圾拿出去,I take out the rubbish after dinner.,我晚饭后倒垃圾。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000575,wash clothes,wash clothes,,,洗衣服,I help Mum wash clothes.,我帮妈妈洗衣服。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000576,tidy the desk,tidy the desk,,,整理书桌,I tidy the desk after homework.,我做完作业后整理书桌。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000577,sweep the floor,sweep the floor,,,扫地,I sweep the floor on Sunday.,我星期日扫地。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000578,call,call,[kɔːl],[kɔːl],打电话；呼叫,I call my grandmother on Sunday.,我星期日给奶奶打电话。,4,rj_start1,rj_start1::5年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::上
KV000579,too much,too much,,,太多,Don't eat too much candy.,不要吃太多糖果。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000580,candy,candy,[ˈkændi],[ˈkændi],糖果,Too much candy is bad for teeth.,太多糖果对牙齿不好。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000581,early,early,[ˈɜːli],[ˈɜːrli],早；早地,I go to bed early.,我很早上床睡觉。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000582,exercise,exercise,[ˈeksəsaɪz],[ˈeksərsaɪz],锻炼；运动,We need exercise every day.,我们每天都需要锻炼。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000583,tired,tired,[ˈtaɪəd],[ˈtaɪərd],疲倦的；累的,I am tired after exercise.,运动后我很累。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000584,drink,drink,[drɪŋk],[drɪŋk],喝；饮料,Drink more water every day.,每天多喝水。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000585,stomachache,stomachache,[ˈstʌməkeɪk],[ˈstʌməkˌeɪk],胃痛；肚子痛,I have a stomachache.,我肚子痛。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000586,headache,headache,[ˈhedeɪk],[ˈhedeɪk],头痛,I have a headache.,我头痛。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000587,toothache,toothache,[ˈtuːθeɪk],[ˈtuːθeɪk],牙痛,I have a toothache.,我牙痛。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000588,a lot of,a lot of,,,许多；大量,Drink a lot of water.,多喝水。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000589,sleepy,sleepy,[ˈsliːpi],[ˈsliːpi],困倦的；想睡的,I feel sleepy in class.,我上课时觉得困。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000590,subject,subject,[ˈsʌbdʒɪkt; ˈsʌbdʒekt],[ˈsʌbdʒɪkt; ˈsʌbdʒekt],学科；科目,English is my favourite subject.,英语是我最喜欢的学科。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000591,mark,mark,[mɑːk],[mɑːrk],分数；成绩,I got a good mark in English.,我的英语取得了好成绩。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000592,advice,advice,[ədˈvaɪs],[ədˈvaɪs],建议,Thank you for your advice.,谢谢你的建议。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000593,more,more,[mɔː(r)],[mɔːr],更多的；更多,You should drink more water.,你应该多喝水。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000594,New Year's Day,New Year's Day,,,元旦,New Year's Day is on January first.,元旦是一月一日。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000595,Tree Planting Day,Tree Planting Day,,,植树节,We plant trees on Tree Planting Day.,我们在植树节植树。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000596,Mother's Day,Mother's Day,,,母亲节,I make a card for Mother's Day.,我为母亲节做一张卡片。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000597,Children's Day,Children's Day,,,儿童节,Children's Day is on June first.,儿童节是六月一日。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000598,Father's Day,Father's Day,,,父亲节,I call Dad on Father's Day.,我在父亲节给爸爸打电话。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000599,Teachers' Day,Teachers' Day,,,教师节,We thank teachers on Teachers' Day.,我们在教师节感谢老师。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000600,National Day,National Day,,,国庆节,National Day is on October first.,国庆节是十月一日。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000601,Christmas Day,Christmas Day,,,圣诞节,Christmas Day is in December.,圣诞节在十二月。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000602,fifth,fifth,[fɪfθ],[fɪfθ],第五,May is the fifth month.,五月是第五个月。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000603,5th,5th,,,第五（fifth的缩写）,May is the 5th month.,五月是第五个月。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000604,tenth,tenth,[tenθ],[tenθ],第十,October is the tenth month.,十月是第十个月。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000605,10th,10th,,,第十（tenth的缩写）,October is the 10th month.,十月是第十个月。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000606,twelfth,twelfth,[twelfθ],[twelfθ],第十二,December is the twelfth month.,十二月是第十二个月。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000607,12th,12th,,,第十二（twelfth的缩写）,December is the 12th month.,十二月是第十二个月。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000608,twenty-fifth,twenty-fifth,,,第二十五,Christmas is on December twenty-fifth.,圣诞节是十二月二十五日。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000609,25th,25th,,,第二十五（twenty-fifth的缩写）,Christmas is on December 25th.,圣诞节是十二月二十五日。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000610,plant,plant,[plɑːnt],[plænt],种植；植物,We plant trees in spring.,我们春天植树。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000611,make a poster,make a poster,,,制作海报,We make a poster for the school.,我们为学校制作海报。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000612,celebrate,celebrate,[ˈselɪbreɪt],[ˈselɪbreɪt],庆祝,We celebrate Children's Day at school.,我们在学校庆祝儿童节。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000613,have a picnic,have a picnic,,,去野餐；举行野餐,We have a picnic in the park.,我们在公园野餐。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000614,office,office,[ˈɒfɪs],[ˈɑːfɪs],办公室,My teacher is in the office.,我的老师在办公室。,4,rj_start1,rj_start1::5年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下
KV000615,together,together,[təˈɡeðə(r)],[təˈɡeðər],一起,We celebrate the day together.,我们一起庆祝这个节日。,4,rj_start1,rj_start1::5年级下|rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::5 source::rj_start1::grade::5::下 source::rj_start1::grade::6 source::rj_start1::grade::6::下
