LearnerProfile,LearnerLevel,ExpressionID,FingerprintVersion,Fingerprint,ReviewStatus,ReviewBasis,ReviewedAt,ReviewerType,Evidence
klose,4,KE000103,expression-presentation-v1,6fb2a5ef1d7064c4f49144aed718c8e34c43d171e5a32261afa2212313cf2738,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: When is the party? / function: 询问聚会行程展览生日等事件时间的表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000104,expression-presentation-v1,b4b5056ffc76e334dcb64f6a385bd96691982113d6ff3d7d6a0dbe53a3cb9680,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: It's in April. / function: 说明事件发生月份的回答表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000105,expression-presentation-v1,9b4fd91ee7c4ebeb339aa7b7c35cda008b3b9a3f95c99720daa8d5ba16675d7f,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: We'll go to the Great Wall. / function: 表达共同未来计划的表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000106,expression-presentation-v1,a13e2f84902fba12ed881494e56f8652e31123f52ca89b1e759832e60f76cfce,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: It's on May 1st. / function: 说明事件具体日期的回答表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000107,expression-presentation-v1,18d0ce11ac1b3a0a5438090cad22d5e5ec243bc98fc43372fd580dded6215d18,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: My birthday is on April 4th. / function: 主动说明自己生日日期的表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000108,expression-presentation-v1,5f3c938794f52867b639ff3b62fbe43b74db46a15c0d2759c07ad6ff80e55505,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: The yellow picture is mine. / function: 说明某物属于自己的表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000109,expression-presentation-v1,ba0195813dedc89522066fb88aeb0a3a4bb28a36e2ba3e484e303f2d66189d7e,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: Are these all ours? / function: 询问一组物品是否都属于某人的表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000110,expression-presentation-v1,38938ad0964a9bb63027ac3236fdf846276515fc8cb32ca0ac13cf28552e4ecb,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: Whose is it? / function: 名词已知时询问所属的表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000111,expression-presentation-v1,c1ba9849d0eb755b9268209264f12fc4fc3ffc0124d69d76d947be57130c7928,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: Is he drinking water? / function: 询问某主体是否正在做某事. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000112,expression-presentation-v1,afa5864b353b62f6cd81ce9279f3a2307441d932707b0fb1238b5ba4cad79b92,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,"Reviewed target: No, he isn't. / function: 用来否定回答某人是否正在做某事。. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred."
klose,4,KE000113,expression-presentation-v1,092dde9fd3c01f5b86ad78252c726ce54a14db01b07e6406ae4cb76ce41ff372,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: What are they doing? / function: 询问多个主体正在做什么. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000114,expression-presentation-v1,96b51147948e6effb34b50992401c9577b0ee28f2db26e9414a83ffd836bed72,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: They're eating lunch. / function: 描述多个主体正在进行的动作. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000115,expression-presentation-v1,8145c89b9a3a5a60eed113af337a9919277bdcb7fe37032e5c28e8ee573d1ea6,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: What's the little monkey doing? / function: 询问单个主体正在做什么. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000116,expression-presentation-v1,73ba5611bf23009cc37aa71b04e8cab325a26016e70735a6d7acec5a4abfecaa,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: Talk quietly. / function: 课堂或公共场合要求小声说话的指令. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000117,expression-presentation-v1,5c4ef168087e4bdd219dabd626d6f2ff93d297d88c8a5c1ffe1d5bb3863c419a,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: Keep your desk clean. / function: 要求把某物保持在某种状态的表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000118,expression-presentation-v1,b12ad99ab9b2a6ffd71059999dbe7297a433487febeaa76a0cef9b604c2ade21,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: How was your weekend? / function: 询问周末假期等过去经历整体感受的表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000119,expression-presentation-v1,ce8451dc668571499bdc565e8fbbfccc3a0389bf960bdd6bba76517cc6dff7e3,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: It was great! / function: 评价刚谈到的过去经历. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000120,expression-presentation-v1,f94c2cde1aa99ace7bf5c4780ae7c375c42d34b96d7dc2de0b14977099cb72af,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: What did you do? / function: 询问过去做过什么的问句. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000121,expression-presentation-v1,90f4047aa8cad6be166a636245087061142cd44ff1c93f983a016888a9246f39,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: I visited the Gingerbread House last Saturday. / function: 用来讲自己过去做过的事情。. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000122,expression-presentation-v1,43528af741d862770b242247c7eedfe16b679c325e4f4e771416cf9ee107d472,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: Where did you go over the summer holidays? / function: 询问过去某时去了哪里. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000123,expression-presentation-v1,234ac075192cb53063b399796ed618dc78abe37c717f085d02380e2364194173,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: I went to Xi'an with my family. / function: 说明过去旅行目的地及同行人的表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000124,expression-presentation-v1,57cf7daa3731115c278acfb7a6bdb7712aa937d0cb6385daed673b7b18fc4451,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: We went to see the Terracotta Warriors. / function: 用来讲过去去做某件事。. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000125,expression-presentation-v1,6967da77104350cec6138229465c36dafdaa7706a8aa7a0b18e2bea1df18afd0,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: What else did you do? / function: 追问过去还做了什么的表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000126,expression-presentation-v1,8c86ad53ba12828e496a38517d21bc29dbc5d8ba235ff2beaf3e88d11fcdc78f,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: Did you take a trip? / function: 用来询问过去是否做过某事。. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000127,expression-presentation-v1,3156564a75fa348774e388042db7df8ca73d520ac83e6dc7104a834b61af1369,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,"Reviewed target: No, we didn't. / function: 用来否定回答过去是否做过某事。. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred."
klose,4,KE000128,expression-presentation-v1,0750f2dce010a074c15dccee9e3b97ef92215f91a88ff85de0da8855417f7dcb,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,"Reviewed target: Yes, we did. / function: 用来肯定回答过去是否做过某事。. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred."
klose,4,KE000129,expression-presentation-v1,52f6b2f523e2e594d1f06d1ce1fc76d784639eeaaeb14c310380f0fdb1d3dbdd,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: My mother and I went to a marathon on Sunday. / function: 说明过去某时去了某地或活动的叙述表达. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
klose,4,KE000130,expression-presentation-v1,fa4a39bedb72a776a40559e560d77be9a62fbd209022fadde0b7b4f6d682c9c2,model-reviewed,"Independent semantic review of prompt, hint, target, pattern, usage and examples; source identity unchanged",2026-09-12,model,Reviewed target: What did you like about it? / function: 询问过去经历中喜欢某对象的哪一点. Slots and tense agree with the target; equivalent functional answers remain acceptable. KE000137 prompt and KE000147 place slot corrected before review. No human approval or learning outcome inferred.
