SourceID,SourceEdition,SourceBook,Grade,Semester,Unit,Order,Starred,Entry,Meaning,Page,SourceStatus,EvidenceFileID
pending-identification,pending-identification,grade5-upper,5,上,3,13,no,Sunday,星期日,31,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,3,14,yes,lesson,课；一节课,31,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,3,15,yes,evening,晚上；傍晚,32,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,3,16,yes,answer,答复；回答,33,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,3,17,yes,ping-pong,乒乓球,33,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,3,18,yes,night,夜；夜晚,33,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,3,19,yes,visit,看望；拜访；参观,33,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,3,20,no,grandparent,祖父；祖母；外祖父；外祖母,33,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,1,no,stay,待；保持；继续是,40,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,2,yes,should,（提出或征询建议）该；可以,40,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,3,no,flu,流行性感冒；流感,40,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,4,no,else,其他的；别的,40,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,5,yes,exercise,锻炼；训练；操练,40,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,6,no,enough,足够的；充足的；充分的,40,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,7,no,if,如果；假若；倘若,40,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,8,no,habit,习惯,41,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,9,yes,house,房子,43,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,10,yes,show,（电视或广播）节目,43,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,11,yes,phone,电话；电话机,43,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,12,yes,then,那么；因此；既然如此,43,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,13,no,rest,休息；放松,43,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,14,no,take care of,爱护；照顾,44,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,15,no,check,查看；查明,44,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,16,no,less,（与不可数名词连用）较少的；更少的,44,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,17,no,brush,（用刷子）刷净；刷亮；刷平顺,44,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,18,no,tooth,牙；齿,44,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,19,no,twice,两次；两遍,44,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,20,yes,hour,小时,45,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,4,21,yes,free,没有安排活动的；空闲的,45,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,5,1,yes,hungry,感到饿的,52,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,5,2,no,beef,牛肉,52,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,5,3,yes,ice cream,（一份）冰激凌,52,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,5,4,yes,little,少许；一点,52,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,5,5,no,dumpling,饺子；汤圆,53,observed-from-klose-textbook,file_000000007c3881fdacc14566c62860fe
pending-identification,pending-identification,grade5-upper,5,上,5,6,yes,tea,茶叶；茶；茶水,53,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,7,no,hamburger,汉堡包；汉堡牛肉饼,53,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,8,yes,Mrs,（用于女子的姓氏或姓名前）太太，夫人,55,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,9,no,coconut,椰子,55,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,10,yes,interesting,有趣的；有吸引力的,55,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,11,no,seed,种子；籽,56,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,12,no,pull,拔出；抽出,56,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,13,no,stem,（花草的）茎；（花或叶的）梗，柄,56,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,14,no,root,根；根茎,56,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,15,no,lotus,莲属植物,57,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,16,yes,take,拿；摘,57,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,17,yes,world,世界；地球；天下,57,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,18,no,round,圆形的；环形的；球形的,57,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,19,no,different,不同的；有区别的；有差异的,57,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,5,20,yes,way,方法；手段；途径；方式,57,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,1,yes,river,河；江,64,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,2,no,nature,自然界；大自然,64,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,3,no,waterfall,瀑布,64,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,4,no,forest,森林；林区,64,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,5,yes,famous,著名的；出名的,64,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,6,no,mountain,高山；山岳,64,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,7,no,wind,风；气流,67,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,8,no,trip,（尤指短程往返的）旅行；旅游；出行,67,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,9,no,dangerous,有危险的；不安全的,67,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,10,yes,heavy,程度大的；严重的,67,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,11,no,hotel,旅馆；旅社,67,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,12,yes,close,关；关闭；闭上,67,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,13,yes,umbrella,伞；雨伞,67,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,14,no,raincoat,雨衣,67,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,15,yes,worry,担心；担忧；发愁,67,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,16,yes,fine,晴朗的,67,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,17,no,fog,雾,68,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,18,no,flood,洪水；水灾,68,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,19,yes,fire,火；火灾,68,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,20,yes,know,知道；了解,69,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,21,yes,before,在……之前,69,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,22,no,go hiking,徒步旅行,69,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
pending-identification,pending-identification,grade5-upper,5,上,6,23,yes,bring,带……到某处；带来；取来,69,observed-from-klose-textbook,file_000000001cfc82308660e0fd8dccc21f
