SourceID,SourceEdition,EvidenceFileID,Grade,Semester,Unit,Order,Starred,Entry,Meaning,Page,SourceStatus
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,2,0,matter,事情；问题,16,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,3,0,project,项目；方案,16,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,4,0,centre,中心,16,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,5,0,agree,同意；赞成,16,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,6,0,finish,完成；做好,16,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,7,0,worried,担心的；担忧的,16,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,8,0,both,两者,16,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,9,1,excited,激动的；兴奋的,17,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,10,1,wrong,错误的,17,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,11,1,angry,愤怒的；生气的,17,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,12,0,afraid,担心；害怕,19,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,13,1,parent,父亲；母亲,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,14,1,ask,问；询问,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,15,0,laugh,笑,21,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,16,1,move,搬家；移动,21,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000a0cc82309a027824a3601921,5,上,2,17,0,yours,您的（用于书信结尾的签名前）,21,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,1,0,Wednesday,星期三,28,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,2,1,subject,科目；学科,28,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,3,0,Tuesday,星期二,28,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,4,0,Friday,星期五,28,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,5,0,because,因为,28,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,6,0,Monday,星期一,29,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,7,0,Thursday,星期四,29,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,8,0,start,开始,29,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,9,0,usually,通常地；经常地,31,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,10,0,weekend,周末,31,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,11,1,sometimes,有时；间或,31,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,12,0,Saturday,星期六,31,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,13,0,Sunday,星期日,31,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,14,1,lesson,课；一节课,31,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,15,1,evening,晚上；傍晚,32,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,16,1,answer,答复；回答,33,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,17,1,ping-pong,乒乓球,33,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,18,1,night,夜；夜晚,33,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,19,1,visit,看望；拜访；参观,33,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,3,20,0,grandparent,祖父；祖母；外祖父；外祖母,33,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,1,0,stay,待；保持；继续是,40,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,2,1,should,（提出或征询建议）该，可以,40,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,3,0,flu,流行性感冒；流感,40,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,4,0,else,其他的；别的,40,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,5,1,exercise,锻炼；训练；操练,40,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,6,0,enough,足够的；充足的；充分的,40,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,7,0,if,如果；假若；倘若,40,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,8,0,habit,习惯,41,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,9,1,house,房子,43,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,10,1,show,（电视或广播）节目,43,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,11,1,phone,电话；电话机,43,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,12,1,then,那么；因此；既然如此,43,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,13,0,rest,休息；放松,43,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,14,0,take care of,爱护；照顾,44,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,15,0,check,查看；查明,44,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,16,0,less,较少的；更少的,44,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,17,0,brush,（用刷子）刷净；刷亮；刷平顺,44,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,18,0,tooth,牙；齿,44,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,19,0,twice,两次；两遍,44,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,20,1,hour,小时,45,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000007c3881fdacc14566c62860fe,5,上,4,21,1,free,没有安排活动的；空闲的,45,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,1,1,hungry,感到饿的,52,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,2,0,beef,牛肉,52,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,3,1,ice cream,（一份）冰激凌,52,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,4,1,little,少许；一点,52,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,5,0,dumpling,饺子；汤圆,53,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,6,1,tea,茶叶；茶；茶水,53,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,7,0,hamburger,汉堡包；汉堡牛肉饼,53,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,8,1,Mrs,（用于女子的姓氏或姓名前）太太，夫人,55,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,9,0,coconut,椰子,55,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,10,1,interesting,有趣的；有吸引力的,55,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,11,0,seed,种子；籽,56,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,12,0,pull,拔出；抽出,56,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,13,0,stem,（花草的）茎；（花或叶的）梗，柄,56,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,14,0,root,根；根茎,56,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,15,0,lotus,莲属植物,57,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,16,1,lake,湖；湖泊,57,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,17,1,world,世界；地球；天下,57,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,18,0,round,圆形的；环形的；球形的,57,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,19,0,different,不同的；有区别的；有差异的,57,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,5,20,1,way,方法；手段；途径；方式,57,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,1,1,river,河；江,64,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,2,0,nature,自然界；大自然,64,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,3,0,waterfall,瀑布,64,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,4,0,forest,森林；林区,64,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,5,1,famous,著名的；出名的,64,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,6,0,mountain,高山；山岳,64,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,7,0,wind,风；气流,67,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,8,0,trip,（尤指短程往返的）旅行，旅游，出行,67,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,9,0,dangerous,有危险的；不安全的,67,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,10,1,heavy,程度大的；严重的,67,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,11,0,hotel,旅馆；旅社,67,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,12,1,close,关；关闭；闭上,67,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,13,1,umbrella,伞；雨伞,67,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,14,0,raincoat,雨衣,67,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,15,1,worry,担心；担忧；发愁,67,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,16,1,fine,晴朗的,67,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,17,0,fog,雾,68,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,18,0,flood,洪水；水灾,68,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,19,1,fire,火；火灾,68,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,20,1,know,知道；了解,69,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,21,1,before,在……之前,69,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,22,0,go hiking,徒步旅行,69,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000001cfc82308660e0fd8dccc21f,5,上,6,23,1,bring,带……到某处；带来；取来,69,materialized-from-user-image;source-provenance-resolved
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,1,0,eat breakfast,吃早饭,5,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,2,0,have ... class,上……课,5,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,3,0,play sports,进行体育运动,5,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,4,0,exercise,活动；运动,5,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,5,0,do morning exercises,做早操,5,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,6,0,eat dinner,吃晚饭,5,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,7,0,clean my room,打扫我的房间,8,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,8,0,go for a walk,散步,8,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,9,0,go shopping,去买东西；购物,8,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,10,0,take,学习；上（课）,8,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,11,0,dancing,跳舞；舞蹈,8,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,12,0,take a dancing class,上舞蹈课,8,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,13,0,when,什么时候；何时,4,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,14,0,after,在（时间）后,4,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,15,0,start,开始,4,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,16,0,usually,通常地；惯常地,4,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,17,0,Spain,西班牙,4,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,18,0,late,晚；迟,4,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,19,0,a.m.,午前；上午,5,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,20,0,p.m.,午后；下午,5,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,21,0,why,为什么,7,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,22,0,shop,去买东西；购物,7,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,23,0,work,工作,7,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,24,0,last,上一个的；刚过去的,7,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,25,0,sound,听起来好像,7,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,26,0,also,还；也,7,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,27,0,busy,忙的,7,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,28,0,need,需要,7,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,29,0,play,戏剧；剧本,9,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,30,0,letter,信,9,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,31,0,live,居住,9,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,32,0,island,岛,9,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,33,0,always,总是；一直,9,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,34,0,cave,山洞；洞穴,9,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,35,0,go swimming,去游泳,9,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_00000000b46481fdb939aa0d72fb53e8,5,下,1,36,0,win,获胜,9,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,1,0,spring,春天,15,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,2,0,summer,夏天,15,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,3,0,autumn,秋天,15,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,4,0,winter,冬天,15,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,5,0,season,季节,15,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,6,0,picnic,野餐,18,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,7,0,go on a picnic,去野餐,18,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,8,0,pick,摘；采集,18,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,9,0,pick apples,摘苹果,18,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,10,0,snowman,雪人,18,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,11,0,make a snowman,堆雪人,18,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,12,0,go swimming,去游泳,18,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,13,0,which,哪一个,14,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,14,0,best,最；最高程度地,14,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,15,0,snow,雪,14,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,16,0,good job,做得好,17,materialized-from-user-image;source-provenance-resolved;source-provenance-held
