SourceID,SourceEdition,SourceBook,Grade,Semester,Unit,Order,Starred,Entry,Meaning,Page,SourceStatus,EvidenceFileID
pending-identification,pending-identification,grade6-lower,6,下,1,15,no,both,两个都,4,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,16,no,kilogram,千克；公斤,6,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,17,no,countryside,乡村,8,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,18,no,lower,（low 的比较级）更低,8,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,19,no,shadow,阴影；影子,8,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,20,no,smarter,（smart 的比较级）更聪明的,8,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,1,21,no,become,开始变得；变成,8,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,2,1,no,cleaned,（clean 的过去式）打扫,15,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,2,2,no,stayed,（stay 的过去式）停留；待,15,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,2,3,no,washed,（wash 的过去式）洗,15,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,2,4,no,watched,（watch 的过去式）看,15,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,2,5,no,had,（have 的过去式）患病；得病,17,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,2,6,no,had a cold,感冒,17,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,2,7,no,slept,（sleep 的过去式）睡觉,17,observed-from-klose-textbook,file_00000000eb1081fdb892f5448727b477
pending-identification,pending-identification,grade6-lower,6,下,2,8,no,read,（read 的过去式）读,17,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,9,no,saw,（see 的过去式）看见,17,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,10,no,last,最近的；上一个的,17,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,11,no,yesterday,昨天,17,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,12,no,before,在……之前,17,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,13,no,drank,（drink 的过去式）喝,14,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,14,no,show,演出,14,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,15,no,magazine,杂志,16,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,16,no,better,（well 的比较级）更好的,16,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,17,no,faster,（fast 的比较级）更快的,16,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,18,no,hotel,旅馆,18,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,19,no,fixed,（fix 的过去式）修理,18,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,20,no,broken,破损的,18,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,21,no,lamp,台灯,18,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,22,no,loud,喧闹的；大声的,18,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,23,no,enjoy,享受……乐趣；喜爱,18,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,2,24,no,stay,暂住；逗留,18,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,1,no,went,（go 的过去式）去,25,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,2,no,camp,野营,25,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,3,no,went camping,（尤指在假日）野营,25,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,4,no,fish,钓鱼；捕鱼,25,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,5,no,went fishing,去钓鱼,25,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,6,no,rode,（ride 的过去式）骑（马；自行车）,25,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,7,no,hurt,（hurt 的过去式）（使）受伤,25,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,8,no,ate,（eat 的过去式）吃,27,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,9,no,took,（take 的过去式）拍照,27,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,10,no,took pictures,照相,27,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,11,no,bought,（buy 的过去式）买,27,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,12,no,gift,礼物,27,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,13,no,fell,（fall 的过去式）摔倒,24,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,14,no,off,从（某处）落下,24,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,15,no,mule,骡子,24,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,16,no,Turpan,吐鲁番,24,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,17,no,could,（can 的过去式）能,24,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,18,no,till,直到,24,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,19,no,beach,海滩；沙滩,26,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,20,no,basket,篮；筐,28,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,21,no,part,角色,28,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,22,no,licked,（lick 的过去式）舔,28,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,3,23,no,laughed,（laugh 的过去式）笑,28,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,4,1,no,dining hall,饭厅,35,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,4,2,no,grass,草坪,35,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,4,3,no,gym,体育馆,35,observed-from-klose-textbook,file_000000004dd881fd84578ea606204052
pending-identification,pending-identification,grade6-lower,6,下,4,4,no,ago,以前,35,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,5,no,cycling,骑自行车运动（或活动）,37,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,6,no,go cycling,去骑自行车,37,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,7,no,ice-skate,滑冰,37,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,8,no,badminton,羽毛球运动,37,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,9,no,star,星,34,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,10,no,easy,容易的,34,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,11,no,look up,（在词典中或通过电脑）查阅,34,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,12,no,Internet,互联网,34,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,13,no,different,不同的,36,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,14,no,active,积极的；活跃的,36,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,15,no,race,赛跑,38,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,16,no,nothing,没有什么,38,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,17,no,thought,（think 的过去式）想,38,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,18,no,felt,（feel 的过去式）感觉,38,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,19,no,cheetah,猎豹,38,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,20,no,trip,绊倒,38,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,21,no,woke,（wake 的过去式）醒,38,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
pending-identification,pending-identification,grade6-lower,6,下,4,22,no,dream,梦,38,observed-from-klose-textbook,file_000000009a4c81fdae35a6b997c2a762
