SourceID,SourceEdition,SourceBook,Grade,Semester,Unit,Order,Starred,Entry,Meaning,Page,SourceStatus,EvidenceFileID
pending-identification,pending-identification,grade5-lower,5,下,3,15,no,thing,事情,24,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,16,no,meet,集会；开会,24,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,17,no,sports meet,运动会,24,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,18,no,trip,旅行,24,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,19,no,year,年,25,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,20,no,plant,种植,25,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,21,no,contest,比赛；竞赛,25,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,22,no,labour,劳动,25,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,23,no,Labour Day,劳动节,25,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,24,no,the Great Wall,长城,27,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,25,no,national,国家的,28,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,26,no,National Day,国庆日,28,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,27,no,American,美国的,28,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,28,no,Thanksgiving,感恩节,28,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,29,no,Christmas,圣诞节,28,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,30,no,game,游戏,29,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,31,no,riddle,谜；谜语,29,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,32,no,act,扮演,29,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,33,no,act out,把……表演出来,29,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,34,no,RSVP,（尤用于请柬）请赐复,29,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,3,35,no,by,在……之前,29,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,1,no,first (1st),第一（的）,39,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,2,no,second (2nd),第二（的）,39,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,3,no,third (3rd),第三（的）,39,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,4,no,fourth (4th),第四（的）,39,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,5,no,fifth (5th),第五（的）,39,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,6,no,twelfth (12th),第十二（的）,42,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,7,no,twentieth (20th),第二十（的）,42,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,8,no,twenty-first (21st),第二十一（的）,42,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,9,no,twenty-third (23rd),第二十三（的）,42,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,10,no,thirtieth (30th),第三十（的）,42,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,11,no,other,其他,38,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,12,no,special,特殊的；特别的,38,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,13,no,show,展览,38,observed-from-klose-textbook,file_0000000021748230a3fe013ca478fd9a
pending-identification,pending-identification,grade5-lower,5,下,4,14,no,festival,节日,38,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,4,15,no,kitten,小猫,43,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,4,16,no,diary,日记,43,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,4,17,no,still,仍然；依旧；还是,43,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,4,18,no,noise,声音；响声；噪音,43,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,4,19,no,fur,（某些动物的）浓密的软毛,43,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,4,20,no,open,开着的,43,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,4,21,no,walk,行走,43,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,1,no,mine,我的,49,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,2,no,yours,你（们）的,49,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,3,no,his,他的,49,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,4,no,hers,她的,49,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,5,no,theirs,他们的；她们的；它们的,49,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,6,no,ours,我们的,49,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,7,no,climbing,（climb 的-ing形式）（正在）攀登；攀爬,52,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,8,no,eating,（eat的-ing形式）（正在）吃,52,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,9,no,playing,（play的-ing形式）（正在）玩耍,52,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,10,no,jumping,（jump的-ing形式）（正在）跳,52,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,11,no,drinking,（drink的-ing形式）（正在）喝（水）,52,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,12,no,sleeping,（sleep的-ing形式）（正在）睡觉,52,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,13,no,each,每一；各个,52,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,14,no,each other,相互,52,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,15,no,excited,兴奋的；激动的,53,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,5,16,no,like,像……那样,53,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,1,no,doing morning exercises,（正在）做早操,59,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,2,no,having ... class,（正在）上……课,59,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,3,no,eating lunch,（正在）吃午饭,59,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,4,no,reading a book,（正在）看书,59,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,5,no,listening to music,（正在）听音乐,59,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,6,no,keep,保持某种状态,62,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,7,no,keep to the right,靠右,62,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,8,no,keep your desk clean,保持你的课桌干净,62,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,9,no,talk quietly,小声讲话,62,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,10,no,turn,顺序,62,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,11,no,take turns,按顺序来,62,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,12,no,bamboo,竹子,58,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,13,no,its,它的；他的；她的,58,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,14,no,show,给人看,61,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,15,no,anything,任何事物,61,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,16,no,else,另外；其他,61,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,17,no,exhibition,展览,63,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,18,no,say,说；讲,63,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,19,no,have a look,看一看,63,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,20,no,sushi,寿司,63,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,21,no,teach,教,63,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,22,no,sure,（表示同意）当然,63,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,23,no,Canadian,加拿大的,63,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
pending-identification,pending-identification,grade5-lower,5,下,6,24,no,Spanish,西班牙的,63,observed-from-klose-textbook,file_000000009f948230995475af40a37df1
