NoteID,OriginType,CanonicalWord,SenseLabel,MeaningPrimary,ExampleSentence,ExampleTranslation,PromptHint,British,American,AdmissionStage,LearningOrder,ContentFingerprint,PresentationStatus,PresentationSource
KV002962,new-third-party-stable,wide,宽的；宽阔的,宽的；宽阔的,The river is very wide here.,这里的河很宽。,,[waɪd],[waɪd],stage::third-party-primary,001452,f1f0126a420e0ab0df885f650ca0d98f8f287f46ce28cc8e4c9631b9af1d539e,model-curated-pending-review,third-party-learner-content-v1
KV002963,new-third-party-stable,wife,妻子,妻子,His wife works at a hospital.,他的妻子在医院工作。,,[waɪf],[waɪf],stage::third-party-primary,001760,b6d4adc996ec2791dfeb2cae2742ddebe493fbe319b19fcce37cbc655857837a,model-curated-pending-review,third-party-learner-content-v1
KV002964,new-third-party-stable,wild,野生的,野生的,We saw wild horses on the grassland.,我们在草原上看到了野马。,,[waɪld],[waɪld],stage::third-party-primary,001453,d72f78498916bf742183df8454e08ce2436bec0ef9742e93a179cb2447be002d,model-curated-pending-review,third-party-learner-content-v1
KV002965,new-third-party-stable,wild geese,大雁；雁（wild goose 的复数）,大雁；雁（wild goose 的复数）,Wild geese fly south in autumn.,大雁秋天向南飞。,,,,stage::third-party-primary,002765,41c070d7e70eaed4475bcff7f3a4898831c6bcf03dbea01b2b9e9b4478eaf06a,model-curated-pending-review,third-party-learner-content-v1
KV002966,new-third-party-stable,will,将；会（表示将来）,将；会（表示将来）,I will call you tonight.,我今晚会给你打电话。,,[wɪl],[wɪl],stage::third-party-primary,000857,6bf9ad2cce4b447706440caf2cb5888fe10b7705416fa08ead34fefdd7e6a849,model-curated-pending-review,third-party-learner-content-v1
KV002967,new-third-party-stable,wind-bell,风铃,风铃,A small wind-bell hangs by the window.,窗边挂着一个小风铃。,,,,stage::third-party-primary,002766,d6c543e2d539a1da96f198e9c2f516a0f175645b1cd62a53dd7ff3b78cc23362,model-curated-pending-review,third-party-learner-content-v1
KV002968,new-third-party-stable,windmill,风车,风车,The old windmill stands on the hill.,老风车立在山上。,,[ˈwɪndmɪl],[ˈwɪndmɪl],stage::third-party-primary,002476,6108c65fdb4e05c746f62ec6eca0c70607c3671bbe5c515070764566fbe3c6fd,model-curated-pending-review,third-party-learner-content-v1
KV002969,new-third-party-stable,windsurf,玩帆板；风帆冲浪,玩帆板；风帆冲浪,They windsurf when the wind is strong.,风大的时候他们玩帆板。,,[ˈwɪndsɜːf],[ˈwɪndsɜːrf],stage::third-party-primary,002477,86991f3bc88dab22e4e4a9cc34879c14e219235b0ef8ee60c8ae23677962d363,model-curated-pending-review,third-party-learner-content-v1
KV002970,new-third-party-stable,wing,翅膀；翼,翅膀；翼,The bird hurt one wing.,那只鸟伤了一只翅膀。,,[wɪŋ],[wɪŋ],stage::third-party-primary,001454,d3c15869ddc9b03b5656fb5e17306d92b5ac61e56bc8e65cdcb7545fef3cb5c8,model-curated-pending-review,third-party-learner-content-v1
KV002971,new-third-party-stable,winter holiday,寒假,寒假,We visit our grandparents during the winter holiday.,寒假期间我们去看爷爷奶奶。,,,,stage::third-party-primary,002767,495fa4c9efb1c3159ac7bd63c64ce4a4b67249a0eaba8ef04a4e84990f7cffe4,model-curated-pending-review,third-party-learner-content-v1
KV002972,new-third-party-stable,Winter Olympics,冬季奥运会,冬季奥运会,Many athletes compete in the Winter Olympics.,许多运动员参加冬季奥运会。,,,,stage::third-party-primary,002768,8b971e8029f6abeff70b1cb02bab962508e59d00b267bfbfcae3b1d8212523bb,model-curated-pending-review,third-party-learner-content-v1
KV002973,new-third-party-stable,wise,明智的；聪明的,明智的；聪明的,It was wise to bring an umbrella.,带雨伞是明智的。,,[waɪz],[waɪz],stage::third-party-primary,002478,17fc9d1a0ba907b9afe42e6aa21fa7457d09d30b49cb38c56883244c834c0646,model-curated-pending-review,third-party-learner-content-v1
KV002974,new-third-party-stable,wish,愿望；祝愿,愿望；祝愿,My birthday wish is to get a new bike.,我的生日愿望是得到一辆新自行车。,,[wɪʃ],[wɪʃ],stage::third-party-primary,001018,d4b85e97b121279217fb9bb5836cc96df0d427e422821cc5679955154d159d5c,model-curated-pending-review,third-party-learner-content-v1
KV002975,new-third-party-stable,without,没有；不带,没有；不带,Do not leave home without your keys.,不要不带钥匙就离开家。,,[wɪˈðaʊt],[wɪˈðaʊt],stage::third-party-primary,001111,6b428914b91fa834526d0133cc238f9fdc38bd5f1b66b36ef4d2d6251688b79e,model-curated-pending-review,third-party-learner-content-v1
KV002976,new-third-party-stable,wizard,巫师；男巫,巫师；男巫,The wizard used magic in the story.,故事里的巫师使用了魔法。,,[ˈwɪzəd],[ˈwɪzərd],stage::third-party-primary,002479,53bad44cc49f76aeb73befa7dbf5396e213f3845b9c8c572fbf27d76d4147d0f,model-curated-pending-review,third-party-learner-content-v1
KV002977,new-third-party-stable,wolf,狼,狼,We heard a wolf in the forest.,我们在森林里听到了狼叫。,,,,stage::third-party-primary,001302,f84e9879623df8159c945a2bbeea131d404b3f55b6419196fbc39f62c5b2efaf,model-curated-pending-review,third-party-learner-content-v1
KV002978,new-third-party-stable,wolfie,Wolfie（狼的名字）,Wolfie（狼的名字）,Wolfie is the friendly wolf in the story.,Wolfie是故事里那只友善的狼。,,,,stage::third-party-primary,002480,c77692e6bebf57c594958c84ae1fdc71060f768f70a52ac7a25d078501520bad,model-curated-pending-review,third-party-learner-content-v1
KV002979,new-third-party-stable,women,女人们；妇女们（woman 的复数）,女人们；妇女们（woman 的复数）,Three women are waiting for the bus.,三位女士正在等公交车。,,[ˈwɪmɪn],[ˈwɪmɪn],stage::third-party-primary,001050,16e447992057de5c5ea1786c81bfcba4a714bcc3591dbbfd34d1244312152819,model-curated-pending-review,third-party-learner-content-v1
KV002980,new-third-party-stable,wood,木头；木材,木头；木材,Dad cut the wood into small pieces.,爸爸把木头锯成了小块。,,[wʊd],[wʊd],stage::third-party-primary,001139,68684c7774b219bc78ac522efad8b21c2c67057cc0c5d0ae2d8e8d38732745ff,model-curated-pending-review,third-party-learner-content-v1
KV002981,new-third-party-stable,wooden,木制的,木制的,We sat on a wooden bench.,我们坐在一张木制长凳上。,,[ˈwʊdn],[ˈwʊd(ə)n],stage::third-party-primary,002481,8f7e9c703b690983112ace5d38b5a2e39b187f8d4267e85d731117b61d398e8b,model-curated-pending-review,third-party-learner-content-v1
KV002982,new-third-party-stable,woods,树林；森林,树林；森林,We went for a walk in the woods.,我们去树林里散步了。,,[wʊdz],[wʊdz],stage::third-party-primary,001455,155aa57705a98f0618d4b37fd59c497fd35323a0dd24a9ad8297c7248ce583fc,model-curated-pending-review,third-party-learner-content-v1
KV002983,new-third-party-stable,woof,汪；狗叫声,汪；狗叫声,The dog gave a loud woof.,狗大声汪了一声。,,[wʊf],[wʊf],stage::third-party-primary,001456,ddc26c5cbe702c5e9a76fbde1e5150a1530cbb5accef7a92b36d07963c9a07c2,model-curated-pending-review,third-party-learner-content-v1
KV002984,new-third-party-stable,wool,羊毛；毛料,羊毛；毛料,This scarf is made of wool.,这条围巾是羊毛做的。,,[wʊl],[wʊl],stage::third-party-primary,002482,4e92acea106e4217b99ff1e431581d56b78257a1b9d2499c012d5e650eb15169,model-curated-pending-review,third-party-learner-content-v1
KV002985,new-third-party-stable,woollen,羊毛制的；毛织的,羊毛制的；毛织的,She wore a warm woollen hat.,她戴着一顶暖和的羊毛帽。,,[ˈwʊlən],[ˈwʊlən],stage::third-party-primary,002483,8b55f440d12872a8dac7e8292ee3e5a2292f1d3221baf76e8a911eeb3abacfcd,model-curated-pending-review,third-party-learner-content-v1
KV002986,new-third-party-stable,word book,单词本；词汇本,单词本；词汇本,I write new English words in my word book.,我把新的英语单词写在单词本里。,,[ˈwɜːdˌbʊk],[ˈwɜːrkˈbʊk],stage::third-party-primary,002769,f4f66a4bb04fc6db46c07531c4cbfe45ff0e85b29371e8ba2ccb65f5f43826f1,model-curated-pending-review,third-party-learner-content-v1
KV002987,new-third-party-stable,work out,锻炼；健身,锻炼；健身,I work out at home every morning.,我每天早上在家锻炼。,,,,stage::third-party-primary,002770,dd5f4fb3dafeac3e25689e1e23c5dc44f897e55ccb662780dec8c6f3b11670e1,model-curated-pending-review,third-party-learner-content-v1
KV002988,new-third-party-stable,World Car Free Day,世界无车日,世界无车日,We walk to school on World Car Free Day.,世界无车日我们步行去上学。,,,,stage::third-party-primary,002890,e5fe3fc0b83a99dd577bdbb8c53b0d7bb1abe685c57bb695b9800f85f73c6027,model-curated-pending-review,third-party-learner-content-v1
KV002989,new-third-party-stable,World Cup,世界杯,世界杯,Our family watched the World Cup final.,我们全家观看了世界杯决赛。,,,,stage::third-party-primary,002771,1efb6fbf0b48f44d64614fd04a4554c2a45c9616335d1afec10cdee2a0db2929,model-curated-pending-review,third-party-learner-content-v1
KV002990,new-third-party-stable,would like,想要,想要,I would like a glass of water.,我想要一杯水。,,,,stage::third-party-primary,001324,1df2aa360de0525cedf3ee63c9209eb828c19cb3187dbccfba8116c760784368,model-curated-pending-review,third-party-learner-content-v1
KV002991,new-third-party-stable,wrap,包；包裹,包；包裹,Please wrap the gift in this paper.,请用这张纸把礼物包起来。,,[ræp],[ræp],stage::third-party-primary,002484,e86a5cb1355f5eff5c33eab010e82109e017cfe22e2d19767a578a6ca0288acb,model-curated-pending-review,third-party-learner-content-v1
KV002992,new-third-party-stable,wrapping paper,包装纸,包装纸,We need some wrapping paper for the gift.,我们需要一些包装纸来包礼物。,,,,stage::third-party-primary,002772,dd00d064aed6fbe2a36a76622cd8acd58d945a177345596dfe2cf82b7d977f9c,model-curated-pending-review,third-party-learner-content-v1
KV002993,new-third-party-stable,wrist,手腕；腕关节,手腕；腕关节,I hurt my wrist while playing basketball.,我打篮球时伤了手腕。,,[rɪst],[rɪst],stage::third-party-primary,002485,619daac4a6d3425479b13303c20ace3d51d6ed5bdda7299132abd8ebd77392b1,model-curated-pending-review,third-party-learner-content-v1
KV002994,new-third-party-stable,write,写；书写,写；书写,Please write your name here.,请在这里写下你的名字。,,,,stage::third-party-primary,000721,4a8ad8685e69a7d8df11d0ba7db6d0e25216b414ea4dd50cd4122c1b78627a3c,model-curated-pending-review,third-party-learner-content-v1
KV002995,new-third-party-stable,X-ray,X光；X光片,X光；X光片,The doctor looked at my arm with an X-ray.,医生用X光检查了我的手臂。,,[ˈeks reɪ],[ˈeks reɪ],stage::third-party-primary,001498,4ea56c9fc133bbe4cd0a4c090d82e811e40d6e3789ca288417dc7fe1c7fb1852,model-curated-pending-review,third-party-learner-content-v1
KV002996,new-third-party-stable,yard,院子；庭院,院子；庭院,The children are playing in the yard.,孩子们正在院子里玩。,,[jɑːd],[jɑːrd],stage::third-party-primary,001457,5b0143d444a88a65e7b801edbc92da2a5dfadcea0e9e4127669abcbcedd2cda9,model-curated-pending-review,third-party-learner-content-v1
KV002997,new-third-party-stable,year book,年鉴,年鉴,Our school year book has photos of every class.,我们学校的年鉴有每个班的照片。,,,,stage::third-party-primary,002773,9e6d10535e9faba34bd5ef244e5bf46c70a4a3e320fe725ff2ba0c4b5d7a638b,model-curated-pending-review,third-party-learner-content-v1
KV002998,new-third-party-stable,yet,还；尚,还；尚,I have not finished my homework yet.,我还没有完成作业。,,[jet],[jet],stage::third-party-primary,002486,6674031a0b1ff3132533f4d070650100f57137113b674215c3710eb793ac173b,model-curated-pending-review,third-party-learner-content-v1
KV002999,new-third-party-stable,yo-yo,溜溜球；悠悠球,溜溜球；悠悠球,He can do many tricks with a yo-yo.,他会用溜溜球做很多花样。,,[ˈjəʊ jəʊ],[ˈjoʊ joʊ],stage::third-party-primary,001834,9fa00b09494f648630af0f1fc7237d97f6d24d5bb6c750bdf4f54867d042e881,model-curated-pending-review,third-party-learner-content-v1
KV003000,new-third-party-stable,yogurt,酸奶,酸奶,I eat yogurt with fruit for breakfast.,我早餐吃水果酸奶。,,[ˈjɒɡət],[ˈjoʊɡərt],stage::third-party-primary,001761,dea4a5e25846ebaf89cf75e3a10d732fc3f13ed9ec5172e776586fc045ccd841,model-curated-pending-review,third-party-learner-content-v1
KV003001,new-third-party-stable,youngest,最年轻的；年龄最小的,最年轻的；年龄最小的,She is the youngest child in the family.,她是家里年龄最小的孩子。,,[ˈjʌŋɡɪst],['jʌŋɡist],stage::third-party-primary,002487,b00039b1e76ce621886677895594d18553e6dcb1ff8cb63b4fbeef080e6cf041,model-curated-pending-review,third-party-learner-content-v1
KV003002,new-third-party-stable,yourself,你自己,你自己,You can do it yourself.,你可以自己做这件事。,,[jɔːˈself],[jɔːrˈself; jʊrˈself; jərˈself],stage::third-party-primary,001303,6f80ac96e7ed95c53c78af67bf293accba7c1b5e12a0436e6640880918a063f5,model-curated-pending-review,third-party-learner-content-v1
KV003003,new-third-party-stable,yoyo,悠悠球,悠悠球,My yoyo is blue and white.,我的悠悠球是蓝白色的。,,[ˈjəʊjəʊ],"['jəu,jəu]",stage::third-party-primary,002488,05bf2ce2c6bb01d9bfeadcb874756170edc5d401822c63f30cb97bc8c694f31f,model-curated-pending-review,third-party-learner-content-v1
KV003004,new-third-party-stable,yuan,元（人民币货币单位）,元（人民币货币单位）,This notebook costs five yuan.,这个笔记本五元钱。,,[juˈɑːn],[juˈɑːn],stage::third-party-primary,001304,41a51a85543bdac1c698f041a2c24d955066e8067267c04890028b2f55ac4283,model-curated-pending-review,third-party-learner-content-v1
KV003005,new-third-party-stable,yucky,恶心的；讨人厌的,恶心的；讨人厌的,This medicine tastes yucky.,这种药味道很恶心。,,[ˈjʌki],[ˈjʌki],stage::third-party-primary,002489,6acbbe5be3e457e35c20a48c6afcf514ee0bfca6962bfc2ec8d80709daf9633c,model-curated-pending-review,third-party-learner-content-v1
KV003006,new-third-party-stable,yuk,笑声；引人发笑的事,笑声；引人发笑的事,His silly joke got a loud yuk from the group.,他的傻笑话让大家发出一阵笑声。,,[jʌk],[jʌk],stage::third-party-primary,002490,4ff1b788d36bf7e8823c4329cee6f43582838f852ce9cdf983955a0f8ffc477c,model-curated-pending-review,third-party-learner-content-v1
KV003007,new-third-party-stable,yum,真好吃；好吃；美味,真好吃；好吃；美味,Yum! This soup is delicious.,真好吃！这个汤很美味。,,[jʌm],[jʌm],stage::third-party-primary,001762,bd5e1ea190a481ca20658f372388c1342670aa314d42ab3e05950761773a479c,model-curated-pending-review,third-party-learner-content-v1
KV003008,new-third-party-stable,yummy,美味的；好吃的,美味的；好吃的,These dumplings are yummy.,这些饺子很好吃。,,[ˈjʌmi],[ˈjʌmi],stage::third-party-primary,001458,8b93098cc3c55ff30ad8b3c981939568cfdd9b20fe2090459e6a5e9ab9089a63,model-curated-pending-review,third-party-learner-content-v1
KV003009,new-third-party-stable,zebra,斑马,斑马,A zebra has black and white stripes.,斑马有黑白相间的条纹。,,[ˈzebrə],[ˈziːbrə],stage::third-party-primary,001140,d135ff78b610c8515800a1d038d7ab748bd1bfd79e6c5826bb357a3db9001811,model-curated-pending-review,third-party-learner-content-v1
KV003010,new-third-party-stable,zebra crossing,斑马线；人行横道,斑马线；人行横道,Always use the zebra crossing when you cross the road.,过马路时一定走斑马线。,,,,stage::third-party-primary,002774,ad1b4579b800f1d5f5319291138608eb69270a03dc0f164351ee31d865b96d4e,model-curated-pending-review,third-party-learner-content-v1
KV003011,new-third-party-stable,zero,零,零,The answer is zero.,答案是零。,,[ˈzɪərəʊ],[ˈzɪroʊ],stage::third-party-primary,001763,b8f4b43a4559f758e5f79df5a2909d6ce81094df10b0346e64891db2c73f010a,model-curated-pending-review,third-party-learner-content-v1
KV003012,new-third-party-stable,zip,拉链,拉链,The zip on my bag is broken.,我的包上的拉链坏了。,,[zɪp],[zɪp],stage::third-party-primary,002491,d6d37399abf68ef6c0fe2cd67670c83701543de77f5ebf027226919666244bc7,model-curated-pending-review,third-party-learner-content-v1
KV003013,new-third-party-stable,zip code,邮政编码；邮编,邮政编码；邮编,Please write the zip code on the envelope.,请把邮政编码写在信封上。,,,,stage::third-party-primary,002775,274c9b9afccd2567a93fdc728a045ca3041502f4c36b665e490682113204bdd6,model-curated-pending-review,third-party-learner-content-v1
KV003014,new-third-party-stable,zipper,拉链,拉链,The zipper on my jacket is stuck.,我的夹克拉链卡住了。,,[ˈzɪpə(r)],[ˈzɪpər],stage::third-party-primary,002492,a9109a154f893939246462924d77a4cdaab37d8f279e2790d307a920838c1eff,model-curated-pending-review,third-party-learner-content-v1
KV003015,new-third-party-stable,zongzi,粽子,粽子,Grandma taught me how to make zongzi.,奶奶教我怎样包粽子。,,,,stage::third-party-primary,002493,330b18cd70b31c84eda0fcf30b033779f4a27f74971e32eb7b25b8344ce82900,model-curated-pending-review,third-party-learner-content-v1
