NoteID,OriginType,ReleaseState,CanonicalWord,Word,SenseLabel,MeaningPrimary,ExistingBritish,ExistingAmerican,MissingSides,OriginalBritishEvidenceStatus,OriginalAmericanEvidenceStatus,OriginalBritishCandidate,OriginalAmericanCandidate,CandidateBritish,CandidateAmerican,CandidateEngine,CandidateEngineVersion,CandidateBritishVoice,CandidateAmericanVoice,RiskFlags
KV001935,new-third-party-stable,unreleased,hybrid rice,hybrid rice,杂交水稻,杂交水稻,,,British+American,missing,missing,,,[hˈaɪbɹɪd ɹˈaɪs],[hˈaɪbɹɪd ɹˈaɪs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001936,new-third-party-stable,unreleased,Hyde Park,Hyde Park,海德公园,海德公园,,,British+American,missing,missing,,,[hˈaɪd pˈɑːk],[hˈaɪd pˈɑːɹk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV001938,new-third-party-stable,unreleased,Ice and Snow Festival,Ice and Snow Festival,冰雪节,冰雪节,,,British+American,missing,missing,,,[ˈaɪs and snˈəʊ fˈɛstɪvəl],[ˈaɪs ænd snˈoʊ fˈɛstɪvəl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV001939,new-third-party-stable,unreleased,ice fishing,ice fishing,冰钓,冰钓,,,British+American,missing,missing,,,[ˈaɪs fˈɪʃɪŋ],[ˈaɪs fˈɪʃɪŋ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001940,new-third-party-stable,unreleased,ice hockey,ice hockey,冰球运动,冰球运动,,,British+American,missing,missing,,,[ˈaɪs hˈɒki],[ˈaɪs hˈɑːki],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001942,new-third-party-stable,unreleased,iced tea,iced tea,冰茶；冰镇茶,冰茶；冰镇茶,,,British+American,missing,missing,,,[ˈaɪst tˈiː],[ˈaɪst tˈiː],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001948,new-third-party-stable,unreleased,in a short time,in a short time,不久；很快,不久；很快,,,British+American,missing,missing,,,[ɪn ɐ ʃˈɔːt tˈaɪm],[ɪn ɐ ʃˈɔːɹt tˈaɪm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001949,new-third-party-stable,unreleased,in danger,in danger,处于危险中,处于危险中,,,British+American,missing,missing,,,[ɪn dˈeɪndʒə],[ɪn dˈeɪndʒɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001951,new-third-party-stable,unreleased,in the end,in the end,最后；最终,最后；最终,,,British+American,missing,missing,,,[ɪnðɪ ˈɛnd],[ɪnðɪ ˈɛnd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001952,new-third-party-stable,unreleased,in the middle,in the middle,在中间；在中部,在中间；在中部,,,British+American,missing,missing,,,[ɪnðə mˈɪdəl],[ɪnðə mˈɪdəl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001953,new-third-party-stable,unreleased,in the past,in the past,过去；在过去,过去；在过去,,,British+American,missing,missing,,,[ɪnðə pˈast],[ɪnðə pˈæst],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001959,new-third-party-stable,unreleased,insect museum,insect museum,昆虫博物馆,昆虫博物馆,,,British+American,missing,missing,,,[ˈɪnsɛkt mjuːzˈiəm],[ˈɪnsɛkt mjuːzˈiəm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001964,new-third-party-stable,unreleased,International Children's Day,International Children's Day,国际儿童节,国际儿童节,,,British+American,missing,missing,,,[ˌɪntənˈaʃənəl tʃˈɪldɹənz dˈeɪ],[ˌɪntɚnˈæʃənəl tʃˈɪldɹənz dˈeɪ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case punctuation
KV001971,new-third-party-stable,unreleased,iPad,iPad,iPad（苹果平板电脑）,iPad（苹果平板电脑）,,,British+American,missing,missing,,,[ˈaɪ pˈad],[ˈaɪ pˈæd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,
KV001972,new-third-party-stable,unreleased,iPhone,iPhone,iPhone（苹果手机）,iPhone（苹果手机）,,,British+American,missing,missing,,,[ˈaɪ fˈəʊn],[ˈaɪ fˈoʊn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,
KV001977,new-third-party-stable,unreleased,jack-o'-lantern,jack-o'-lantern,南瓜灯；杰克灯,南瓜灯；杰克灯,,,British+American,missing,missing,,,[dʒˈakˈəʊlˈantən],[dʒˈækˈoʊlˈæntɚn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,hyphenated punctuation
KV001986,new-third-party-stable,unreleased,jet-ski,jet-ski,水上摩托；摩托艇,水上摩托；摩托艇,,,British+American,missing,missing,,,[dʒˈɛtskˈiː],[dʒˈɛtskˈiː],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,hyphenated
KV001987,new-third-party-stable,unreleased,jiaozi,jiaozi,饺子,饺子,,,British+American,missing,missing,,,[dʒˌaɪəɹˈəʊzi],[dʒˌaɪəˈoʊzi],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,
KV001996,new-third-party-stable,unreleased,junior high school,junior high school,初中；初级中学,初中；初级中学,,,British+American,missing,missing,,,[dʒˈuːnjə hˈaɪ skˈuːl],[dʒˈuːnjɚ hˈaɪ skˈuːl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001997,new-third-party-stable,unreleased,junk food,junk food,垃圾食品,垃圾食品,,,British+American,missing,missing,,,[dʒˈʌŋk fˈuːd],[dʒˈʌŋk fˈuːd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001999,new-third-party-stable,unreleased,keep on,keep on,继续；坚持,继续；坚持,,,British+American,missing,missing,,,[kˈiːp ˈɒn],[kˈiːp ˈɔn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002000,new-third-party-stable,unreleased,keep quiet,keep quiet,保持安静,保持安静,,,British+American,missing,missing,,,[kˈiːp kwˈaɪət],[kˈiːp kwˈaɪət],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002010,new-third-party-stable,unreleased,knock down,knock down,撞倒；击倒；拆倒,撞倒；击倒；拆倒,,,British+American,missing,missing,,,[nˈɒk dˈaʊn],[nˈɑːk dˈaʊn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002012,new-third-party-stable,unreleased,Kung Fu Panda,Kung Fu Panda,功夫熊猫,功夫熊猫,,,British+American,missing,missing,,,[kˈʌŋ fˈuː pˈandə],[kˈʌŋ fˈuː pˈændə],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002013,new-third-party-stable,unreleased,L. A. Lakers,L. A. Lakers,洛杉矶湖人队,洛杉矶湖人队,,,British+American,missing,missing,,,[ˈɛl ˈeɪ lˈeɪkəz],[ˈɛl ˈeɪ lˈeɪkɚz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case punctuation
KV002014,new-third-party-stable,unreleased,L.A.,L.A.,洛杉矶,洛杉矶,,,British+American,missing,missing,,,[ˌɛlˈeɪ],[ˌɛlˈeɪ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,acronym proper-case punctuation
KV002015,new-third-party-stable,unreleased,lab,lab,实验室,实验室,,,British+American,missing,missing,,,[lˈab],[lˈæb],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,
KV002016,new-third-party-stable,unreleased,Labor Day,Labor Day,劳动节,劳动节,,,British+American,missing,missing,,,[lˈeɪbə dˈeɪ],[lˈeɪbɚ dˈeɪ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002023,new-third-party-stable,unreleased,last night,last night,昨晚；昨天晚上,昨晚；昨天晚上,,,British+American,missing,missing,,,[lˈast nˈaɪt],[lˈæst nˈaɪt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002025,new-third-party-stable,unreleased,laugh at,laugh at,嘲笑；因……发笑,嘲笑；因……发笑,,,British+American,missing,missing,,,[lˈaf at],[lˈæf æt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002030,new-third-party-stable,unreleased,learn,learn,学习；学会,学习；学会,,,British+American,conflicting-evidence,conflicting-evidence,[lɜːn],[lɜːrn],[lˈɜːn],[lˈɜːn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,
KV002038,new-third-party-stable,unreleased,library card,library card,借书证；图书馆卡,借书证；图书馆卡,,,British+American,missing,missing,,,[lˈaɪbɹəɹi kˈɑːd],[lˈaɪbɹɛɹi kˈɑːɹd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002045,new-third-party-stable,unreleased,light rail,light rail,轻轨,轻轨,,,British+American,missing,missing,,,[lˈaɪt ɹˈeɪl],[lˈaɪt ɹˈeɪl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002047,new-third-party-stable,unreleased,lion dance,lion dance,舞狮,舞狮,,,British+American,missing,missing,,,[lˈaɪən dˈans],[lˈaɪən dˈæns],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002051,new-third-party-stable,unreleased,Little Red Riding Hood,Little Red Riding Hood,小红帽,小红帽,,,British+American,missing,missing,,,[lˈɪtəl ɹˈɛd ɹˈaɪdɪŋ hˈʊd],[lˈɪɾəl ɹˈɛd ɹˈaɪdɪŋ hˈʊd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002052,new-third-party-stable,unreleased,Loch Ness,Loch Ness,尼斯湖,尼斯湖,,,British+American,missing,missing,,,[lˈɒx nˈɛs],[lˈɑːx nˈɛs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002056,new-third-party-stable,unreleased,London Eye,London Eye,伦敦眼,伦敦眼,,,British+American,missing,missing,,,[lˈʌndən ˈaɪ],[lˈʌndən ˈaɪ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002057,new-third-party-stable,unreleased,London Zoo,London Zoo,伦敦动物园,伦敦动物园,,,British+American,missing,missing,,,[lˈʌndən zˈuː],[lˈʌndən zˈuː],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002058,new-third-party-stable,unreleased,long ago,long ago,很久以前；从前,很久以前；从前,,,British+American,missing,missing,,,[lˈɒŋ ɐɡˈəʊ],[lˈɔŋ ɐɡˈoʊ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002059,new-third-party-stable,unreleased,long jump,long jump,跳远,跳远,,,British+American,missing,missing,,,[lˈɒŋ dʒˈʌmp],[lˈɔŋ dʒˈʌmp],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002060,new-third-party-stable,unreleased,long race,long race,长跑；长距离比赛,长跑；长距离比赛,,,British+American,missing,missing,,,[lˈɒŋ ɹˈeɪs],[lˈɔŋ ɹˈeɪs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002062,new-third-party-stable,unreleased,look at,look at,看；看着,看；看着,,,British+American,missing,missing,,,[lˈʊk at],[lˈʊk æt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002063,new-third-party-stable,unreleased,look like,look like,看起来像；像,看起来像；像,,,British+American,missing,missing,,,[lˈʊk lˈaɪk],[lˈʊk lˈaɪk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002065,new-third-party-stable,unreleased,Los Angeles,Los Angeles,洛杉矶,洛杉矶,,,British+American,missing,missing,,,[lˌɒs ˈandʒəlˌiːs],[lˌɑːs ˈændʒəlɪs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002067,new-third-party-stable,unreleased,lots of,lots of,许多；很多,许多；很多,,,British+American,missing,missing,,,[lˈɒts ɒv],[lˈɑːts ʌv],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002073,new-third-party-stable,unreleased,lunch box,lunch box,饭盒,饭盒,,,British+American,missing,missing,,,[lˈʌntʃ bˈɒks],[lˈʌntʃ bˈɑːks],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002080,new-third-party-stable,unreleased,main course,main course,主菜,主菜,,,British+American,missing,missing,,,[mˈeɪn kˈɔːs],[mˈeɪn kˈoːɹs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002081,new-third-party-stable,unreleased,make friends,make friends,交朋友,交朋友,,,British+American,missing,missing,,,[mˌeɪk fɹˈɛndz],[mˌeɪk fɹˈɛndz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002082,new-third-party-stable,unreleased,make mistakes,make mistakes,犯错误；出错,犯错误；出错,,,British+American,missing,missing,,,[mˌeɪk mɪstˈeɪks],[mˌeɪk mɪstˈeɪks],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002083,new-third-party-stable,unreleased,make noise,make noise,制造噪音；发出声音,制造噪音；发出声音,,,British+American,missing,missing,,,[mˌeɪk nˈɔɪz],[mˌeɪk nˈɔɪz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002084,new-third-party-stable,unreleased,make peace,make peace,讲和；和解,讲和；和解,,,British+American,missing,missing,,,[mˌeɪk pˈiːs],[mˌeɪk pˈiːs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002085,new-third-party-stable,unreleased,make phone calls,make phone calls,打电话,打电话,,,British+American,missing,missing,,,[mˌeɪk fˈəʊn kˈɔːlz],[mˌeɪk fˈoʊn kˈɔːlz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002098,new-third-party-stable,unreleased,maths book,maths book,数学书,数学书,,,British+American,missing,missing,,,[mˈaθs bˈʊk],[mˈæθs bˈʊk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002099,new-third-party-stable,unreleased,May Day,May Day,五一劳动节,五一劳动节,,,British+American,missing,missing,,,[mˈeɪ dˈeɪ],[mˈeɪ dˈeɪ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002107,new-third-party-stable,unreleased,meeting room,meeting room,会议室,会议室,,,British+American,missing,missing,,,[mˈiːtɪŋ ɹˈuːm],[mˈiːɾɪŋ ɹˈuːm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002109,new-third-party-stable,unreleased,member state,member state,成员国,成员国,,,British+American,missing,missing,,,[mˈɛmbə stˈeɪt],[mˈɛmbɚ stˈeɪt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002121,new-third-party-stable,unreleased,Mickey Mouse,Mickey Mouse,米老鼠,米老鼠,,,British+American,missing,missing,,,[mˈɪki mˈaʊs],[mˈɪki mˈaʊs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002122,new-third-party-stable,unreleased,Mid-Autumn Festival,Mid-Autumn Festival,中秋节,中秋节,,,British+American,missing,missing,,,[mˈɪdˈɔːtʌm fˈɛstɪvəl],[mˈɪdˈɔːɾʌm fˈɛstɪvəl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword hyphenated proper-case
KV002131,new-third-party-stable,unreleased,Miss,Miss,小姐；女士（称谓）,小姐；女士（称谓）,,,British+American,missing,missing,,,[mˈɪs],[mˈɪs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,proper-case
KV002137,new-third-party-stable,unreleased,mobile phone,mobile phone,手机；移动电话,手机；移动电话,,,British+American,missing,missing,,,[mˈəʊbaɪl fˈəʊn],[mˈoʊbəl fˈoʊn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002139,new-third-party-stable,unreleased,model car,model car,汽车模型；模型车,汽车模型；模型车,,,British+American,missing,missing,,,[mˈɒdəl kˈɑː],[mˈɑːdəl kˈɑːɹ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002140,new-third-party-stable,unreleased,model house,model house,房屋模型；模型房屋,房屋模型；模型房屋,,,British+American,missing,missing,,,[mˈɒdəl hˈaʊs],[mˈɑːdəl hˈaʊs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002141,new-third-party-stable,unreleased,model plane,model plane,模型飞机,模型飞机,,,British+American,missing,missing,,,[mˈɒdəl plˈeɪn],[mˈɑːdəl plˈeɪn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
