NoteID,OriginType,ReleaseState,CanonicalWord,Word,SenseLabel,MeaningPrimary,ExistingBritish,ExistingAmerican,MissingSides,OriginalBritishEvidenceStatus,OriginalAmericanEvidenceStatus,OriginalBritishCandidate,OriginalAmericanCandidate,CandidateBritish,CandidateAmerican,CandidateEngine,CandidateEngineVersion,CandidateBritishVoice,CandidateAmericanVoice,RiskFlags
KV000302,reused-existing-stable,released,after school,after school,放学后,放学后,,,British+American,,,,,[ˈaftə skˈuːl],[ˈæftɚ skˈuːl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000304,reused-existing-stable,released,draw pictures,draw pictures,画画,画画,,,British+American,,,,,[dɹˈɔː pˈɪktʃəz],[dɹˈɔː pˈɪktʃɚz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000306,reused-existing-stable,released,sing songs,sing songs,唱歌,唱歌,,,British+American,,,,,[sˈɪŋ sˈɒŋz],[sˈɪŋ sˈɔŋz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000311,reused-existing-stable,released,be back,be back,回来,回来,,,British+American,,,,,[biː bˈak],[biː bˈæk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000331,reused-existing-stable,released,in one hour,in one hour,一小时后,一小时后,,,British+American,,,,,[ɪn wˈɒn ˈaʊə],[ɪn wˈʌn ˈaʊɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000339,reused-existing-stable,released,dining room,dining room,餐厅；饭厅,餐厅；饭厅,,,British+American,,,,,[dˈaɪnɪŋ ɹˈuːm],[dˈaɪnɪŋ ɹˈuːm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000342,reused-existing-stable,released,for rent,for rent,出租,出租,,,British+American,,,,,[fɔː ɹˈɛnt],[fɔːɹ ɹˈɛnt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000346,reused-existing-stable,released,roller skating,roller skating,轮滑；滑旱冰,轮滑；滑旱冰,,,British+American,,,,,[ɹˈəʊlə skˈeɪtɪŋ],[ɹˈoʊlɚ skˈeɪɾɪŋ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000352,reused-existing-stable,released,be good at,be good at,擅长,擅长,,,British+American,,,,,[biː ɡˈʊd at],[biː ɡˈʊd æt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000354,reused-existing-stable,released,visit one's grandparents,visit one's grandparents,看望祖父母或外祖父母,看望祖父母或外祖父母,,,British+American,,,,,[vˈɪzɪt wˈɒnz ɡɹˈandpeəɹənts],[vˈɪzɪt wˈʌnz ɡɹˈændpɛɹənts],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword punctuation
KV000355,reused-existing-stable,released,go to a drawing club,go to a drawing club,参加绘画俱乐部,参加绘画俱乐部,,,British+American,,,,,[ɡˌəʊ tʊ ɐ dɹˈɔːɪŋ klˈʌb],[ɡˌoʊ tʊ ɐ dɹˈɔːɪŋ klˈʌb],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000356,reused-existing-stable,released,climb a hill,climb a hill,爬山；爬小山,爬山；爬小山,,,British+American,,,,,[klˈaɪm ɐ hˈɪl],[klˈaɪm ɐ hˈɪl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000357,reused-existing-stable,released,pick fruit,pick fruit,摘水果,摘水果,,,British+American,,,,,[pˈɪk fɹˈuːt],[pˈɪk fɹˈuːt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000358,reused-existing-stable,released,play computer games,play computer games,玩电脑游戏,玩电脑游戏,,,British+American,,,,,[plˈeɪ kəmpjˈuːtə ɡˈeɪmz],[plˈeɪ kəmpjˈuːɾɚ ɡˈeɪmz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000360,reused-existing-stable,released,go to the cinema,go to the cinema,去电影院；看电影,去电影院；看电影,,,British+American,,,,,[ɡˌəʊ tə ðə sˈɪnəmə],[ɡˌoʊ tə ðə sˈɪnəmə],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000361,reused-existing-stable,released,on the weekend,on the weekend,在周末,在周末,,,British+American,,,,,[ɒnðə wiːkˈɛnd],[ɔnðə wˈiːkɛnd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000375,reused-existing-stable,released,by bus,by bus,乘公交车,乘公交车,,,British+American,,,,,[baɪ bˈʌs],[baɪ bˈʌs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000376,reused-existing-stable,released,by boat,by boat,乘小船；乘船,乘小船；乘船,,,British+American,,,,,[baɪ bˈəʊt],[baɪ bˈoʊt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000377,reused-existing-stable,released,by ship,by ship,乘轮船；乘船,乘轮船；乘船,,,British+American,,,,,[baɪ ʃˈɪp],[baɪ ʃˈɪp],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000378,reused-existing-stable,released,by car,by car,乘汽车,乘汽车,,,British+American,,,,,[baɪ kˈɑː],[baɪ kˈɑːɹ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000379,reused-existing-stable,released,by taxi,by taxi,乘出租车,乘出租车,,,British+American,,,,,[baɪ tˈaksi],[baɪ tˈæksi],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000380,reused-existing-stable,released,by bike,by bike,骑自行车,骑自行车,,,British+American,,,,,[baɪ bˈaɪk],[baɪ bˈaɪk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000381,reused-existing-stable,released,on foot,on foot,步行,步行,,,British+American,,,,,[ˌɒn fˈʊt],[ˌɔn fˈʊt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000382,reused-existing-stable,released,by school bus,by school bus,乘校车,乘校车,,,British+American,,,,,[baɪ skˈuːl bˈʌs],[baɪ skˈuːl bˈʌs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000383,reused-existing-stable,released,by subway,by subway,乘地铁,乘地铁,,,British+American,,,,,[baɪ sˈʌbweɪ],[baɪ sˈʌbweɪ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000384,reused-existing-stable,released,by plane,by plane,乘飞机,乘飞机,,,British+American,,,,,[baɪ plˈeɪn],[baɪ plˈeɪn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000385,reused-existing-stable,released,by train,by train,乘火车,乘火车,,,British+American,,,,,[baɪ tɹˈeɪn],[baɪ tɹˈeɪn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000401,reused-existing-stable,released,glue stick,glue stick,胶棒,胶棒,,,British+American,,,,,[ɡlˈuː stˈɪk],[ɡlˈuː stˈɪk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000406,reused-existing-stable,released,Information Centre,Information Centre,信息中心,信息中心,,,British+American,,,,,[ˌɪnfəmˈeɪʃən sˈɛntə],[ˌɪnfɚmˈeɪʃən sˈɛntɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000414,reused-existing-stable,released,play with fire,play with fire,玩火,玩火,,,British+American,,,,,[plˈeɪ wɪð fˈaɪə],[plˈeɪ wɪð fˈaɪɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000416,reused-existing-stable,released,run down the stairs,run down the stairs,跑下楼梯,跑下楼梯,,,British+American,,,,,[ɹˈʌn dˌaʊn ðə stˈeəz],[ɹˈʌn dˌaʊn ðə stˈɛɹz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000418,reused-existing-stable,released,wait for,wait for,等待,等待,,,British+American,,,,,[wˈeɪt fɔː],[wˈeɪt fɔːɹ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000422,reused-existing-stable,released,safety rule,safety rule,安全规则,安全规则,,,British+American,,,,,[sˈeɪfti ɹˈuːl],[sˈeɪfti ɹˈuːl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000426,reused-existing-stable,released,bus driver,bus driver,公交车司机,公交车司机,,,British+American,,,,,[bˈʌs dɹˈaɪvə],[bˈʌs dɹˈaɪvɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000428,reused-existing-stable,released,taxi driver,taxi driver,出租车司机,出租车司机,,,British+American,,,,,[tˈaksi dɹˈaɪvə],[tˈæksi dɹˈaɪvɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000431,reused-existing-stable,released,in the future,in the future,将来；未来,将来；未来,,,British+American,,,,,[ɪnðə fjˈuːtʃə],[ɪnðə fjˈuːtʃɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000440,reused-existing-stable,released,across from,across from,在……对面,在……对面,,,British+American,,,,,[əkɹˈɒs fɹɒm],[əkɹˈɑːs fɹʌm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000441,reused-existing-stable,released,next to,next to,紧挨着；在……旁边,紧挨着；在……旁边,,,British+American,,,,,[nˈɛkst tuː],[nˈɛkst tuː],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000448,reused-existing-stable,released,turn right,turn right,向右转,向右转,,,British+American,,,,,[tˈɜːn ɹˈaɪt],[tˈɜːn ɹˈaɪt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000449,reused-existing-stable,released,go straight,go straight,直走,直走,,,British+American,,,,,[ɡˌəʊ stɹˈeɪt],[ɡˌoʊ stɹˈeɪt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000455,reused-existing-stable,released,get to,get to,到达,到达,,,British+American,,,,,[ɡˈɛt tuː],[ɡˈɛt tuː],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000460,reused-existing-stable,released,sports centre,sports centre,体育中心,体育中心,,,British+American,,,,,[spˈɔːts sˈɛntə],[spˈoːɹts sˈɛntɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000463,reused-existing-stable,released,buy toys,buy toys,买玩具,买玩具,,,British+American,,,,,[bˈaɪ tˈɔɪz],[bˈaɪ tˈɔɪz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000464,reused-existing-stable,released,see a film,see a film,看电影,看电影,,,British+American,,,,,[sˈiː ɐ fˈɪlm],[sˈiː ɐ fˈɪlm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000465,reused-existing-stable,released,go boating,go boating,去划船,去划船,,,British+American,,,,,[ɡˌəʊ bˈəʊtɪŋ],[ɡˌoʊ bˈoʊɾɪŋ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000474,reused-existing-stable,released,take photos,take photos,拍照,拍照,,,British+American,,,,,[tˈeɪk fˈəʊtəʊz],[tˈeɪk fˈoʊɾoʊz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000479,reused-existing-stable,released,eat seafood,eat seafood,吃海鲜,吃海鲜,,,British+American,,,,,[ˈiːt sˈiːfuːd],[ˈiːt sˈiːfuːd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000480,reused-existing-stable,released,visit the Mogao Caves,visit the Mogao Caves,参观莫高窟,参观莫高窟,,,British+American,,,,,[vˈɪzɪt ðə mˈɒɡaʊ kˈeɪvz],[vˈɪzɪt ðə mˈɑːɡaʊ kˈeɪvz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000481,reused-existing-stable,released,West Lake,West Lake,西湖,西湖,,,British+American,,,,,[wˈɛst lˈeɪk],[wˈɛst lˈeɪk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000482,reused-existing-stable,released,row a boat,row a boat,划船,划船,,,British+American,,,,,[ɹˈəʊ ɐ bˈəʊt],[ɹˈoʊ ɐ bˈoʊt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000484,reused-existing-stable,released,summer vacation,summer vacation,暑假,暑假,,,British+American,,,,,[sˈʌmə veɪkˈeɪʃən],[sˈʌmɚ veɪkˈeɪʃən],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000497,reused-existing-stable,released,go for a picnic,go for a picnic,去野餐,去野餐,,,British+American,,,,,[ɡˌəʊ fəɹə pˈɪknɪk],[ɡˌoʊ fɚɹə pˈɪknɪk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000498,reused-existing-stable,released,play the violin,play the violin,拉小提琴,拉小提琴,,,British+American,,,,,[plˈeɪ ðə vaɪəlˈɪn],[plˈeɪ ðə vaɪəlˈɪn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000499,reused-existing-stable,released,go skating,go skating,去滑冰,去滑冰,,,British+American,,,,,[ɡˌəʊ skˈeɪtɪŋ],[ɡˌoʊ skˈeɪɾɪŋ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000501,reused-existing-stable,released,do the housework,do the housework,做家务,做家务,,,British+American,,,,,[dˈuː ðə hˈaʊswɜːk],[dˈuː ðə hˈaʊswɜːk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000504,reused-existing-stable,released,once a week,once a week,每周一次,每周一次,,,British+American,,,,,[wˈʌns ɐ wˈiːk],[wˈʌns ɐ wˈiːk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000505,reused-existing-stable,released,twice a week,twice a week,每周两次,每周两次,,,British+American,,,,,[twˈaɪs ɐ wˈiːk],[twˈaɪs ɐ wˈiːk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000506,reused-existing-stable,released,three times a week,three times a week,每周三次,每周三次,,,British+American,,,,,[θɹˈiː tˈaɪmz ɐ wˈiːk],[θɹˈiː tˈaɪmz ɐ wˈiːk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000509,reused-existing-stable,released,the UK,the UK,英国,英国,,,British+American,,,,,[ðə jˌuːkˈeɪ],[ðə jˌuːkˈeɪ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000510,reused-existing-stable,released,the USA,the USA,美国,美国,,,British+American,,,,,[ðə jˌuːˌɛsˈeɪ],[ðə jˌuːˌɛsˈeɪ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000513,reused-existing-stable,released,maple leaves,maple leaves,枫叶,枫叶,,,British+American,,,,,[mˈeɪpəl lˈiːvz],[mˈeɪpəl lˈiːvz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000514,reused-existing-stable,released,Big Ben,Big Ben,大本钟,大本钟,,,British+American,,,,,[bˈɪɡ bˈɛn],[bˈɪɡ bˈɛn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000534,reused-existing-stable,unreleased,wear glasses,wear glasses,戴眼镜,戴眼镜,,,British+American,,,,,[wˈeə ɡlˈasɪz],[wˈɛɹ ɡlˈæsᵻz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000555,reused-existing-stable,unreleased,exercise book,exercise book,练习本,练习本,,,British+American,,,,,[ˈɛksəsˌaɪz bˈʊk],[ˈɛksɚsˌaɪz bˈʊk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000556,reused-existing-stable,unreleased,pencil sharpener,pencil sharpener,卷笔刀,卷笔刀,,,British+American,,,,,[pˈɛnsəl ʃˈɑːpənə],[pˈɛnsəl ʃˈɑːɹpənɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000557,reused-existing-stable,unreleased,a pair of scissors,a pair of scissors,一把剪刀,一把剪刀,,,British+American,,,,,[ɐ pˈeəɹ ɒv sˈɪsəz],[ɐ pˈɛɹ ʌv sˈɪsɚz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000558,reused-existing-stable,unreleased,pencil box,pencil box,铅笔盒,铅笔盒,,,British+American,,,,,[pˈɛnsəl bˈɒks],[pˈɛnsəl bˈɑːks],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000559,reused-existing-stable,unreleased,a box of crayons,a box of crayons,一盒蜡笔,一盒蜡笔,,,British+American,,,,,[ɐ bˈɒks ɒv kɹˈeɪɒnz],[ɐ bˈɑːks ʌv kɹˈeɪɑːnz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000565,reused-existing-stable,unreleased,a lot,a lot,很多；非常,很多；非常,,,British+American,,,,,[ɐ lˈɒt],[ɐ lˈɑːt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000569,reused-existing-stable,unreleased,news shows,news shows,新闻节目,新闻节目,,,British+American,,,,,[njˈuːz ʃˈəʊz],[nˈuːz ʃˈoʊz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000570,reused-existing-stable,unreleased,nature shows,nature shows,自然节目,自然节目,,,British+American,,,,,[nˈeɪtʃə ʃˈəʊz],[nˈeɪtʃɚ ʃˈoʊz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000574,reused-existing-stable,unreleased,take out the rubbish,take out the rubbish,倒垃圾；把垃圾拿出去,倒垃圾；把垃圾拿出去,,,British+American,,,,,[tˈeɪk ˈaʊt ðə ɹˈʌbɪʃ],[tˈeɪk ˈaʊt ðə ɹˈʌbɪʃ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000575,reused-existing-stable,unreleased,wash clothes,wash clothes,洗衣服,洗衣服,,,British+American,,,,,[wˈɒʃ klˈəʊðz],[wˈɑːʃ klˈoʊðz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000576,reused-existing-stable,unreleased,tidy the desk,tidy the desk,整理书桌,整理书桌,,,British+American,,,,,[tˈaɪdi ðə dˈɛsk],[tˈaɪdi ðə dˈɛsk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000577,reused-existing-stable,unreleased,sweep the floor,sweep the floor,扫地,扫地,,,British+American,,,,,[swˈiːp ðə flˈɔː],[swˈiːp ðə flˈoːɹ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
