NoteID,OriginType,ReleaseState,CanonicalWord,Word,SenseLabel,MeaningPrimary,ExistingBritish,ExistingAmerican,MissingSides,OriginalBritishEvidenceStatus,OriginalAmericanEvidenceStatus,OriginalBritishCandidate,OriginalAmericanCandidate,CandidateBritish,CandidateAmerican,CandidateEngine,CandidateEngineVersion,CandidateBritishVoice,CandidateAmericanVoice,RiskFlags
KV000678,reused-existing-stable,unreleased,the Terracotta Army,the Terracotta Army,兵马俑,兵马俑,,,British+American,,,,,[ðə tˈɛɹɐkˌɒtəɹ ˈɑːmi],[ðə tˈɛɹɐkˌɑːɾə ˈɑːɹmi],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000689,reused-existing-stable,unreleased,the Yangtze River,the Yangtze River,长江,长江,,,British+American,,,,,[ðə jˈaŋtsi ɹˈɪvə],[ðə jˈɑːŋtsi ɹˈɪvɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000698,reused-existing-stable,unreleased,Washington D.C.,Washington D.C.,华盛顿特区,华盛顿特区,,,British+American,,,,,[wˈɒʃɪŋtən dˌiːsˈiː],[wˈɑːʃɪŋtən dˌiːsˈiː],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case punctuation
KV000699,reused-existing-stable,unreleased,the British Museum,the British Museum,大英博物馆,大英博物馆,,,British+American,,,,,[ðə bɹˈɪtɪʃ mjuːzˈiəm],[ðə bɹˈɪɾɪʃ mjuːzˈiəm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000700,reused-existing-stable,unreleased,the CN Tower,the CN Tower,加拿大国家电视塔；CN塔,加拿大国家电视塔；CN塔,,,British+American,,,,,[ðə sˌiːˈɛn tˈaʊə],[ðə sˌiːˈɛn tˈaʊɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000703,reused-existing-stable,unreleased,the White House,the White House,白宫,白宫,,,British+American,,,,,[ðə wˈaɪt hˈaʊs],[ðə wˈaɪt hˈaʊs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000707,reused-existing-stable,unreleased,Tower Bridge,Tower Bridge,伦敦塔桥,伦敦塔桥,,,British+American,,,,,[tˈaʊə bɹˈɪdʒ],[tˈaʊɚ bɹˈɪdʒ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000708,reused-existing-stable,unreleased,the London Eye,the London Eye,伦敦眼,伦敦眼,,,British+American,,,,,[ðə lˈʌndən ˈaɪ],[ðə lˈʌndən ˈaɪ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000756,reused-existing-stable,unreleased,ice lantern,ice lantern,冰灯,冰灯,,,British+American,,,,,[ˈaɪs lˈantən],[ˈaɪs lˈæntɚn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000772,reused-existing-stable,unreleased,show ... around,show ... around,带……参观,带……参观,,,British+American,,,,,[ʃˈəʊ ɐɹˈaʊnd],[ʃˈoʊ ɚɹˈaʊnd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword punctuation
KV000773,reused-existing-stable,unreleased,Queen's Park,Queen's Park,皇后公园,皇后公园,,,British+American,,,,,[kwˈiːnz pˈɑːk],[kwˈiːnz pˈɑːɹk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case punctuation
KV000774,reused-existing-stable,unreleased,art gallery,art gallery,美术馆,美术馆,,,British+American,,,,,[ˈɑːt ɡˈaləɹi],[ˈɑːɹt ɡˈælɚɹi],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000775,reused-existing-stable,unreleased,public library,public library,公共图书馆,公共图书馆,,,British+American,,,,,[pˈʌblɪk lˈaɪbɹəɹi],[pˈʌblɪk lˈaɪbɹɛɹi],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000777,reused-existing-stable,unreleased,Lake Ontario,Lake Ontario,安大略湖,安大略湖,,,British+American,,,,,[lˈeɪk ɒntˈɑːɹɪˌəʊ],[lˈeɪk ɑːntˈæɹɪˌoʊ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV000785,reused-existing-stable,unreleased,at least,at least,至少,至少,,,British+American,,,,,[at lˈiːst],[æt lˈiːst],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000786,reused-existing-stable,unreleased,talk about,talk about,谈论；讨论,谈论；讨论,,,British+American,,,,,[tˈɔːk ɐbˈaʊt],[tˈɔːk ɐbˈaʊt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000793,reused-existing-stable,unreleased,roast turkey,roast turkey,烤火鸡,烤火鸡,,,British+American,,,,,[ɹˈəʊst tˈɜːki],[ɹˈoʊst tˈɜːki],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000796,reused-existing-stable,unreleased,wild goose,wild goose,大雁；野雁,大雁；野雁,,,British+American,,,,,[wˈaɪld ɡˈuːs],[wˈaɪld ɡˈuːs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000798,reused-existing-stable,unreleased,English-Chinese dictionary,English-Chinese dictionary,英汉词典,英汉词典,,,British+American,,,,,[ˈɪŋɡlɪʃtʃaɪnˈiːz dˈɪkʃənəɹi],[ˈɪŋɡlɪʃtʃaɪnˈiːz dˈɪkʃənˌɛɹi],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword hyphenated proper-case
KV000799,reused-existing-stable,unreleased,shopping centre,shopping centre,购物中心,购物中心,,,British+American,,,,,[ʃˈɒpɪŋ sˈɛntə],[ʃˈɑːpɪŋ sˈɛntɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000800,reused-existing-stable,unreleased,shopping mall,shopping mall,购物中心；商场,购物中心；商场,,,British+American,,,,,[ʃˈɒpɪŋ mˈal],[ʃˈɑːpɪŋ mˈɔːl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV000802,reused-existing-stable,unreleased,hot pot,hot pot,火锅,火锅,,,British+American,,,,,[hˈɒt pˈɒt],[hˈɑːt pˈɑːt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001195,new-third-party-stable,unreleased,100-meter race,100-meter race,100米赛跑,100米赛跑,,,British+American,missing,missing,,,[wˈɒnhˈʌndɹɪdmˈiːtə ɹˈeɪs],[wˈʌnhˈʌndɹɪdmˈiːɾɚ ɹˈeɪs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,digit multiword hyphenated
KV001196,new-third-party-stable,unreleased,20th,20th,第二十；20日,第二十；20日,,,British+American,missing,missing,,,[twˈɛntiəθ],[twˈɛntiəθ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,digit
KV001197,new-third-party-stable,unreleased,21st,21st,第二十一；21日,第二十一；21日,,,British+American,missing,missing,,,[twˈɛnti fˈɜːst],[twˈɛnti fˈɜːst],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,digit
KV001198,new-third-party-stable,unreleased,22nd,22nd,第二十二；22日,第二十二；22日,,,British+American,missing,missing,,,[twˈɛnti sˈɛkənd],[twˈɛnti sˈɛkənd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,digit
KV001199,new-third-party-stable,unreleased,23rd,23rd,第二十三；23日,第二十三；23日,,,British+American,missing,missing,,,[twˈɛnti θˈɜːd],[twˈɛnti θˈɜːd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,digit
KV001200,new-third-party-stable,unreleased,2nd,2nd,第二；2日,第二；2日,,,British+American,missing,missing,,,[sˈɛkənd],[sˈɛkənd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,digit
KV001201,new-third-party-stable,unreleased,30th,30th,第三十；30日,第三十；30日,,,British+American,missing,missing,,,[θˈɜːtiəθ],[θˈɜːɾiəθ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,digit
KV001202,new-third-party-stable,unreleased,31st,31st,第三十一；31日,第三十一；31日,,,British+American,missing,missing,,,[θˈɜːti fˈɜːst],[θˈɜːɾi fˈɜːst],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,digit
KV001203,new-third-party-stable,unreleased,3rd,3rd,第三；3日,第三；3日,,,British+American,missing,missing,,,[θˈɜːd],[θˈɜːd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,digit
KV001204,new-third-party-stable,unreleased,4th,4th,第四；4日,第四；4日,,,British+American,missing,missing,,,[fˈɔːθ],[fˈoːɹθ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,digit
KV001205,new-third-party-stable,unreleased,a bit,a bit,有点儿；稍微,有点儿；稍微,,,British+American,missing,missing,,,[ɐ bˈɪt],[ɐ bˈɪt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001206,new-third-party-stable,unreleased,a knife and fork,a knife and fork,一副刀叉,一副刀叉,,,British+American,missing,missing,,,[ɐ nˈaɪf and fˈɔːk],[ɐ nˈaɪf ænd fˈɔːɹk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001207,new-third-party-stable,unreleased,a liter of milk,a liter of milk,一升牛奶,一升牛奶,,,British+American,missing,missing,,,[ɐ lˈiːtəɹ ɒv mˈɪlk],[ɐ lˈiːɾɚɹ ʌv mˈɪlk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001208,new-third-party-stable,unreleased,a little,a little,一点；少量,一点；少量,,,British+American,missing,missing,,,[ɐ lˈɪtəl],[ɐ lˈɪɾəl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001209,new-third-party-stable,unreleased,a long time ago,a long time ago,很久以前,很久以前,,,British+American,missing,missing,,,[ɐ lˈɒŋ tˈaɪm ɐɡˈəʊ],[ɐ lˈɔŋ tˈaɪm ɐɡˈoʊ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001210,new-third-party-stable,unreleased,a pair of,a pair of,一双；一对,一双；一对,,,British+American,missing,missing,,,[ɐ pˈeəɹ ɒv],[ɐ pˈɛɹ ʌv],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001211,new-third-party-stable,unreleased,a piece of,a piece of,一块；一片；一件,一块；一片；一件,,,British+American,missing,missing,,,[ɐ pˈiːs ɒv],[ɐ pˈiːs ʌv],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001228,new-third-party-stable,unreleased,afraid of,afraid of,害怕……；担心……,害怕……；担心……,,,British+American,missing,missing,,,[ɐfɹˈeɪd ɒv],[ɐfɹˈeɪd ʌv],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001234,new-third-party-stable,unreleased,alarm clock,alarm clock,闹钟,闹钟,,,British+American,missing,missing,,,[ɐlˈɑːm klˈɒk],[ɐlˈɑːɹm klˈɑːk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001239,new-third-party-stable,unreleased,all over the world,all over the world,世界各地；遍及全世界,世界各地；遍及全世界,,,British+American,missing,missing,,,[ˈɔːl ˌəʊvə ðə wˈɜːld],[ˈɔːl ˌoʊvɚ ðə wˈɜːld],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001240,new-third-party-stable,unreleased,all the time,all the time,一直；始终,一直；始终,,,British+American,missing,missing,,,[ˈɔːl ðə tˈaɪm],[ˈɔːl ðə tˈaɪm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001241,new-third-party-stable,unreleased,all year round,all year round,全年；一年到头,全年；一年到头,,,British+American,missing,missing,,,[ˈɔːl jˈiə ɹˈaʊnd],[ˈɔːl jˈɪɹ ɹˈaʊnd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001252,new-third-party-stable,unreleased,American football,American football,美式足球,美式足球,,,British+American,missing,missing,,,[ɐmˈɛɹɪkən fˈʊtbɔːl],[ɐmˈɛɹɪkən fˈʊtbɔːl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV001253,new-third-party-stable,unreleased,amusement park,amusement park,游乐园；游乐场,游乐园；游乐场,,,British+American,missing,missing,,,[ɐmjˈuːzmənt pˈɑːk],[ɐmjˈuːzmənt pˈɑːɹk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001262,new-third-party-stable,unreleased,are not,are not,不是；没有；不（are 的否定形式）,不是；没有；不（are 的否定形式）,,,British+American,missing,missing,,,[ɑː nˈɒt],[ɑːɹ nˈɑːt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001266,new-third-party-stable,unreleased,art museum,art museum,美术馆,美术馆,,,British+American,missing,missing,,,[ˈɑːt mjuːzˈiəm],[ˈɑːɹt mjuːzˈiəm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001267,new-third-party-stable,unreleased,art room,art room,美术教室,美术教室,,,British+American,missing,missing,,,[ˈɑːt ɹˈuːm],[ˈɑːɹt ɹˈuːm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001272,new-third-party-stable,unreleased,at first,at first,起初；一开始,起初；一开始,,,British+American,missing,missing,,,[at fˈɜːst],[æt fˈɜːst],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001273,new-third-party-stable,unreleased,at home,at home,在家,在家,,,British+American,missing,missing,,,[at hˈəʊm],[æt hˈoʊm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001274,new-third-party-stable,unreleased,at last,at last,终于；最后,终于；最后,,,British+American,missing,missing,,,[at lˈast],[æt lˈæst],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001275,new-third-party-stable,unreleased,at night,at night,在夜里；晚上,在夜里；晚上,,,British+American,missing,missing,,,[at nˈaɪt],[æt nˈaɪt],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001276,new-third-party-stable,unreleased,at noon,at noon,在中午,在中午,,,British+American,missing,missing,,,[at nˈuːn],[æt nˈuːn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001277,new-third-party-stable,unreleased,at the end of,at the end of,在……末尾；在……结束时,在……末尾；在……结束时,,,British+American,missing,missing,,,[at ðɪ ˈɛnd ɒv],[æt ðɪ ˈɛnd ʌv],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001278,new-third-party-stable,unreleased,at the same time,at the same time,同时；与此同时,同时；与此同时,,,British+American,missing,missing,,,[at ðə sˈeɪm tˈaɪm],[æt ðə sˈeɪm tˈaɪm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001280,new-third-party-stable,unreleased,at the weekend,at the weekend,在周末,在周末,,,British+American,missing,missing,,,[at ðə wiːkˈɛnd],[æt ðə wˈiːkɛnd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001281,new-third-party-stable,unreleased,at work,at work,在工作；工作中,在工作；工作中,,,British+American,missing,missing,,,[at wˈɜːk],[æt wˈɜːk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001285,new-third-party-stable,unreleased,Australia Day,Australia Day,澳大利亚日,澳大利亚日,,,British+American,missing,missing,,,[ɒstɹˈeɪliə dˈeɪ],[ɔːstɹˈeɪliə dˈeɪ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV001287,new-third-party-stable,unreleased,Australian football,Australian football,澳式足球,澳式足球,,,British+American,missing,missing,,,[ɒstɹˈeɪliən fˈʊtbɔːl],[ɔːstɹˈeɪliən fˈʊtbɔːl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV001294,new-third-party-stable,unreleased,baby brother,baby brother,弟弟；小弟弟,弟弟；小弟弟,,,British+American,missing,missing,,,[bˈeɪbi bɹˈʌðə],[bˈeɪbi bɹˈʌðɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001314,new-third-party-stable,unreleased,be able to,be able to,能够；可以,能够；可以,,,British+American,missing,missing,,,[biː ˈeɪbəl tuː],[biː ˈeɪbəl tuː],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001316,new-third-party-stable,unreleased,be careful with,be careful with,小心……；注意……,小心……；注意……,,,British+American,missing,missing,,,[biː kˈeəfəl wɪð],[biː kˈɛɹfəl wɪð],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001317,new-third-party-stable,unreleased,be full of,be full of,充满……,充满……,,,British+American,missing,missing,,,[biː fˈʊl ɒv],[biː fˈʊl ʌv],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001318,new-third-party-stable,unreleased,be interested in,be interested in,对……感兴趣,对……感兴趣,,,British+American,missing,missing,,,[biː ˈɪntɹɛstɪd ˈɪn],[biː ˈɪntɹɛstᵻd ˈɪn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001320,new-third-party-stable,unreleased,be weak in,be weak in,不擅长……；在……方面较弱,不擅长……；在……方面较弱,,,British+American,missing,missing,,,[biː wˈiːk ˈɪn],[biː wˈiːk ˈɪn],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001327,new-third-party-stable,unreleased,Beijing Opera,Beijing Opera,京剧,京剧,,,British+American,missing,missing,,,[beɪdʒˈɪŋ ˈɒpəɹə],[beɪdʒˈɪŋ ˈɑːpɚɹə],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV001334,new-third-party-stable,unreleased,better and better,better and better,越来越好,越来越好,,,British+American,missing,missing,,,[bˈɛtəɹ and bˈɛtə],[bˈɛɾɚɹ ænd bˈɛɾɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001338,new-third-party-stable,unreleased,bike ride,bike ride,骑自行车出行；骑车兜风,骑自行车出行；骑车兜风,,,British+American,missing,missing,,,[bˈaɪk ɹˈaɪd],[bˈaɪk ɹˈaɪd],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001342,new-third-party-stable,unreleased,black rhino,black rhino,黑犀牛,黑犀牛,,,British+American,missing,missing,,,[blˈak ɹˈaɪnəʊ],[blˈæk ɹˈaɪnoʊ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV001350,new-third-party-stable,unreleased,blow off,blow off,吹掉；刮掉,吹掉；刮掉,,,British+American,missing,missing,,,[blˈəʊ ˈɒf],[blˈoʊ ˈɔf],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
