#separator:Comma
#html:false
#notetype:Klose Vocabulary
#deck:Klose-English::Vocabulary
#tags column:12
#columns:NoteID,CanonicalWord,Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,Sources,SourceBooks,Tags
KV000053,no,no,[nəʊ],[noʊ],不；不是,No I don't.,不，我不喜欢。,4,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::lower-grade-backfill
KV000054,chair,chair,[tʃeə(r)],[tʃer],椅子,My schoolbag is under the chair.,我的书包在椅子下面。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
KV000055,desk,desk,[desk],[desk],课桌；书桌,I put my books on the desk after class.,下课后我把书放在课桌上。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
KV000056,blackboard,blackboard,[ˈblækbɔːd],[ˈblækbɔːrd],黑板,There are some English words on the blackboard.,黑板上有一些英文单词。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
KV000057,on,on,[ɒn],[ɑːn],在……上面,My English book is on the desk.,我的英语书在课桌上。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000058,under,under,[ˈʌndə(r)],[ˈʌndər],在……下面,The cat is sleeping under the chair.,猫正在椅子下面睡觉。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000059,in,in,[ɪn],[ɪn],在……里面,There are three pencils in the box.,盒子里有三支铅笔。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000060,where,where,[weə(r)],[wer],哪里,Where is the book I put on the desk?,我放在课桌上的那本书在哪里？,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000061,the,the,[ðə],[ðə; ði; ðiː],这；那（定冠词）,The teacher is reading a book to us.,老师正在给我们读一本书。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000062,light,light,[laɪt],[laɪt],灯,Please turn off the light before you leave.,离开前请关灯。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
KV000063,bed,bed,[bed],[bed],床,I read a book on my bed after school.,放学后我在床上读书。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
KV000064,door,door,[dɔː(r)],[dɔːr],门,Please close the door before class.,上课前请把门关上。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
KV000065,box,box,[bɒks],[bɑːks],盒子；箱子,I keep my pencils in this box.,我把铅笔放在这个盒子里。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::lower-grade-backfill
KV000066,near,near,[nɪə(r)],[nɪr],在……附近,There is a small park near my school.,我的学校附近有一个小公园。,4,rj_start1,rj_start1::1年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::grade4-review
KV000067,behind,behind,[bɪˈhaɪnd],[bɪˈhaɪnd],在……后面,The cat is hiding behind the door.,猫正躲在门后面。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000068,plane,plane,[pleɪn],[pleɪn],飞机,We went to Beijing by plane last summer.,去年夏天我们坐飞机去了北京。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000069,ball,ball,[bɔːl],[bɔːl],球,The children are playing with a ball outside.,孩子们正在外面玩球。,4,rj_start1,rj_start1::1年级下|rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::grade4-review
KV000070,doll,doll,[dɒl],[dɑːl],玩具娃娃,My little sister keeps her doll on the bed.,我的妹妹把她的玩偶放在床上。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000071,train,train,[treɪn],[treɪn],火车,We took a train to visit my grandparents.,我们坐火车去看望祖父母。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000072,car,car,[kɑː(r)],[kɑːr],小汽车；汽车,Dad drives us to the park by car.,爸爸开车带我们去公园。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000073,bear,bear,[beə(r)],[ber],熊,We saw a brown bear in the picture book.,我们在图画书里看到一只棕熊。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000074,can,can,[kən; kæn],[kən; kæn],能；会；可以,I can finish my homework by myself.,我能自己完成作业。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000075,sure,sure,[ʃʊə(r)],[ʃʊr],当然；可以,Are you sure this is your book?,你确定这是你的书吗？,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000076,sorry,sorry,[ˈsɒri],[ˈsɑːri],对不起；抱歉,I'm sorry I'm late for class.,对不起，我上课迟到了。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000077,rice,rice,[raɪs],[raɪs],米饭,We usually eat rice with vegetables.,我们通常把米饭和蔬菜一起吃。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
KV000078,noodles,noodles,[ˈnuːd(ə)lz],[ˈnuːd(ə)lz],面条,I had noodles for dinner yesterday.,我昨天晚饭吃了面条。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
KV000079,vegetable,vegetable,[ˈvedʒtəb(ə)l],[ˈvedʒtəbl],蔬菜,Eating more vegetables is good for us.,多吃蔬菜对我们有好处。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000080,fish,fish,[fɪʃ],[fɪʃ],鱼；鱼肉,We had fish and rice for lunch.,我们午饭吃了鱼和米饭。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上|rj_start1::6年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 source::rj_start1::grade::6 source::rj_start1::grade::6::上 stage::lower-grade-backfill
KV000081,chicken,chicken,[ˈtʃɪkɪn],[ˈtʃɪkɪn],鸡肉,My mother cooked chicken for dinner.,妈妈晚饭做了鸡肉。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
KV000082,egg,egg,[eɡ],[eɡ],鸡蛋；蛋,I had an egg and some milk for breakfast.,我早饭吃了一个鸡蛋，还喝了些牛奶。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::lower-grade-backfill
KV000083,hungry,hungry,[ˈhʌŋɡri],[ˈhʌŋɡri],饿的；饥饿的,I am hungry after school.,放学后我饿了。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000084,want,want,[wɒnt],[wɑːnt],想要,I want to read this book after dinner.,晚饭后我想读这本书。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000085,and,and,[ənd],[ənd; ən; n; ænd],和；并且,I packed a book and a pencil in my bag.,我把一本书和一支铅笔装进包里。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000086,juice,juice,[dʒuːs],[dʒuːs],果汁,I usually have orange juice at breakfast.,我早餐通常喝橙汁。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
KV000087,tea,tea,[tiː],[tiː],茶,My grandfather has tea after lunch.,我爷爷午饭后喝茶。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::lower-grade-backfill
