NoteID,CanonicalWord,Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,Sources,SourceBooks,Tags
KV000054,chair,chair,[tʃeə(r)],[tʃer],椅子,The book is on the chair.,书在椅子上。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下
KV000055,desk,desk,[desk],[desk],课桌；书桌,The pencil is on the desk.,铅笔在桌子上。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下
KV000056,blackboard,blackboard,[ˈblækbɔːd],[ˈblækbɔːrd],黑板,The blackboard is black.,黑板是黑色的。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下
KV000057,on,on,[ɒn],[ɑːn],在……上面,The book is on the desk.,书在桌子上。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000058,under,under,[ˈʌndə(r)],[ˈʌndər],在……下面,The cat is under the desk.,猫在桌子下面。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000059,in,in,[ɪn],[ɪn],在……里面,The pencil is in the box.,铅笔在盒子里。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000060,where,where,[weə(r)],[wer],哪里,Where is my book?,我的书在哪里？,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000061,the,the,[ðə],[ðə; ði; ðiː],这；那（定冠词）,The book is on the desk.,这本书在桌子上。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000062,light,light,[laɪt],[laɪt],灯,The light is on.,灯亮着。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下
KV000063,bed,bed,[bed],[bed],床,The cat is on the bed.,猫在床上。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下
KV000064,door,door,[dɔː(r)],[dɔːr],门,The door is near the bed.,门在床附近。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下
KV000065,box,box,[bɒks],[bɑːks],盒子；箱子,The pencil is in the box.,铅笔在盒子里。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下
KV000066,near,near,[nɪə(r)],[nɪr],在……附近,The chair is near the desk.,椅子在桌子附近。,4,rj_start1,rj_start1::1年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上
KV000067,behind,behind,[bɪˈhaɪnd],[bɪˈhaɪnd],在……后面,The ball is behind the box.,球在盒子后面。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000068,plane,plane,[pleɪn],[pleɪn],飞机,We went to Beijing by plane last summer.,去年夏天我们坐飞机去了北京。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000069,ball,ball,[bɔːl],[bɔːl],球,The children are playing with a ball outside.,孩子们正在外面玩球。,4,rj_start1,rj_start1::1年级下|rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::4 source::rj_start1::grade::4::下
KV000070,doll,doll,[dɒl],[dɑːl],玩具娃娃,My little sister keeps her doll on the bed.,我的妹妹把她的玩偶放在床上。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000071,train,train,[treɪn],[treɪn],火车,We took a train to visit my grandparents.,我们坐火车去看望祖父母。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000072,car,car,[kɑː(r)],[kɑːr],小汽车；汽车,Dad drives us to the park by car.,爸爸开车带我们去公园。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000073,bear,bear,[beə(r)],[ber],熊,We saw a brown bear in the picture book.,我们在图画书里看到一只棕熊。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000074,can,can,[kən; kæn],[kən; kæn],能；会；可以,I can finish my homework by myself.,我能自己完成作业。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000075,sure,sure,[ʃʊə(r)],[ʃʊr],当然；可以,Sure you can.,当然可以。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000076,sorry,sorry,[ˈsɒri],[ˈsɑːri],对不起；抱歉,I am sorry.,我很抱歉。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000077,rice,rice,[raɪs],[raɪs],米饭,We usually eat rice with vegetables.,我们通常把米饭和蔬菜一起吃。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上
KV000078,noodles,noodles,[ˈnuːd(ə)lz],[ˈnuːd(ə)lz],面条,I had noodles for dinner yesterday.,我昨天晚饭吃了面条。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上
KV000079,vegetable,vegetable,[ˈvedʒtəb(ə)l],[ˈvedʒtəbl],蔬菜,Eating more vegetables is good for us.,多吃蔬菜对我们有好处。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000080,fish,fish,[fɪʃ],[fɪʃ],鱼；鱼肉,We had fish and rice for lunch.,我们午饭吃了鱼和米饭。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上|rj_start1::6年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 source::rj_start1::grade::6 source::rj_start1::grade::6::上
KV000081,chicken,chicken,[ˈtʃɪkɪn],[ˈtʃɪkɪn],鸡肉,My mother cooked chicken for dinner.,妈妈晚饭做了鸡肉。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上
KV000082,egg,egg,[eɡ],[eɡ],鸡蛋；蛋,I had an egg and some milk for breakfast.,我早饭吃了一个鸡蛋，还喝了些牛奶。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上
KV000083,hungry,hungry,[ˈhʌŋɡri],[ˈhʌŋɡri],饿的；饥饿的,I am hungry.,我饿了。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000084,want,want,[wɒnt],[wɑːnt],想要,I want some rice.,我想要一些米饭。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000085,and,and,[ənd],[ənd; ən; n; ænd],和；并且,I packed a book and a pencil in my bag.,我把一本书和一支铅笔装进包里。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000086,juice,juice,[dʒuːs],[dʒuːs],果汁,I want some juice.,我想喝一些果汁。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000087,tea,tea,[tiː],[tiː],茶,I want some tea.,我想喝一些茶。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000088,milk,milk,[mɪlk],[mɪlk],牛奶,I have milk for breakfast every morning.,我每天早饭都喝牛奶。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000089,water,water,[ˈwɔːtə(r)],[ˈwɔːtər],水,I want some water.,我想喝一些水。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000090,thirsty,thirsty,[ˈθɜːsti],[ˈθɜːrsti],口渴的,I am thirsty.,我渴了。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000091,thanks,thanks,[θæŋks],[θæŋks],谢谢,Thanks for the water.,谢谢你的水。,4,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下
KV000092,shirt,shirt,[ʃɜːt],[ʃɜːrt],衬衫,I wore a blue shirt to school today.,我今天穿了一件蓝色衬衫去学校。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上
KV000093,T-shirt,T-shirt,[ˈtiː ʃɜːt],[ˈtiː ʃɜːrt],T恤衫,This T-shirt is too small for me now.,这件T恤现在对我来说太小了。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上
KV000094,skirt,skirt,[skɜːt],[skɜːrt],短裙；裙子,She wore a red skirt to the party.,她穿着一条红裙子去参加聚会。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上
KV000095,dress,dress,[dres],[dres],连衣裙,My sister wore a yellow dress to the party.,我妹妹穿着一条黄色连衣裙去参加聚会。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上
KV000096,socks,socks,[sɒks],[sɑːks],袜子,These are my socks.,这是我的袜子。,4,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上
