NoteID,CanonicalWord,Word,PromptHint,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,LearningOrder,Sources,SourceBooks,Tags
KV000015,this,this,,[ðɪs],[ðɪs],这；这个,This book is more interesting than that one.,这本书比那本更有趣。,4,000756,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000016,is,is,,[ɪz],[ɪz],是,My classroom is on the second floor.,我的教室在二楼。,4,000727,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000017,my,my,,[maɪ],[maɪ],我的,My sister and I go to school by bus.,我和妹妹坐公交车上学。,4,000744,rj_start1,rj_start1::1年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::third-party-primary
KV000018,dog,dog,,[dɒɡ],[dɔːɡ],狗,The dog is playing with a ball outside.,那只狗正在外面玩球。,4,000649,rj_start1,rj_start1::1年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::third-party-primary
KV000019,bird,bird,,[bɜːd],[bɜːrd],鸟,A small bird is sitting in the tree.,一只小鸟正停在树上。,4,000636,rj_start1,rj_start1::1年级上|rj_start1::3年级上|rj_start1::6年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 source::rj_start1::grade::6 source::rj_start1::grade::6::上 stage::third-party-primary
KV000020,tiger,tiger,,[ˈtaɪɡə(r)],[ˈtaɪɡər],老虎,We saw a tiger at the zoo last Sunday.,上星期日我们在动物园看见了一只老虎。,4,000635,rj_start1,rj_start1::1年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::third-party-primary
KV000021,monkey,monkey,,[ˈmʌŋki],[ˈmʌŋki],猴子,The monkey climbed up the tree quickly.,那只猴子很快爬上了树。,4,000640,rj_start1,rj_start1::1年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::third-party-primary
KV000022,cat,cat,,[kæt],[kæt],猫,My cat sleeps under the chair every afternoon.,我的猫每天下午都睡在椅子下面。,4,000691,rj_start1,rj_start1::1年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::third-party-primary
KV000023,what,what,,[wɒt],[wʌt],什么,What is this?,这是什么？,4,000737,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000024,it,it,,[ɪt],[ɪt],它,"I found a pencil, and it is yours.",我找到一支铅笔，它是你的。,4,000697,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000025,one,one,,[wʌn],[wʌn],一；一个,There is one apple left on the plate.,盘子里还剩一个苹果。,4,000643,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000026,two,two,,[tuː],[tuː],二；两个,We have two English classes today.,我们今天有两节英语课。,4,000656,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000027,three,three,,[θriː],[θriː],三；三个,Three students are reading in the library.,三个学生正在图书馆读书。,4,000667,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000028,four,four,,[fɔː(r)],[fɔːr],四；四个,Our classroom has four big windows.,我们的教室有四扇大窗户。,4,000662,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000029,five,five,,[faɪv],[faɪv],五；五个,The bus leaves at five o'clock.,公交车五点出发。,4,000661,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000030,six,six,,[sɪks],[sɪks],六；六个,I get up at six on school days.,上学日我六点起床。,4,000701,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000031,seven,seven,,[ˈsev(ə)n],[ˈsev(ə)n],七；七个,There are seven days in a week.,一周有七天。,4,000665,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000032,eight,eight,,[eɪt],[eɪt],八；八个,My first class is at eight.,我的第一节课八点开始。,4,000660,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000033,nine,nine,,[naɪn],[naɪn],九；九个,I go to bed before nine.,我九点前上床睡觉。,4,000664,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000034,ten,ten,,[ten],[ten],十；十个,Ten students joined the school club.,十名学生参加了学校社团。,4,000702,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000035,how,how,,[haʊ],[haʊ],怎样；多少,How many books?,有多少本书？,4,,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::library
KV000036,many,many,,[ˈmeni],[ˈmeni],许多；多少（how many）,How many apples?,有多少个苹果？,4,,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::library
KV000037,are,are,,[ɑ:(r)],[ər; ɑːr; er],是,There are two books.,有两本书。,4,000722,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000038,there,there,,[ðeə(r)],[ðer],那里；有（there be）,There are three cats.,有三只猫。,4,000035,rj_start1,rj_start1::1年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::grade4-current
KV000039,black,black,,[blæk],[blæk],黑色；黑色的,My black schoolbag is under the desk.,我的黑色书包在课桌下面。,4,000659,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000040,yellow,yellow,,[ˈjeləʊ],[ˈjeloʊ],黄色；黄色的,The yellow ruler is next to my pencil.,黄色尺子在我的铅笔旁边。,4,000668,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000041,blue,blue,,[bluː],[bluː],蓝色；蓝色的,I put the blue book in my schoolbag.,我把蓝色的书放进书包里。,4,000648,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000042,red,red,,[red],[red],红色；红色的,The red apple is on my desk.,红苹果在我的课桌上。,4,000634,rj_start1,rj_start1::1年级上|rj_start1::4年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::third-party-primary
KV000043,green,green,,[ɡriːn],[ɡriːn],绿色；绿色的,My green pencil is in the box.,我的绿色铅笔在盒子里。,4,000638,rj_start1,rj_start1::1年级上|rj_start1::4年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::third-party-primary
KV000044,colour,colour,,[ˈkʌlə(r)],[ˈkʌlər],颜色,What colour is it?,它是什么颜色？,4,,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::library
KV000045,apple,apple,,[ˈæp(ə)l],[ˈæpl],苹果,I usually eat an apple after lunch.,我通常午饭后吃一个苹果。,4,000646,rj_start1,rj_start1::1年级上|rj_start1::4年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::third-party-primary
KV000046,pear,pear,,[peə(r)],[per],梨,Dad bought some pears at the market.,爸爸在市场买了一些梨。,4,000782,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000047,banana,banana,,[bəˈnɑːnə],[bəˈnænə],香蕉,I put a banana in my lunch box.,我在午餐盒里放了一根香蕉。,4,000647,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000048,orange,orange,,[ˈɒrɪndʒ],[ˈɔrɪndʒ],橙子；橙色,We shared an orange after PE class.,体育课后我们分吃了一个橙子。,4,,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::library
KV000049,do,do,,[duː; də; du; dəʊ],[duː; də; du; doʊ],助动词（用于疑问句）,Do you like apples?,你喜欢苹果吗？,4,,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::library
KV000050,you,you,,[ju],[juː; jə],你；你们,Do you like cats?,你喜欢猫吗？,4,000786,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000051,like,like,,[laɪk],[laɪk],喜欢,I like reading books on rainy days.,我喜欢在下雨天读书。,4,,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::library
KV000052,yes,yes,,[jes],[jes],是的；对,Yes I do.,是的，我喜欢。,4,000764,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000053,no,no,,[nəʊ],[noʊ],不；不是,No I don't.,不，我不喜欢。,4,000698,rj_start1,rj_start1::1年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::上 stage::third-party-primary
KV000054,chair,chair,,[tʃeə(r)],[tʃer],椅子,My schoolbag is under the chair.,我的书包在椅子下面。,4,000122,rj_start1,rj_start1::1年级下|rj_start1::3年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
KV000055,desk,desk,,[desk],[desk],课桌；书桌,I put my books on the desk after class.,下课后我把书放在课桌上。,4,000121,rj_start1,rj_start1::1年级下|rj_start1::3年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
KV000056,blackboard,blackboard,,[ˈblækbɔːd],[ˈblækbɔːrd],黑板,There are some English words on the blackboard.,黑板上有一些英文单词。,4,000120,rj_start1,rj_start1::1年级下|rj_start1::3年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
KV000057,on,on,,[ɒn],[ɑːn],在……上面,My English book is on the desk.,我的英语书在课桌上。,4,000729,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000058,under,under,,[ˈʌndə(r)],[ˈʌndər],在……下面,The cat is sleeping under the chair.,猫正在椅子下面睡觉。,4,000719,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000059,in,in,,[ɪn],[ɪn],在……里面,There are three pencils in the box.,盒子里有三支铅笔。,4,000726,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000060,where,where,,[weə(r)],[wer],哪里,Where is the book I put on the desk?,我放在课桌上的那本书在哪里？,4,000763,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000061,the,the,,[ðə],[ðə; ði; ðiː],这；那（定冠词）,The teacher is reading a book to us.,老师正在给我们读一本书。,4,,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::library
KV000062,light,light,,[laɪt],[laɪt],灯,Please turn off the light before you leave.,离开前请关灯。,4,000119,rj_start1,rj_start1::1年级下|rj_start1::3年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
KV000063,bed,bed,,[bed],[bed],床,I read a book on my bed after school.,放学后我在床上读书。,4,000658,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::third-party-primary
KV000064,door,door,,[dɔː(r)],[dɔːr],门,Please close the door before class.,上课前请把门关上。,4,000125,rj_start1,rj_start1::1年级下|rj_start1::3年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::grade4-current
KV000065,box,box,,[bɒks],[bɑːks],盒子；箱子,I keep my pencils in this box.,我把铅笔放在这个盒子里。,4,000768,rj_start1,rj_start1::1年级下|rj_start1::3年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::third-party-primary
KV000066,near,near,,[nɪə(r)],[nɪr],在……附近,There is a small park near my school.,我的学校附近有一个小公园。,4,,rj_start1,rj_start1::1年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
KV000067,behind,behind,,[bɪˈhaɪnd],[bɪˈhaɪnd],在……后面,The cat is hiding behind the door.,猫正躲在门后面。,4,000711,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000068,plane,plane,,[pleɪn],[pleɪn],飞机,We went to Beijing by plane last summer.,去年夏天我们坐飞机去了北京。,4,000753,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000069,ball,ball,,[bɔːl],[bɔːl],球,The children are playing with a ball outside.,孩子们正在外面玩球。,4,000657,rj_start1,rj_start1::1年级下|rj_start1::4年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::third-party-primary
KV000070,doll,doll,,[dɒl],[dɑːl],玩具娃娃,My little sister keeps her doll on the bed.,我的妹妹把她的玩偶放在床上。,4,000923,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000071,train,train,,[treɪn],[treɪn],火车,We took a train to visit my grandparents.,我们坐火车去看望祖父母。,4,000708,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000072,car,car,,[kɑː(r)],[kɑːr],小汽车；汽车,Dad drives us to the park by car.,爸爸开车带我们去公园。,4,000690,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000073,bear,bear,,[beə(r)],[ber],熊,We saw a brown bear in the picture book.,我们在图画书里看到一只棕熊。,4,000802,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000074,can,can,,[kən; kæn],[kən; kæn],能；会；可以,I can finish my homework by myself.,我能自己完成作业。,4,000725,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
KV000075,sure,sure,,[ʃʊə(r)],[ʃʊr],当然；可以,Are you sure this is your book?,你确定这是你的书吗？,4,000449,rj_start1|renjiao_start3,rj_start1::1年级下|renjiao_start3::pre-2024-revision::5年级下,learner::klose::level::4 learner::klose::released learning::klose::grade5-6 scope::klose::grade5-6-current source::renjiao_start3 source::renjiao_start3::edition::pre-2024-revision source::renjiao_start3::grade::5 source::renjiao_start3::grade::5::下 source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::grade5-6-current
KV000076,sorry,sorry,,[ˈsɒri],[ˈsɑːri],对不起；抱歉,I'm sorry I'm late for class.,对不起，我上课迟到了。,4,000111,rj_start1,rj_start1::1年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::grade4-current
KV000077,rice,rice,,[raɪs],[raɪs],米饭,We usually eat rice with vegetables.,我们通常把米饭和蔬菜一起吃。,4,000654,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::third-party-primary
KV000078,noodles,noodles,,[ˈnuːd(ə)lz],[ˈnuːd(ə)lz],面条,I had noodles for dinner yesterday.,我昨天晚饭吃了面条。,4,,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::library
KV000079,vegetable,vegetable,,[ˈvedʒtəb(ə)l],[ˈvedʒtəbl],蔬菜,Eating more vegetables is good for us.,多吃蔬菜对我们有好处。,4,000693,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released learning::klose::third-party-primary source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::third-party-primary
